Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
,,,,,,,,,,,,,,,,,,,,,,,
HOLY ANGELS PUBLIC SCHOOL,930736,KERALA,ERNAKULAM,POTHOMICAD PO MOOVATTUPUZHA ERNAKULAM DISTT KERALA,686671,485,"2562531 ,",,,jomolrojan@gmail.com,,2001,4/1/2005 0:00,JOMOL ROJAN,2,,,,Secondary School,Provisional,1/4/2015,31/3/2020,HOLY ANGLES EDU & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
holy cross convent school kangarapady,930854,KERALA,ERNAKULAM,vadacode p.o kangarapady kochi,682021,484,"2410059 ,",,,gracyscsc@gmail.com,,2001,6/4/2001 0:00,GRACY MATHEW,0,,,,Secondary School,Provisional,1/4/2014,31/3/2019,kerala holy cross sisters society
,,,,,,,,,,,,,,,,,,,,,,,
Holy family english medium school,931034,KERALA,ERNAKULAM,"east maradi,moovattupuzha, eranakulam-dist,kerala",686673,485,"2832249 ,",,,rosemariachakkalakkal@gmail.com,,2003,6/2/2003 0:00,ROSY C A,2,Ma Bed,5,10,Secondary School,Provisional,1/4/2016,31/3/2021,hollyfamily educational and charitable trust
,,,,,,,,,,,,,,,,,,,,,,,
Holy family public school,931053,KERALA,ERNAKULAM,"kallorkad-po kallorkad ,eranakulam kerala,686668",686668,485,"2287233 ,",,,geethakallupura@gmail.com,,2002,6/3/2002 0:00,GEETHA K S,0,Ma Bed,2,13,Secondary School,Provisional,1/4/2016,31/3/2021,holly family educational and charitable society
,,,,,,,,,,,,,,,,,,,,,,,
HOLY INDIA FOUNDATION SCHOOL,930077,KERALA,ERNAKULAM,NORTH PARAVUR ERNAKULAM KERALA,683513,484,"2447985 ,",442823,,sandhya.pazhayillath@gmail.com,,1983,7/3/2000 0:00,SANDHYA P,2,,,,Secondary School,Provisional,1/4/2015,31/3/2020,HOLY INDIA FOUNDATION TRUST
,,,,,,,,,,,,,,,,,,,,,,,
HOLY KINGS PUBLIC SCHOOL,930920,KERALA,ERNAKULAM,PIRAVOM.P.O. ERNAKULAM.DIST KERALA,686664,485,"2265700 ,",,,mat2119@gmail.com,,2003,6/2/2004 0:00,MATHEW C CHACKO,0,"B.A, B.Ed",9,30,Secondary School,Provisional,1/4/2015,31/3/2020,HOLY KINGS EDUCATIONAL & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
I G M PUBLIC SCHOOL,930111,KERALA,ERNAKULAM,"PARAYIL ROAD, ELAMAKKARA, KOCHI-682026",682026,484,"2538663 , 538663",6458882,2409272,chinnuasokan@hotmail.com,www.igmschool.org,1988,4/16/2003 0:00,Chinnu Asokan,2,MA. BEd,22,28,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,HELEN JERWOOD MEMORIAL EDUCATION SOCIETY OF THE DIOCESE OF THE DELHI OF THE CHURCH OF NORTH INDIA
,,,,,,,,,,,,,,,,,,,,,,,
IDEAL PUBLIC SCHOOL,930238,KERALA,ERNAKULAM,"THAIKKATTUKARA P.O. ALUVA, DISTT ERNAKULAM KERALA",683106,484,"2629462 , 627869",484,,lizysabu3536@gmail.com,http://www.ipsaluva.com,1993,6/25/2007 0:00,LIZY SABU,2,"MAPol.Sci,MAEco,B.Ed,",12,26,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,THAIKKATTUKARA J EDU & CHARI TRUST
,,,,,,,,,,,,,,,,,,,,,,,
ILAHIA PUBLIC SCHOOL,930239,KERALA,ERNAKULAM,"MARKET PO MUVATTUPUZHA, DISTT ERNAKULAM, KERALA",686673,485,"2831606 ,",,,ilahiapublicschool@gmail.com,,1993,4/13/2008 0:00,Dr.E.K Mohammed Shaffe,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,ILAHIA TRUST MUVATTUPUZHA
,,,,,,,,,,,,,,,,,,,,,,,
INFANT JESUS PUBLIC SCHOOL,930285,KERALA,ERNAKULAM,PERUMPA DANNA NORTH PARUR ERNAKULAM DISTT KERALA,683513,484,"2442677 , 442650",,,srnancygeorgecmc@gmail.com,,1998,4/10/2007 0:00,SR NANCY GEORGE,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,INFANT JESUS EDU.& CHART. TRUT
,,,,,,,,,,,,,,,,,,,,,,,
INFANT JESUS PUBLIC SCHOOL,930340,KERALA,ERNAKULAM,"ALANGAD ALWAYE ERNAKULAM DISTT., KERALA",683511,484,"2670267 ,",682709,0423/43340,srjessypd@gmail.com,,1995,6/25/2007 0:00,JESSY P D,2,"M.A,M.ED,M.PHIL,Phd",20,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,INFANT JESUS EDUCATIONAL SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
IRSHADIYA PUBLIC SCHOOL,930275,KERALA,ERNAKULAM,"KOOVALLOOR POTHANICAD KOTHAMANGALAM ERNAKULAM DISTT., KERALA",686671,485,"9539011384 , 568362",568663,2422430,murali4949@gmail.com,http://www.jamaath.com,1995,4/1/2005 0:00,Muraleedharan K V,1,"M.A. ENGLISH, M.A HISTORY",8,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,IRSHADIYA CHARITBALE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
Isabella De Rosis Public School,931242,KERALA,ERNAKULAM,"Thevarkad, Varapuzha P.O.",683517,484,"2516733 ,",,,srjulietk@yahoo.co.in,,2004,6/2/2004 0:00,JULIET KUNNAPILLY,0,BSc BEd,3,10,Secondary School,Provisional,1/4/2018,31/3/2023,ISABELLA DE ROSIS PUBLIC SCHOOL
,,,,,,,,,,,,,,,,,,,,,,,
JAMA-ATH RESIDENTIAL PUBLIC SCHOOL,930195,KERALA,ERNAKULAM,"PADAMUGAL KAKKANAD THRIKKAKARA P.O COCHIN ERNAKULAM, KANAYANNUR, KERALA",682021,484,"2422430 ,",4842426206,2422430,sargakabeer@gmail.com,http://www.jamaath.com,1994,4/1/2005 0:00,MM KABEER,2,"M.A. ENGLISH, M.A HISTORY",8,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,P.J.A. EDNL. & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
jamia hassania public school,930034,KERALA,ERNAKULAM,"south vazhakulam alwaye, Ernakulam distt., kerala",683105,484,"2677397 , 677397",468434,,vimalamartin1@gmail.com,,1983,6/25/2007 0:00,Vimala Mathew,1,m.a. b.ed.,7,10,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,jamia hassaina regd alwaye
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,940002,KERALA,ERNAKULAM,NERIAMANGALAM POST ERNAKULAM DIST KERALA,686693,485,"2554246 ,",554246,251260,stellahebzi@gmail.com,,1986,3/31/2012 0:00,STELLA HEBZI BAI,1,"MA,BEd.",8,20,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
JNANODAYAM PUBLIC SCHOOL,930584,KERALA,ERNAKULAM,EDAKOCHI KOCHI ERANAKULAM DISTT KERALA,682006,484,"2328456 ,",02522-230162,5692-241993,arundathisajeev38@gmail.com,,1996,4/3/2006 0:00,ARUNDATHI P R,1,M.A./ Pursuing B.Ed.,3,8,Secondary School,Provisional,1/4/2018,31/3/2023,JANANODAYAM SABHA
,,,,,,,,,,,,,,,,,,,,,,,
Joe Mount Public School,931216,KERALA,ERNAKULAM,"Erumathala P.O.Chunangamvely, Aluva,Kerala",683112,484,"2838836 ,",,,hitaksd@yahoo.com,,2008,6/2/2008 0:00,SR HITHA SD,0,"MA, B.Ed,SET",5,8,Secondary School,Provisional,1/4/2018,31/3/2023,Joe Mount Educational and charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
Jyothi Nivas Public School,930135,KERALA,ERNAKULAM,"u c college po alwaye aluva, Distt Ernakulam, Kerala",683102,484,"2609468 ,",623447,,jyothinivasaluva@gmail.com,,1993,4/1/2005 0:00,NAVYA,2,"m.a. (english), m.a. (hindi), b.ed.",5,15,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,jyothi nivas education society
,,,,,,,,,,,,,,,,,,,,,,,
Jyothi Public School,930985,KERALA,ERNAKULAM,"Erumathala P.O, Nalamile, Aluva",683112,484,"2839305 ,",,,sunnytp08@gmail.com,,2004,6/1/2004 0:00,SUNNY THOMAS,0,"B.A, M. Ed.",8,6,Secondary School,Provisional,1/4/2016,31/3/2021,Jyothi Educational and Charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
K M J PUBLIC SCHOOL,930697,KERALA,ERNAKULAM,KANJIRAMATTOM KANAYAMUR COCHIN ERNAKULAM DISTT KERALA,682315,484,"2745457 ,",291525,,kmjpublicschool@rediffmail.com,,1998,4/1/2005 0:00,SINDHU GOUTHAM,2,"M.A., B.ED",10,32,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,AL FAREEDIYYA CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
KASTURBA ENGLISH MEDIUM SCHOOL,930463,KERALA,ERNAKULAM,CHERANELLUR FERRY ROAD MANJUMMEL DISTT ERNAKULAM KERALA,683501,484,"6003040 ,",,,aravind.lakshman@gmail.com,,2000,6/5/2000 0:00,ARAVIND LAKSHMAN,1,msc.bed,7,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,KASTURBA ENGLISH MED SCHOOL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,900011,KERALA,ERNAKULAM,"I N S DRONACHARYA MAHAVIR ENCLAVE, MUNDAMVELI COCHIN KOCHI, DISTT ERNAKULAM, KERALA",682507,484,"2231399 ,",231636,2384713,mayamarydas@gmail.com,http://www.kvcalicutone.o,1983,1/25/2009 0:00,MAYA GEORGE,2,Msc. MEd,5,18,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,900014,KERALA,ERNAKULAM,N A D KALAMASSERY (PO) ALUVA ERNAKULAM DIST. KERALA,683505,484,"2532860 ,",558160,,holygeorge_1960@yahoo.co.in,,1984,6/12/1992 0:00,Holy George,1,"M.Sc, B.Ed",5,19,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,900002,KERALA,ERNAKULAM,KADAVANTHRA (PO) ERNAKULAM COCHIN COCHIN KERALA,682020,484,"2204785 ,",312513,242258,sudhasurabio@gmail.com,www.cstcvp.g,1965,8/12/2007 0:00,R SURENDRAN,2,ma b.ed.,2,28,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2008,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA NO 3,900007,KERALA,ERNAKULAM,"PORT TRUST WILLINGDON ISLAND KOCHI, DISTT ERNAKULAM KERALA",682003,484,"2667102 ,",2668778,2669001,prabhakaran91@yahoo.co.in,http://www.kvptkochi.org,1978,4/1/1991 0:00,PRABHAKARAN P M,2,M.Sc. M.Ed,8,30,Senior Secondary,Provisional,1/4/2003,31/ 3/ 2008,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA NO.1,900001,KERALA,ERNAKULAM,"NAVAL BASE KATARIBAGH COCHIN, ERNAKULAM DISTT., KERALA",682004,484,"2668472 ,",4842668184,,mkrajappankozhuvallore@gmail.com,http://www.kv1kochi.org,1963,4/1/1991 0:00,M K RAJAPPAN,2,MSc. BEd.,7,17,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2015,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA NO.2,900003,KERALA,ERNAKULAM,"NAVAL BASE KOCHI, DISTT ERNAKULAM KERALA",682004,484,"2668344 , 668337",313682,,minu8_2003@yahoo.com,,1976,8/12/2007 0:00,LIZIAMMA DANIEL,1,,,,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
"KMJ PUBLIC SCHOOL,",931148,KERALA,ERNAKULAM,NOCHIMA N A D . P O ALUVA,683563,484,"2558980 ,",,,saralamannoor@gmail.com,,1993,6/1/1993 0:00,SARALA P T,0,M A . B Ed,5,7,Secondary School,Provisional,1/4/2017,31/3/2022,kuzhikkattukara Muslim Jama-ath Association
,,,,,,,,,,,,,,,,,,,,,,,
KTCs NECT Public school,931007,KERALA,ERNAKULAM,"Cheruvattoor P.O.,Kothamangalam,Ernakulam District, Kerala",686691,485,"2549435 ,",,,ktcinstitutions@gmail.com,,2005,6/1/2005 0:00,GEETHA NAIR,0,BSc BEd,5,5,Secondary School,Provisional,1/4/2016,31/3/2021,KTCs International Education Trust
,,,,,,,,,,,,,,,,,,,,,,,
LEO ENGLISH MEDIUM PUBLIC SCHOOL,930959,KERALA,ERNAKULAM,"SMT. & SRI. THEO JOSEPH MEMORIAL, C.P. 1/497A, LEO SCHOOL ROAD, SOUTH CHELLANAM, COCHIN",682008,484,"2245105 ,",,4842245105,ADMN.LEMPS@GMAIL.COM,,2001,6/1/2001 0:00,PHILOMINA KG,1,"B.A., B.PH., B.TH., / B.Ed.",9,12,Secondary School,Provisional,1/4/2015,31/3/2020,SHRI. GEORGE P. JOSEPH EDUCATION & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
LITTLE HEARTS SCHOOL,930601,KERALA,ERNAKULAM,KIZHAKKEPRAM N PARAVOOR ERNAKULAM DISTT KERALA,683513,484,"2446939 ,",2860018,,cajlisj@gmail.com,,1997,11/26/2001 0:00,C A JOSEPH,1,"b.com, b.ed",23,38,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,LITTLE HEARTS EDUCATIONAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
LUKE MEMORIAL PUBLIC SCHOOL,930687,KERALA,ERNAKULAM,IRINGOLE PO PERUMBAVOOR KUNNATHUNADU ERNAKULAM DISTT KERALA,683548,484,"2595117 ,",8233808,,thekkemuryvc@hotmail.com,,1995,6/2/1997 0:00,SUSY STEPHEN,2,"M.SC., M.ED.,",30,30,Secondary School,Provisional,1/4/2015,31/3/2020,UNIVERSAL EDUCATIONAL CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
MAHATMA GANDHI PUBLIC SCHOOL,930025,KERALA,ERNAKULAM,"AMBADIMALA CHOTTANIKKARA, P.O ERNAKULAM DIST. KERALA",682305,484,"2711081 ,",4842740358,,ushamarychacko@gmail.com,,1976,7/1/2008 0:00,USHA MARY CHACKO,2,"B.Sc.Phy, MASocio, MA",16,24,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DAKSHINA BHARATHINDI PRACHAR SABHA
,,,,,,,,,,,,,,,,,,,,,,,
MALIK DEENAR PUB SCHOOL,930367,KERALA,ERNAKULAM,"ADIVAD PALLARIMANGALAM PO POTHANICAD, ERNAKULAM DISTT., KERALA",686671,485,"2564209 ,",563305,,embestluck@gmail.com,,1997,6/5/2000 0:00,MUHAMMADALI E M,1,M A B.Ed,9,11,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,MALIK DEENAR ISLAMI DEVELOPMENT
,,,,,,,,,,,,,,,,,,,,,,,
MANNAM MEMORIAL N S S ENGLISH MEDIUM SCHOOL,930452,KERALA,ERNAKULAM,PUTHENVELIKARA ERNAKULAM KERALA,683594,484,"2486666 , 486666",,,maya_divakar@yahoo.co.in,,1993,4/2/2005 0:00,MAYA DIVAKAR,1,,,,Secondary School,Provisional,1/4/2016,31/3/2021,N S S KARAYOGAM PUTHENVELIKARA
,,,,,,,,,,,,,,,,,,,,,,,
Mar Gregorios English Medium School,931073,KERALA,ERNAKULAM,"North Paravoor P.O., Ernakulam",683513,484,"2441444 ,",,,mvmaryjohn@gmail.com,,1999,6/1/1999 0:00,MARY JOHN,2,BA BEd.,7,12,Secondary School,Provisional,1/4/2016,31/3/2021,ST.THOMAS EDUCATIONAL AND CHARITABLE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
MAR IGNATHIOSE NOORONO PUBLIC SCHOOL,930949,KERALA,ERNAKULAM,"MAR IGNATHIOSE NOORONO PUBLIC SCHOOL, MEKKADAMPU P.O,MUVATTUPUZHA,ERNAKULAM,KERALA.",682316,485,"2207199 ,",,,beena.john63@gmail.com,,2002,6/3/2002 0:00,Beena John,0,"B.Sc., B.Ed",5,8,Secondary School,Provisional,1/4/2015,31/3/2020,Mar Ignathiose Noorono Syrian Simhasana Educational Trust
,,,,,,,,,,,,,,,,,,,,,,,
MAR THOMA PUBLIC SCHOOL,930073,KERALA,ERNAKULAM,"THENGODE P.O COCHIN, DISTT ERNAKULAM, KERALA",682021,484,"2422851 , 421603",422129,2428841,willy_asha@yahoo.com,,1991,6/2/1997 0:00,Asha Mathews,2,M A B.ED,5,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MAR THOMA CHURCH EDUCATIONAL SOC
,,,,,,,,,,,,,,,,,,,,,,,
MARELLO PUBLIC SCHOOL,931237,KERALA,ERNAKULAM,PERUMPILLY NARAKAL P.O ERNAKULAM DT,682505,484,"2494178 ,",,,josemon3@gmail.com,http://www.marellopublicschool.co.in,2008,6/2/2008 0:00,FR JOSEMON THELAPARAMBIL,0,M A B Ed,5,5,Secondary School,Provisional,1/4/2018,31/3/2023,VINAYALAYA EDUCATIONAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
"MARIA TERESA SCRILLI PUBLIC SCHOOL,",931100,KERALA,ERNAKULAM,"T.B. ROAD NORTH PARAVUR, ERNAKULAM NORTH PARAVUR ERNAKULAM DIST KERALA PIN 683513",683513,484,"2440420 ,",,,sijithottiparambil@gmail.com,,1990,6/1/1990 0:00,Siji,2,M.A. B Ed,6,10,Secondary School,Provisional,1/4/2016,31/3/2021,SCRILLI CHARITABLE EDUCATIONAL AND CULTURAL SOCIETY ER / 60/97
,,,,,,,,,,,,,,,,,,,,,,,
Martha Mariyam Public School,930932,KERALA,ERNAKULAM,"kozhippilly P.O., Kothamangalam-686691",686691,485,"8589052303 ,",,,joyachayan@gmail.com,,2005,6/1/2005 0:00,Joykutti Philip,1,MA. B Ed,1,7,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,"MARTHA MARIYAM EDUCATIONAL & CHARITABLE TRUST, KOTHAMANGALAM"
,,,,,,,,,,,,,,,,,,,,,,,
MARY MATHA PUBLIC SCHOOL,930731,KERALA,ERNAKULAM,THRIKKAKARA PO ERNAKULAM DISTT KERALA,682021,484,"2425694 ,",,03661 - 291541,sojamuttathara@gmail.com,,2000,4/1/2005 0:00,SOJA JOSEPH,2,m.a b. ed,10,18,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MARY MATHA SCHOOL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
MARYGIRI PUBLIC SCHOOL,930194,KERALA,ERNAKULAM,"KOOTHATTUKULAM P.O., DISTT ERNAKULAM, KERALA",686662,485,"2252079 ,",2252395,,figicmi@gmail.com,http://www.marygiri.org,1994,6/13/2011 0:00,FIGI P GEORGE,1,"M.Sc., B.Ed.,B.Sc.Hons",7,9,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MARYGIRI EDNL.& CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
MES CENTRAL SCHOOL,930934,KERALA,ERNAKULAM,Kunnukara P.O.,683524,484,"2479947 ,",,,cnelson91@yahoo.com,,2004,6/1/2004 0:00,CHRISTOPHER NELSON,0,BSc BEd.,2,10,Secondary School,Provisional,1/4/2015,31/3/2020,Muslim Education Society
,,,,,,,,,,,,,,,,,,,,,,,
MODERN PUBLIC SCHOOL,930620,KERALA,ERNAKULAM,"CHITTETHUKARA KAKKANAD KOCHI, DISTT ERNAKULAM KERALA",682037,484,"2425552 , 5575554",2805871,,seemasanjay0502@gmail.com,,1996,6/2/1997 0:00,SEEMA SANJAY,2,M.A. M.Ed,5,31,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,AL-ASIT EDUCATIONAL & CHARI TRUST
,,,,,,,,,,,,,,,,,,,,,,,
Mount Thabore Central School,931112,KERALA,ERNAKULAM,"Peechanikkad, Puliyanam P.O. Angamaly,Aluva, Ernakulam",683572,484,"2275295 ,",,,principalmts@yahoo.com,,2003,6/2/2003 0:00,Tom Mathew,2,"M.A, B.Ed.",,7,Secondary School,Provisional,1/4/2017,31/3/2022,St. George Thabor Jacobite Syrian Christian Charitable Society
,,,,,,,,,,,,,,,,,,,,,,,
N S S HR SEC SCHOOL,930005,KERALA,ERNAKULAM,TRIPUNITHURA ERNAKULAM DIST. KERALA,682301,484,"2777905 , 777603",,,umathalapilly@gmail.com,,1975,4/1/2005 0:00,UMADEVI B,1,M.sc PHYSICS,4,30,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,NAIR SERVICE SOCIETY CHANGAN ACHERR
,,,,,,,,,,,,,,,,,,,,,,,
NAIPUNNYA PUBLIC SCHOOL,930610,KERALA,ERNAKULAM,PODUVA PURAM PO EDAKUNNU ERNAKULAM DISTT KERALA,683582,484,"2450850 ,",2730340,,rajalakshmy@naipunnya.edu.in,http://www.saraswatimoder,2003,4/1/2005 0:00,RAJALAKSHMY M P,2,MA MBA B.Ed,4,8,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,MAIPUNIYA EDU & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
NAIPUNYA PUBLIC SCHOOL KOCHI,931218,KERALA,ERNAKULAM,"SEA PORT- AIR PORT ROAD, THRIKKAKARA, KOCHI-21",682021,484,"2985320 ,",9895965124,,franciskumpuckal@gmail.com,http://www.naipunnyakochi.in,2011,6/6/2011 0:00,FRANCIS K A,0,M.A. M.Phil. B. Ed.,8,11,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Bharata Mata College Educational Trust
,,,,,,,,,,,,,,,,,,,,,,,
NAJATH PUBLIC SCHOOL,930542,KERALA,ERNAKULAM,CHANGAMPUZHA NAGAR PO S KALAMASSERY KOCHI ERNAKULAM DISTT KERALA,682033,484,"2550912 , 2556888",2304492,,najath.pub.school@gmail.com,,1997,6/25/2007 0:00,ANNAMMA K C,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,NAJALAKOM JAMAATH EDU & CHARI TRUST
,,,,,,,,,,,,,,,,,,,,,,,
NALANDA PUBLIC SCHOOL,930245,KERALA,ERNAKULAM,"THAMMANAM P.O. ERNAKULAM DISTT., KERALA",682032,484,"2336518 ,",347144,,r.jaishri2015@gmail.com,,1992,3/16/1987 0:00,Smt.Kavita N P,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,GURUDEV EDN. TRUST
,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL PUBLIC SCHOOL (NPS),931245,KERALA,ERNAKULAM,"DESHABHIMANI ROAD, KALOOR, KOCHI",682017,484,"2539088 ,",,,dhanyanps123@gmail.com,,2007,1/6/2007 0:00,DHANYA P B,2,"MSC, MPHIL, BEd",13,13,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,KALOOR MUSLIM JAMA-ATH EDUCATIONAL AND CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
NAVA NIRMAN PUBLIC SCHOOL,930101,KERALA,ERNAKULAM,VAZHAKKALA B.M.C. P.O. KOCHI KERALA,682021,484,"2424119 , 422177",4782813999,2422177,principal@navanirman.edu.in,,1986,6/5/2000 0:00,JANITHA CHERIAN,2,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,N N EDUCATION AND WELFARE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
NAVY CHILDREN SCHOOL,980004,KERALA,ERNAKULAM,"NAVAL BASE COCHIN, DISTT ERNAKULAM, KERALA",682004,484,"2874793 , 662835",4842312084,4842666533,ncsk@asianetindia.com,,1986,6/25/2007 0:00,Dr. Nellie Paul Verghese,1,"MSc., MMS",30,25,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2021,NAVAL EDUCATION SOCEITY
,,,,,,,,,,,,,,,,,,,,,,,
NETAJI PUBLIC SCHOOL,930800,KERALA,ERNAKULAM,"Anthial, Perumpadavom P.O.",686665,4862,"0485 2259322 ,",,,netajipublicschool@gmail.com,,1997,6/2/1997 0:00,Leelamma Thomas,2,BSc BEd,5,16,Secondary School,Provisional,1/4/2017,31/3/2020,Netaji Education Society
,,,,,,,,,,,,,,,,,,,,,,,
Newman Academy Vimalagiri,931153,KERALA,ERNAKULAM,Malayattoor P. O Ernakulam Dist. Kerala - 683 587,683587,484,"2468284 ,",,,anieannavarghese@gmail.com,,2006,6/1/2006 0:00,ANIE VARGHESE,0,"B Sc., M A, B Ed.",3,30,Secondary School,Provisional,1/4/2017,31/3/2022,Newman Educational & Charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
NIRMALA PUBLIC SCHOOL,930332,KERALA,ERNAKULAM,MUVATTUPUZHA ERNAKULAM DISTT KERALA,686661,485,"2836489 ,",9314513298,07822-251540,shajimathewmundackal@gmail.com,,1998,7/17/1989 0:00,Fr Shaji Mathew,1,M.Sc. B.Ed,8,12,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,KOTHAMANGALAM DIOCESE EUC & CHA TRU
,,,,,,,,,,,,,,,,,,,,,,,
PARAMA BHATTARA KENDRIYA VIDYALAYAM,930359,KERALA,ERNAKULAM,"VADAYAMPADY PO DISTT ERNAKULAM, KERALA",682308,484,"2763748 ,",316287,2559464,principalpbkv@gmail.com,,1992,6/6/2001 0:00,SATHI N,2,"m.a,m.a,m.ed,ph.d",26,28,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,PARAMA BHATTARA GURUKULA
,,,,,,,,,,,,,,,,,,,,,,,
PRABHAT PUBLIC SCHOOL,930692,KERALA,ERNAKULAM,MULAMTHURUTHY ERNAKULAM DISTT KANAYANNUR KERALA,682307,484,"2791933 ,",9812512124,,rrema@yahoo.com,,1992,2/1/1968 0:00,REMA RAJAN,2,"M.A., B.ED.",3,9,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,NATIONAL EDU SOCIAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
PRABHAT RESIDENTIAL PUBLIC SCHOOL,930414,KERALA,ERNAKULAM,KARIMUKAL BRAHMAPURAM PO ERNAKULAM KERALA,682303,484,"2682880 ,",0484 6520135,,venugi699626@gmail.com,www.wccprabhath.net,1992,6/1/2007 0:00,REETHU MOL T E,2,M.A BEd,,,Secondary School,Provisional,1/4/2016,31/3/2021,WORKERS EDUCATION AND SOCIAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
Pragati Academy,930149,KERALA,ERNAKULAM,PERUMBAVOOR ERNAKULAM DIST. KERALA-683 542,683542,484,"2523898 , 523898",9745517455,6645244402,suchishyj@gmail.com,,1992,3/9/1998 0:00,SUCHITRA SHYJINTH,2,"M.A, B.Ed",18,20,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,mning star charitable and edu tr.
,,,,,,,,,,,,,,,,,,,,,,,
