Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
GOVT MODEL SR SEC SCHOOL,2620069,CHANDIGARH,CHANDIGARH(UT),MANIMAJRA CHANDIGARH,160101,0172,"2738424 ,",,,mhcmanimajra@yahoo.co.in,,1990,,RAJESH KUMAR,,,,,Senior Secondary,Provisional,1/4/2020,31/ 3/ 2025,NAVODAYA VIDYALAYA SAMITI
GOVT MODEL SR SEC SCHOOL,2620060,CHANDIGARH,CHANDIGARH(UT),SECTOR 33D CHANDIGARH,160047,0172,"2676022 ,",,,indrabeniwwal@gmail.com,,1987,4/1/1991 12:00:00 AM,Indra Beniwal,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,D P I
govt model sr sec school,2620015,CHANDIGARH,CHANDIGARH(UT),sect-22a chandigarh,160022,0172,"2700082 ,",,,,,1977,4/1/1991 12:00:00 AM,PROMILA KUMARI SHARMA,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,chandigarh administration
GOVT MODEL SR SEC SCHOOL,2620013,CHANDIGARH,CHANDIGARH(UT),SECTOR-21 A CHANDIGARH,160022,0172,"2700101 ,",545209,09679584608,gmsss21-chd@nic.in,,1977,4/1/1991 12:00:00 AM,Mrs. Sukhpal,0,b.a. b.ed,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,D P I
GOVT MODEL SR SEC SCHOOL,2620017,CHANDIGARH,CHANDIGARH(UT),SECTOR-23 A CHANDIGARH,160023,0172,"2700009 ,",,,gmsss23chd@gmail.com,,1995,4/1/1991 12:00:00 AM,SANJAY KUMAR WALIA,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,chandigarh administration
govt model sr sec school,2620019,CHANDIGARH,CHANDIGARH(UT),sect 27c chandigarh,160019,0172,"2679014 ,",,,sunitasingh27c@gmail.com,,0000,4/1/1991 12:00:00 AM,SUNITA SINGH,2,b.sc,1,25,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,chandigarh administration
GOVT MODEL SR SEC SCHOOL,2620003,CHANDIGARH,CHANDIGARH(UT),SECTOR 10 A CHANDIGARH,160010,0172,"2740146 ,",21825,,harbir13@gmail.com,,1961,4/1/1991 12:00:00 AM,HARBIR SINGH ANAND,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,U T ADMINISTRATION
govt model sr sec school,2620010,CHANDIGARH,CHANDIGARH(UT),sect-19c chandigarh,160019,0172,"2700259 ,",,,ravinderkaur1622@gmail.com,,1974,4/1/1991 12:00:00 AM,RAVINDER KAUR,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,govt of chandigarh
GOVT MODEL SR SEC SCHOOL,2620023,CHANDIGARH,CHANDIGARH(UT),SECTOR-35 D CHANDIGARH,160035,0172,"2676006 ,",26506,,,,1971,,RAVINDER KAUR,,,,,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,CHANDIGARH ADMINISTRATION U T GOVT
GOVT MODEL SR SEC SCHOOL,2620024,CHANDIGARH,CHANDIGARH(UT),SECTOR-37B CHANDIGARH,160010,0172,"2677005 , 692365",33220,,gmsss37b@rediffmail.com,,1977,4/1/1991 12:00:00 AM,HARMEET KAUR,1,M.SC.B.Ed,10,23,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,dpi
govt model sr. sec. school,2620014,CHANDIGARH,CHANDIGARH(UT),sect-20 d chandigarh,160020,0172,"2700108 ,",,,meenakapoor4151@gmail.com,,1974,4/1/1991 12:00:00 AM,MEENA,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2022,chandigarh administration
govt model sr. sec. school,2620081,CHANDIGARH,CHANDIGARH(UT),sarangpur ut chandigarh,160014,0172,"6505057 ,",,,gmsss.sarangpur@gmail.com,,1938,4/1/1991 12:00:00 AM,INDERMOHAN KAUR,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2021,navodaya vidyalaya samiti
GOVT SECONDARY HIGH SCHOOL,2620028,CHANDIGARH,CHANDIGARH(UT),MALAYA CHANDIGARH,160101,0172,"2617002 ,",,,gsssmaloya@gmail.com,,1979,4/1/1991 12:00:00 AM,KAMLESH,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2020,D.P.I
GOVT SR SEC SCHOOL,2620025,CHANDIGARH,CHANDIGARH(UT),DADU MAJRA COLONY SECTOR 38 W CHANDIGARH,160023,0172,"2617001 ,",,,gsss38west@yahoo.in,,1979,,CHITRANJAN SINGH,,,,,Senior Secondary,Provisional,1/4/2007,31/ 3/ 2008,EDUCATION DEPT. U T CHANDIGARH
GOVT SR SEC SCHOOL,2620026,CHANDIGARH,CHANDIGARH(UT),SECTOR 45-A CHANDIGARH,160019,0172,"2676028 ,",25522768,,rajeevpatiala@gmail.com,,1986,4/30/2014 12:00:00 AM,RAJEEV KUMAR,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,D.P.I CHANDIGARH
GOVT SR SEC SCHOOL,2620027,CHANDIGARH,CHANDIGARH(UT),MANIMAJRA TOWN CHANDIGARH,160101,0172,"2751002 ,",33220,,ramnik536@yahoo.co.in,,1986,4/1/1991 12:00:00 AM,RAMNIK KAUR,1,M.SC.B.Ed,10,23,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2015,GOVT.
GOVT SR SEC SCHOOL,2620034,CHANDIGARH,CHANDIGARH(UT),SECTOR-26 T M CHANDIGARH,160026,172,"2790210 ,",XXXXXXX,,gmsss26tm@gmail.com,,1972,4/1/1991 12:00:00 AM,Veena Kapur,0,,,,Senior Secondary,Provisional,1/4/2020,31/ 3/ 2025,N V S
govt sr sec school,2620035,CHANDIGARH,CHANDIGARH(UT),karsan ramdarbar colony phase ii chandigarh,160031,0172,"2679008 ,",xxxxxxx,,gmsss.karsan.chd@gmail.com,,1956,4/1/1991 12:00:00 AM,NEENA SHARMA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2021,govt.
GOVT SR SEC SCHOOL,2620036,CHANDIGARH,CHANDIGARH(UT),DHANAS CHANDIGARH,160,0172,"2677009 ,",,,ns_1958@yahoo.in,,1983,4/1/1991 12:00:00 AM,NIRMAL SINGH,2,B.Sc,1,25,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,U T ADMINISTRATION
GOVT SR SEC SCHOOL,2620011,CHANDIGARH,CHANDIGARH(UT),SECTOR-20 D CHANDIGARH,160020,0172,"2700086 ,",,,gmhs20-chd@nic.in,,1977,,USHA KIRAN,,,,,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2013,CHANDIGARH EDUCATION DEPTT.
GOVT SR SEC SCHOOL,2620006,CHANDIGARH,CHANDIGARH(UT),SECTOR-15C CHANDIGARH,160016,0172,"2700164 ,",,,gsss15c@yahoo.in,,1977,,NEENA KALIA,,,,,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2020,CHANDIGARH ADMN
GOVT SR SEC SCHOOL,2620076,CHANDIGARH,CHANDIGARH(UT),RAIPUR KHURD CHANDIGARH,160003,0172,"2679024 ,",,,edu.gsssrk@gmail.com,edu.gsssrk.com.in,1988,4/1/1979 12:00:00 AM,manjit kaur,2,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,EDUCATION DEPARTMENT CHANDIGARH
govt sr sec school,2620055,CHANDIGARH,CHANDIGARH(UT),mauli p.o. raipur kalan chandigarh,160,0172,"2751000 ,",9888054751,,ghsmauli@gmail.com,,1954,4/1/1991 12:00:00 AM,SUNITA RANI,0,m.a. b.ed.,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,chandigarh administration
govt sr sec school,2620038,CHANDIGARH,CHANDIGARH(UT),new building sect 37 c chandigarh,160031,0172,"2677004 ,",xxxxxxx,,principalgmsss37d@gmail.com,,1978,4/1/1991 12:00:00 AM,INDERBIR KAUR,0,,,,Senior Secondary,Provisional,1/4/2009,31/ 3/ 2018,govt of india
GOVT. HIGH SCHOOL,2620087,CHANDIGARH,CHANDIGARH(UT),"SECTOR-53, CHANDIGARH",143109,0172,"2637613 ,",9417142550,,kuldeepmohali53@gmail.com,,2009,4/1/1991 12:00:00 AM,KULDEEP KAUR,0,,,,Secondary School,Provisional,1/4/2015,31/3/2020,VIDYALAYA MANAGEMENT COMMITTEE
govt. model high school,2620099,CHANDIGARH,CHANDIGARH(UT),"sect-49,d, chandigarh-160047",,,",",,,,,,11/14/2017 12:00:00 AM,.,0,,,,Secondary School,,Secondary School,,Secondary School
govt. model high school,2620100,CHANDIGARH,CHANDIGARH(UT),"pocket no. 8, manimajra, chandigarh,",,,",",,,,,1994,10/26/2018 12:00:00 AM,.,0,,,,Secondary School,Provisional,1/4/2018,31/3/2020,kendriya vidyalaya sangathan
"govt. model high school,",2620101,CHANDIGARH,CHANDIGARH(UT),"pocket no. 1, mani majra, chandigarh-160 101",,,",",,,,,1994,10/26/2018 12:00:00 AM,.,0,,,,Secondary School,Provisional,1/4/2018,31/3/2020,kendriya vidyalaya sangathan
govt. model high school-ii,2620098,CHANDIGARH,CHANDIGARH(UT),"dhanas,u.t. chandigarh",,0172,"2680808 ,",,,ravinderkaur31338@gmail.com,,,,RAVINDER KAUR,0,,,,Secondary School,,Secondary School,,Secondary School
govt. model sr. sec. school,2620082,CHANDIGARH,CHANDIGARH(UT),"sect-56, chandigarh",160014,0172,"2636875 ,",,,,,1938,4/1/1991 12:00:00 AM,SHASHI BALA,0,,,,Senior Secondary,Provisional,1/4/2008,31/ 3/ 2018,navodaya vidyalaya samiti
GURU NANAK KHALSA SR SEC SCHOOL,2630003,CHANDIGARH,CHANDIGARH(UT),SECTOR-30B CHANDIGARH,160020,0172,"2654693 ,",,,principal.gnkhsss@gmail.com,,1965,7/31/2018 12:00:00 AM,Rajwinder Kaur,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SRI GURU SINGH SABHA GURUDWARA SEC
GURU NANAK PUBLIC SCHOOL,2630007,CHANDIGARH,CHANDIGARH(UT),SECTOR-36 D CHANDIGARH,160036,0172,"2605019 ,",0172-2602975,0172-26675,gurnam_principal@yahoo.com,,1974,3/4/1996 12:00:00 AM,GURNAM KAUR GREWAL,2,"M.A.,B.ed.",11,20,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,GOVERNING COUNCIL
GURU TEG BAHADUR PUBLIC SCHOOL,2630055,CHANDIGARH,CHANDIGARH(UT),SECTOR 15 C CHANDIGARH,160022,0172,"2783013 ,",,,gtbpsschool@gmail.com,,1972,1/30/2004 12:00:00 AM,CHARANPREET KAUR,0,,,,Secondary School,Provisional,1/4/2015,31/3/2019,PRABANDAK COMMITTEE GURUDWARA
GURUKUL GLOBAL SCHOOL,2630061,CHANDIGARH,CHANDIGARH(UT),"Near IT Park, Adjoining Police Station, Manimajra",160101,0172,"2735100 ,",,01722737100,principal@gurukulglobal.com,www.thegurukul.in,2008,4/13/2008 12:00:00 AM,Urvashi Kakkar,0,"M.A, B.Ed",2,13,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Darbari Lal Foundation Educational Society
GYANDEEP MODEL HIGH SCHOOL,2630044,CHANDIGARH,CHANDIGARH(UT),SECTOR 20 C CHANDIGARH,110040,0172,"2771945 ,",,,gyandeepschl@gmail.com,,2005,4/1/2005 12:00:00 AM,SUMAN DESWAL,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,
institute f the blind,2620091,CHANDIGARH,CHANDIGARH(UT),"sect 26, chandigarh",160019,0172,"2793950 ,",01722793958,,jsjayaraprincipal@gmail.com,,1980,4/1/1991 12:00:00 AM,Jagannath Singh Jayara,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,delhi administration
ISHWAR SINGH DEV SAMAJ SR SEC,2630019,CHANDIGARH,CHANDIGARH(UT),SCHOOL SECTOR-21C CHANDIGARH,160022,0172,"2706601 ,",44245,,kanwarsumati21@rediffmail.com,,0000,,SUMATI KANWAR,,,,,Senior Secondary,Provisional,1/4/2003,31/ 3/ 2008,DEV SAMAJ SOCIETY
jawahar navodaya vidyalaya,2640001,CHANDIGARH,CHANDIGARH(UT),sect 25 (w) chandigarh,160047,0172,"2710236 ,",,,sharmasantosh1611@gmail.com,,1987,3/31/2012 12:00:00 AM,Santosh Sharma,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,navodaya vidyalaya samiti
KAILASH BAHL D A V CENTENARY PUBLIC SCHOOL,2630046,CHANDIGARH,CHANDIGARH(UT),SECTOR 7 B CHANDIGARH,160019,0172,"2791496 ,",,,kbdav7@gmail.com,,1994,7/22/1997 12:00:00 AM,POOJA PRAKASH,0,"M.A. , B.Ed.",5,7,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,DAV COLLEGE TRUST MANAGEMANT SOC.
KENDRIYA VIDYALAYA,2600001,CHANDIGARH,CHANDIGARH(UT),SECTOR-47 CHANDIGARH,160031,0172,"2633404 ,",533404,,amitasharma28@ymail.com,,1966,3/31/2011 12:00:00 AM,AMITA SHARMA,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,KENDRIYA VIDYALAYA SANGATHAN
kendriya vidyalaya,2600002,CHANDIGARH,CHANDIGARH(UT),sect-31 chandigarh,160030,0172,"2638953 ,",530953,2580425,sandhyasharma.kvs@gmail.com,,1974,6/24/2006 12:00:00 AM,DR SANDHYA SHARMA,1,m.a. ph.d. m.ed.,09,29,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2019,kendriya vidyalaya sangathan
KENDRIYA VIDYALAYA,2600003,CHANDIGARH,CHANDIGARH(UT),AIR FORCE STATION HIGH GROUND CHANDIGARH,160003,0176,"288044 ,",74448,265433,shamchawla2003@yahoo.co.in,http://kvsecljamuna.com,1981,4/1/1991 12:00:00 AM,SHAM CHAWLA,1,"M.A.Eng, B.Ed., M. Phil",1,11,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2600005,CHANDIGARH,CHANDIGARH(UT),O C F SECTOR 29-B CHANDIGARH,160020,0172,"2658645 ,",45684,,KISHOREJJ67@GMAIL.COM,,1984,2/27/2018 12:00:00 AM,JUGAL KISHORE,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA,2600006,CHANDIGARH,CHANDIGARH(UT),'K' AREA ZIRAKPUR VIA AERODROME CHANDIGARH,160003,01762,"270844 ,",539,2404928,kram_kvs@hotmail.com,http://www.kv1chakeri.org,1984,6/2/1999 12:00:00 AM,SMT S K BHATIA,1,M.A.Eng.M.Ed.PGCTE,07,22,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
KENDRIYA VIDYALAYA NO 2,2600004,CHANDIGARH,CHANDIGARH(UT),3 B R D A F S CHANDIGARH,160003,0172,"2655097 ,",74448,265433,misra.sanjay64@gmail.com,http://kvsecljamuna.com,1984,4/1/1991 12:00:00 AM,SANJAY KUMAR MISRA,1,"M.A.Eng, B.Ed., M. Phil",1,11,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
Kundan International School,2630068,CHANDIGARH,CHANDIGARH(UT),Sector 46 B,160047,0172,"8699059502 ,",,0172-5074952,minijauhar@gmail.com,http://www.kundaninternational.org,2007,4/1/2007 12:00:00 AM,Manjeet Jauhar,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Sh. Kundan Lal Trust
MAHARISHI DAYANAND ADARSH VIDYALAYA,2630039,CHANDIGARH,CHANDIGARH(UT),SECTOR 22A CHANDIGARH,160022,0172,"2701531 ,",9891581307,404052,sharma1969neelam@gmail.com,www.mdav22.com,1972,4/1/2005 12:00:00 AM,NEELAM SHARMA,2,"M.A.,M.Ed.",6,8,Secondary School,Provisional,1/4/2015,31/3/2020,"D B V E SOCIETY, CHANDIGARH"
MANAV MANGAL HIGH SCHOOL,2630022,CHANDIGARH,CHANDIGARH(UT),SECTOR-21C CHANDIGARH,160022,0172,"5039039 ,",33323,,sanjaysardana21@gmail.com,http://www.lotusnationalschool.com,1968,1/1/2004 12:00:00 AM,Sanjay Sardana,1,"BSc,BEd",8,7,Secondary School,Provisional,1/4/2011,31/3/2016,MANAV MANGAL SOCIETY REGD.
MEHR CHAND MAHAJAN D A V COLLEGE FOR,2630033,CHANDIGARH,CHANDIGARH(UT),WOMEN SECTOR-36 A CHANDIGARH,160047,03862,"0172-2633772 ,",,0172-5072463,ashianapublicschool@gmail.com,http://www.ashianapublicschool.net,1989,4/5/1989 12:00:00 AM,MRS SNEH MAHAJAN,0,"BA, B.Ed , MBA",5,8,Senior Secondary,Provisional,1/4/1993,31/ 3/ 1996,
MODERN WAYS MODEL SCHOOL,2630057,CHANDIGARH,CHANDIGARH(UT),SECTOR 29-C CHANDIGARH,181205,172,"2638117 ,",01612819837,0161281634,modernways@rediffmail.com,,1997,3/26/2008 12:00:00 AM,GIRISH SACHDEVA,2,m.sc.p.hd.b.ed.,09,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,MODERN WAY EDUCATIONAL SOCIETY
MOTI RAM ARYA SR SEC MODEL SCHOOL,2630015,CHANDIGARH,CHANDIGARH(UT),SECTOR-27A CHANDIGARH,160019,0172,"2651058 ,",28188,,mraschool@yahoo.com,,1957,3/25/2001 12:00:00 AM,SAROJ SAVANT,2,"B.A.(Eng.Hons), B.Ed., L.L.B.",8,8,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,JB CHARITABLE TRUST
MOUNT CARMEL SCHOOL,2630051,CHANDIGARH,CHANDIGARH(UT),SECTOR 47-B CHANDIGARH,160047,0172,"2630145 ,",,,ionabrendish45@gmail.com,,1985,6/17/2001 12:00:00 AM,IONA VALERIE BRENDISH,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MOUNT CARMEL EDUCATIONAL SOCIETY
PANDIT MOHAN LAL SANATAN DHARAMA PUBLIC SCHOOL,2630037,CHANDIGARH,CHANDIGARH(UT),SECTOR 32 C CHANDIGARH,160031,0172,"2609669 ,",,,MONICASHARMA65@HOTMAIL.COM,,1989,,MONICA SHARMA,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,G.G.D.S.D.COLLEGE MANAGING SOCIETY CHD.
RIMT WORLD SCHOOL,2630072,CHANDIGARH,CHANDIGARH(UT),"OPPOSITE SHIVALIK GARDENS, MANIMAJRA",160101,0172,"2735440 ,",,0172-2735441,principalrimtworld@gmail.com,,2011,4/13/2011 12:00:00 AM,POONAM KATOCH,0,"M.A, B.Ed.",6,14,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,The Gurukul Charitable Educational Society
RYAN INTERNATIONAL SCHOOL,2630060,CHANDIGARH,CHANDIGARH(UT),SECTOR 49 B,110048,0172,"2632410 ,",0565-2430298,2430170,poonamattrey@yahoo.co.in,http://www.dpsfamily.org,1994,6/5/2000 12:00:00 AM,POONAM SHARMA,1,"M.Com,B.ED.,Ph.D",22,22,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BHARATIYA VIDYABHAVAN KENDRA
S D Sr SEC SCHOOL,2620083,CHANDIGARH,CHANDIGARH(UT),SECTOR-24 CHANDIGARH,160023,0172,"2780011 ,",83628,,sdsss763@gmail.com,,1938,3/31/2012 12:00:00 AM,DR NISHA GUPTA,2,,,,Secondary School,Provisional,1/7/2006,31/3/2011,"S D SABHA, CHANDIGARH"
SACRED HEART SR SEC SCHOOL,2630005,CHANDIGARH,CHANDIGARH(UT),SECTOR-26 CHANDIGARH,160026,0172,"2792297 ,",44297,,sacredheart_chd@yahoo.co.in,,1968,7/9/2003 12:00:00 AM,Sr Nisha,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,INSTITUTE OF FRANCISCAN CLARIST SIS
Saint Kabir Public School,2630064,CHANDIGARH,CHANDIGARH(UT),"Sector-26, Chandigarh",160019,0172,"2791459 ,",,"0172-2791459, 0172-2793437",principal@stkabir.co.in,http://www.stkabir.co.in,1974,1/7/1977 12:00:00 AM,LT COL RATTANBIR SINGH,0,"M.A, B.Ed",21,33,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,KABIR EDUCATIONAL SOCIETY
SAINT SOLDIER INTERNATIONAL SCHOOL,2630040,CHANDIGARH,CHANDIGARH(UT),SECTOR 28-B CHANDIGARH,160002,0172,"5024737 , 654248",09815621788,0172-5024739,parmon@rediffmail.com,,2003,5/26/2008 12:00:00 AM,VIJAYA SIDHU,2,M.A.M.ED.,08,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SMT SUDESH KHURANA MEMO EDU SOC
SAUPIN'S SCHOOL,2630053,CHANDIGARH,CHANDIGARH(UT),PLOT NO 14 SECTOR 32 A CHANDIGARH,160047,0172,"2606090 ,",00919446174695,01681-248424,surita04@gmail.com,,1993,7/9/2003 12:00:00 AM,SURITA SHARMA,1,"M.A, B.Ed, M.Ed",02,08,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SAUPINS EDUCATIONAL FOUNDATION
SHARDA SARVHITKARI SR. SEC.SCHOOL,2630002,CHANDIGARH,CHANDIGARH(UT),SECTOR 40 D CHANDIGARH,110018,0172,"2694114 ,",,,sharda_sarvhitkari@yahoo.co.in,,1970,8/15/1977 12:00:00 AM,B S KANWAR,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SARVHITKARI EDUCATION SOCIETY
SHISHU NIKETAN MODEL SR SEC SCHOOL,2630018,CHANDIGARH,CHANDIGARH(UT),SECTOR-22D CHANDIGARH,160022,0172,"2704966 ,",2544580,2710966,principal@shishuniketanschool.com,,0000,9/1/1986 12:00:00 AM,AMITA KHORANA,2,"BA, B.ED",55,40,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SHISHU NIKETAN MODEL SCHOOL SOCIETY
SHISHU NIKETAN PUBLIC SCHOOL,2630058,CHANDIGARH,CHANDIGARH(UT),SEC 43 A CHANDIGARH,160043,0172,"2648966 ,",6637959,0761-2604943,VEENARAVI387@YAHOO.CO.IN,,2003,7/9/2003 12:00:00 AM,VEENA ARORA,0,B A B Ed,5,6,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SHISHU NIKETAN MODEL SCHOOL
SHIVALIK PUBLIC SCHOOL,2630006,CHANDIGARH,CHANDIGARH(UT),SECTOR-41B CHANDIGARH,160036,0172,"2626913 ,",570509,,jeetgurkiran@gmail.com,,1970,4/1/2005 12:00:00 AM,Gurkiran Jeet Nalwa,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SHIVALIK EDUCATINAL SOCIETY REGD
SRI AUROBINDO SCHOOL,2630048,CHANDIGARH,CHANDIGARH(UT),SEC 27-A CHANDIGARH,160047,0172,"2656014 ,",547947,602626,anjali_15sharma@yahoo.com,,1994,4/3/2006 12:00:00 AM,ANJALI SHARMA,2,M. A History B.ed,20,18,Secondary School,Provisional,1/4/2015,31/3/2020,SRI AUROBINDO SOCIETY
SRI GURU GOBIND SINGH COLLEGIATE PUBLIC SCHOOL,2630049,CHANDIGARH,CHANDIGARH(UT),PUBLIC SCHOOL SECTOR 26 CHANDIGARH,110018,0172,"2790071 ,",,011-28032245,principalsggscpschool@gmail.com,http://www.crpfpsdwarka.com,1991,11/27/2006 12:00:00 AM,AMANPREET KAUR,0,"M.Sc. , B.ED",18,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SIKH EDUCATIONAL SOCIETY
Sri Guru Gobind Singh Public School,2630066,CHANDIGARH,CHANDIGARH(UT),Sector-35B Chandigarh-160035,160035,0172,"2647077 ,",,,sggs.pub35@gmail.com,,1986,4/1/1986 12:00:00 AM,Kanwaljit Kaur,0,M.A. (Eng.) B.Ed.,11,18,Secondary School,Provisional,1/4/2014,31/3/2019,CHANDIGARH GURUDWARA ASTHAPAN COMMITTEE-22
SRI GURU GOBIND SINGH SR SEC SCHOOL,2630011,CHANDIGARH,CHANDIGARH(UT),SECTOR-35B CHANDIGARH,160022,0172,"2621555 ,",82305,,sggs_35@yahoo.in,,1958,3/25/2001 12:00:00 AM,HARJEET KAUR,1,"B.A.(Eng.Hons), B.Ed., L.L.B.",8,8,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2015,GURDWARA ASTHAPAN COMMITTEE SEC-22
SRI GURU HARKRISHAN MODEL SCHOOL,2630042,CHANDIGARH,CHANDIGARH(UT),SECTOR-38 D CHANDIGARH,160014,0172,"2691673 , 25672",,,principal@harkrishanschool.com,www.harkrishanschool.com,1974,4/1/2008 12:00:00 AM,HARPREET KAUR,2,"M.Sc., M.A., B.Ed.",15,20,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,SRI GURU HARKRISHAN EDNL. SOCIETY
SRI GURU HARKRISHAN PUBLIC SCHOOL,2630036,CHANDIGARH,CHANDIGARH(UT),SECTOR 40-C CHANDIGARH,160036,0172,"2692838 ,",0172-2648445,0172-26928,accsghssps40@gmail.com,,1987,5/22/2008 12:00:00 AM,PRITINDER KAUR,2,"M.A ,B.ED.",9,16,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MANAGING COMMITTE
ST MARY'S SCHOOL,2630056,CHANDIGARH,CHANDIGARH(UT),SECTOR 46-B CHANDIGARH,160,0172,"2633776 ,",0172-2648445,0172-26928,thomasn441@gmail.com,,1987,,MM Thomas,2,"M.A ,B.ED.",9,16,Secondary School,Provisional,1/4/2015,31/3/2020,ORTHODOX SYRIAN CHURCH SOC
ST. ANNE'S CONVENT SCHOOL,2630021,CHANDIGARH,CHANDIGARH(UT),SECTOR-32 D CHANDIGARH,160031,0172,"2603278 ,",603278,,shaini222@gmail.com,,1977,4/1/2005 12:00:00 AM,Sr Dr Shyni Paul,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SIMLA CHANDIGARH EDUCATIONAL SOCIEY
ST. JOHN'S HIGH SCHOOL,2630038,CHANDIGARH,CHANDIGARH(UT),SECTOR 26 CHANDIGARH,160,0172,"2792573 ,",26573,,kavitacdas@yahoo.com,,1960,4/1/2006 12:00:00 AM,KAVITA C DAS,2,"M.Com, B.Ed.",4,14,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,CHANDIGARH ADMINISTRATION
ST. PETER'S SCHOOL,2630043,CHANDIGARH,CHANDIGARH(UT),"SECTOR 37-B, CHANDIGARH",160036,0172,"2698800 ,",,,principle@stpeterchd.com,,1985,7/9/2003 12:00:00 AM,Geeta Kaushik,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,ST PATERS EDUCATIONAL SOCIETY
ST.JOSEPH HIGH SCHOOL,2630050,CHANDIGARH,CHANDIGARH(UT),SECTOR 44-D CHANDIGARH,160047,0172,"4639566 , 623115",4639566,4639569,stjoseph_sss@yahoo.co.in,,1981,,MONICA CHAWLA,1,M. A. Political Science,26,9,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,ST JOSEPH EDU & CHARI TRUST
