Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee 
"PODAR INTERNATIONAL SCHOOL, CHALISGAON",1130405,MAHARASHTRA,JALGAON,"Survey No307/1,308/1,501/1, 501/2/1, Chhayadigram,Opp. KadiKarkhana, Ring Road, Chalisgaon",424101,2589,"222712 ,",,,principal.chalisgaon@podar.org,http://www.podar.org,2011,6/9/2011 12:00:00 AM,Pandharinath B Cheke,0,"M.Com, M.A(English), B.Ed",1,10,Secondary School,Provisional,1/4/2017,31/3/2022,Podar Education & Sports Trust
RUSTOMJIE INTERNATIONAL SCHOOL,1130163,MAHARASHTRA,JALGAON,"GHAT NO. 99/1, MOHADI SHIVAR, JALGAON, MAHARASHTRA",425002,0257,"2264892 ,",263054,,virafpesuna@gmail.com,,2005,6/1/2001 12:00:00 AM,VIRAF PESUNA,0,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,RUSTOMJI EDUCATION TRUST
Shinde International School,1130734,MAHARASHTRA,JALGAON,Bhadgaon Road,424201,,"02596245535 ,",,,shindeintschool@gmail.com,http://www.shindeschool.org,2015,6/15/2015 12:00:00 AM,Mr.Rajeev Thomas,,"M.Sc., B.Ed.",8,10,Secondary School,Provisional,1/4/2017,31/3/2020,"Girnai Shikshan Sanstha, Pachora"
Shree Eknathrao Khadse Talent School,1130706,MAHARASHTRA,JALGAON,Near Khadse farms,425306,,"02583-235434 ,",,02583-235434,ektschool@gmail.com,,2012,6/1/2016 12:00:00 AM,Mrs.G.V.N. Udayasri,,"B.Sc., M.Ed., PGPD MR.",05,20,Secondary School,Provisional,1/4/2017,31/3/2020,Muktaisikhan Sikhan Prasarak Mandal
Shree Swaminarayan English Medium School,1130492,MAHARASHTRA,JALGAON,At Post Savda Tal Raver Dist Jalgaon,425502,2584,"222371 ,",,02585 248295,sgurukulsavda@gmail.com,http://www.drvijaypatilfoundation.org,2007,6/12/2007 12:00:00 AM,SANJAY BENIRAM WAGHULADE,0,M.Sc.Ph.D.B.Ed.,05,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Shree Swaminarayan Gurukul Sansths Jalgaon
SRI. SURESHCHAND B.SANGHVI INTERNATIONAL SCHOOL,1130834,MAHARASHTRA,JALGAON,UTRAN. GH. TAL. ERANDOL. DIST. JALGAON,425109,,"025882050555 ,",,,devniyat@gmail.com,,2015,1/4/2015 12:00:00 AM,MRS. SHITAL D. MALI.,1,MA. B.Ed. M.Ed.,5,15,Secondary School,Provisional,1/4/2019,31/3/2022,SATYASHODHAK MAHATMA PHULE SHIKSHAN SANSTHA
St. Joseph's Convent School,1130156,MAHARASHTRA,JALGAON,Suog Colony Jalgaon,425002,0257,"2236869 ,",9947856325,,alkadsouza_20@rediffmail.com,,1981,11/19/1981 12:00:00 AM,ALKA D SOUZA,2,MA BED,22,22,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ST. JOSEPH'S SOCIETY
St.Joseph Convent School,1130185,MAHARASHTRA,JALGAON,"Bilakhed,Belganga(via) Jalgaon, Maharashtra",424116,2589,"226548 ,",,,sjsmligy@gmail.com,,2001,6/11/2001 12:00:00 AM,Ligy Plathottathil,2,"MSc,BEd",2,5,Secondary School,Provisional,1/4/2017,31/3/2022,St.Joseph Convent Trust
swami vivekananda international school,1130778,MAHARASHTRA,JALGAON,"pratap mill compound,galvade road, amalner",425401,,"02587-227773 ,",,,svis.query@gmail.com,,2016,6/16/2016 12:00:00 AM,MRS. RIYANKA ARZARE,1,"b.sc., b.ed",10,10,Secondary School,Provisional,1/4/2018,31/3/2021,Shrimant Pratapsheth Charitable Foundation
Tapti Public School,1130283,MAHARASHTRA,JALGAON,"Jamner Road, Bhusawal, jalgaon maharashtra",425201,2582,"243099 ,",,02582240746,neenacutler25@gmail.com,,1958,1/15/1966 12:00:00 AM,NEENA MOSES CUTLER,2,"BA, B.Ed",9,9,Secondary School,Provisional,1/4/2014,31/3/2019,Tapti Education Society
VARDHAMAN UNIVERSE ACADEMY ENGLISH SCHOOL JALGAON,1130799,MAHARASHTRA,JALGAON,150/2 SAVKHEDA SHIVAR GIRNA PUMPING ROAD JALGAON,425001,,"912572240091 ,",,912572240091,ashish.vardhaman@gmail.com,http://www.skooladmission.com/india/vardhaman,2007,6/17/2013 12:00:00 AM,MR. ASHISH CHANDRAKANT AJMERA,1,"B.E., B.Ed.",10,12,Secondary School,Provisional,1/4/2018,31/3/2021,"Pasm Pasm Vandami Padmavati, Mukti Bahu-uddeshiya Foundation"
ANIL JINDAL WORLD SCHOOL,1130526,MAHARASHTRA,JALNA,"Gut no.171, Nidhona Road, Moje : Nagewadi, Tq & Dist. Jalna 431203",431203,2482,"645771 ,",,02482232488,pzzearparveen2@gmail.com,http://www.aniljindalworldschool,2010,6/14/2010 12:00:00 AM,PARVEEN KUMAR ZEAR,1,"M.SC , B.ED",15,25,Secondary School,Provisional,1/4/2017,31/3/2020,ANIL JINDAL MEMORIAL FOUNDATION
GOLDEN JUBILEE SCHOOL,1130061,MAHARASHTRA,JALNA,DEVALGAON RAJA MANTHA ROAD JALNA MAHARASHTRA,431203,2482,"229898 ,",262324,239679,principal.gjsjalna@gmail.com,,1982,7/3/2000 12:00:00 AM,P SURESH,1,M Sc,5,26,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,dav college & manag committee
JAWAHAR NAVODAYA VIDYALAYA,1140013,MAHARASHTRA,JALNA,AMBA - PARTUR JALNA DISTT MAHARASHTRA,431501,0248,"221117 ,",02484221117,221117,jnvjalna@gmail.com,,1987,3/31/2013 12:00:00 AM,MADHUSUDANAN J,1,MA M PHIL B.ED,07,17,Senior Secondary,Provisional,1/4/2020,31/ 3/ 2025,NAVODAYA VIDYALAYA SAMITI
JIJAYU INTERNATIONAL ENGLISH MEDIUM SCHOOL,1130634,MAHARASHTRA,JALNA,JIJAMATA GRAMIN VIKAS VA SHIKSHAN SANSTHA AT JAFRABAD TALUKA JAFRABAD DIST JALNA,431206,,"02485222443 ,",,02485222443,balaji_osmanabad@rediffmail.com,http://www.jija.com,2004,5/20/2004 12:00:00 AM,MissManjusha Shyamrao Patil,,M.A.B.ED.,7,7,Middle Class,Provisional,1/4/2017,31/3/2020,Jijamata Gramin Vikas Va Shikshan Sanstha at Jafrabad
Pioneer International CBSE School,1130612,MAHARASHTRA,JALNA,At.jomala,431114,,"02485-244225 ,",,,pioneerprincipal@gmail.com,http://www.ganpatischool.com,1991,6/16/2001 12:00:00 AM,Mr.Bhairavnath Manikrao Tambare,,Msc.Bed,5,6,Secondary School,Provisional,1/4/2016,31/3/2019,"Janvikas Shikshan Sanshta, Bhokardan"
Rajmata Jijau English School,1130540,MAHARASHTRA,JALNA,Tembhurni Tal.Jafrabad Dist.Jalna 431 206,431206,,"0248522243 ,",,0248522243,balji_osmanabad@rediffmail.com,http://www.rajmata.com,2013,6/16/2013 12:00:00 AM,Mr.Rameshwar Sudhakar Singade,0,B.Sc.B.ED.,10,5,Middle Class,Provisional,1/4/2015,31/3/2018,JIJAMATA MAHILAVIKAS VA SHIKSHAN SANSTHA JAFRABAD DIST JALNA
RAYAN INTERNATIONAL SCHOOL,1130145,MAHARASHTRA,JALNA,"BEHIND S.R.P.F. MANTHA RING ROAD, SAI NAGAR JALNA",431203,2482,"231728 ,",242246,02482-242296,ryanjalna@gmail.com,,2006,6/12/2006 12:00:00 AM,RUBAN FRANK,0,"ba, b.ed",3,14,Secondary School,Provisional,1/4/2008,31/3/2011,liberty education society
Rishi Vidya Educational School,1130768,MAHARASHTRA,JALNA,"Rajgadh, Mantha Road, At.Post. Kharpudi, Tq. Dist. Jalna",431203,,"02482203515 ,",,-,rveschool@gmail.com,http://rveschooljalna.com,2010,6/15/2011 12:00:00 AM,MRS. MRS. HEMA SONTAKKE,1,"M.A. (Eng), M.A. (Edu),B.Ed.,M.Phil (Eng) DSM",10,17,Secondary School,Provisional,1/4/2018,31/3/2021,Rishi Vidya Educational Foundation
RYAN INTERNATIONAL SCHOOL,1130143,MAHARASHTRA,JALNA,"BEHIND S.R.P.F. MANTHA RING ROAD, SAI NAGAR",431203,0724,"02482-231728 ,",,02482-242296,ryanites@vsnl.net,,2006,6/12/2006 12:00:00 AM,RUBAN FRANK,0,"BA, B.ED",3,14,Secondary School,Provisional,1/4/2008,31/3/2011,LIBERTY EDUCATION SOCIETY
vivekananda english school,1130736,MAHARASHTRA,JALNA,"shelu road, partur",431501,,"02484221511 ,",,,skumar.hurpade@gmail.com,,2009,6/15/2009 12:00:00 AM,Mr.bhalchandra subhashrao mahajan,,"ma, b.ed.",5,3,Secondary School,Provisional,4/1/2017,31/3/2020,Vivekananda seva kendra partur
ANNASAHEB BALASAHEB CHAKOTE ENGLISH SCHOOL,1130746,MAHARASHTRA,KOLHAPUR,"A/P. Nandani-Jaysingpur Road, Dharangutti, Tal.Shirol, Dist.Kolhapur.",416102,,"02322235552 ,",,02322235852,rrp2161@gmail.com,http://www.abcenglishschool.com,2012,6/12/2012 12:00:00 AM,Dr. Rajesh Rajanikant Ohol,,M.Sc B.Ed P.hd,4,10,Secondary School,Provisional,1/4/2018,31/3/2021,"KAI. GANPATI ANNA CHAKOTE CHARITABLE TRUST, NANDANI, TAL. SHIROL, DIST. KOLHAPUR"
chate school and jr college of science,1130832,MAHARASHTRA,KOLHAPUR,survey no.382,416014,,"02312522094 ,",,,bsvadagave_2010@yahoo.com,,2016,4/5/2017 12:00:00 AM,MR. BALASO SADASHIV VADAGAVE,1,B.Sc.B.Ed.,18,12,Secondary School,Provisional,1/4/2019,31/3/2022,shi bhaskaracharya pratisthans aurangabad
CHHATRAPATI SHAHU VIDYALAYA,1130396,MAHARASHTRA,KOLHAPUR,NEW PALACE AREA,416003,0231,"6520340 ,",04832858850,0231-2666390,newpalaceho@gmail.com,http://www.csvcbse.net,2011,6/1/2011 12:00:00 AM,SHITAL ANIL PAWAR,1,"M.A.,B.ED.",21,24,Secondary School,Provisional,1/4/2015,31/3/2020,SHAHAJI CHHATRAPATI MUSEUM TRUST
"D.K.T.E. Society's International School,",1130443,MAHARASHTRA,KOLHAPUR,"A/P :- Tardal,ICHALKARANJI, KOLHAPUR",416121,0230,"2490550 ,",09422044207,02302490550,sndream24@gmail.com,,2010,7/1/2010 12:00:00 AM,SANDEEP BALASAHEB NEJKAR,0,,,,Secondary School,Provisional,1/4/2016,31/3/2019,"Dattajirao Kadam Technical Education Society,Ichalkaranji"
Deep Public School,1130220,MAHARASHTRA,KOLHAPUR,Gat No. 118 Shirol - Kolhapur Bye Pass Road,416101,2322,"227791 ,",26851517,02322-221831,sachinkamble2525@gmail.com,,2006,6/16/2008 12:00:00 AM,SACHIN GANPATI KAMBLE,1,"M.Com., DCA",3,12,Secondary School,Provisional,1/4/2018,31/3/2023,Rajashree Foundation
EKLAVYA PUBLIC SCHOOL,1130275,MAHARASHTRA,KOLHAPUR,"WAGHABILL -DANEWADI, PANHALA, KOHAPUR",416201,0231,"2324071 ,",,0000000000000,shailapkarnekar@gmail.com,,2007,6/18/2007 12:00:00 AM,Shaila Paresh Karnekar,0,B.Sc.D.Ed.M.A(APPEARED).B.Ed.,18,18,Secondary School,Provisional,1/4/2014,31/3/2019,ARYA CHANKYA SHIKKSHAN SANSTHA''''S
FORT INTERNATIONAL ACADEMY,1130098,MAHARASHTRA,KOLHAPUR,PANHALA VIDYANAGRI VAGHABIL TAL PANHALA DISTT KOLHAPUR MAHARASHTRA,442401,0231,"2980066 , 263221",,2293694,ksjohn1112@gmail.com,,2006,5/5/2003 12:00:00 AM,K S John,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,KILLE PANHALGAD SHIKSHAN SANSTHA
Fr. Agnel School,1130559,MAHARASHTRA,KOLHAPUR,"Tal. Chandgad, Dist. Kolhapur Maharashtra-416509",416509,0232,"224013 ,",,-,fragnelchandgad@rediffmail.com,http://www.fragnelschoolchandgad.co.in,2006,7/10/2006 12:00:00 AM,CARLOS FERNANDES,0,M.A-entire English/B.ed,30,30,Secondary School,Provisional,1/4/2015,31/3/2018,"Pilar Educational Society, Chandgad"
JAWAHAR NAVODAYA VIDYALAYA,1140023,MAHARASHTRA,KOLHAPUR,C/0 ALKA SHETI FARM KAGAL DISTT KOLHAPUR MAHARASHTRA,416216,2325,"244197 ,",44197,,jnvkolhapur@rediffmail.com,,1993,3/31/2012 12:00:00 AM,K SRINIVASA RAO,1,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,N.V.S
KOLHAPUR PUBLIC SCHOOL,1130076,MAHARASHTRA,KOLHAPUR,"576 E RAJENDRA NAGAR WATAR TANK KOLHAPUR, MAHARASHTRA",416005,0231,"2520229 , 2520229",,,kpskop@yahoo.com,,1972,8/11/1972 12:00:00 AM,ANJALI SUNIL MELWANKI,2,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,R L TAWDE FOUNDATION
"Late Mrs Housabai Jayapal Magdum Public School, Nimshirgaon",1130152,MAHARASHTRA,KOLHAPUR,"At/post.: Nimshirgaon, Tal.; Shirol,Dist.: Kolhapur [M.S.]",416101,2322,"225186 ,",23805387,227083,vbsasmile@gmail.com,,2006,6/13/2006 12:00:00 AM,VILAS BHANUDAS SASMILE,0,M.A. BEd,03,06,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"Dr.Sukumar Jayapal Magdum Foundation, Jaysingpur"
Litera Valley Zee school,1130328,MAHARASHTRA,KOLHAPUR,"Survey no 1133, Ramling road At post Alate",416109,0230,"2487268 ,",,02302426727,principal@mountliterazeeschool.edu.in,,2009,6/14/2009 12:00:00 AM,Priyadarshini Abhijeet Sardesai,0,M.A B.Ed,10,7,Secondary School,Provisional,1/4/2014,31/3/2019,Vidya Vihar Education Society
MY SCHOOL,1130649,MAHARASHTRA,KOLHAPUR,"Near Choundeshwari Cotton Mill, Sangli-Kolhapur Highway Chipri. Tal Shirol Dist.Kolhapur",416101,2322,"227476 ,",,,meghalimagdum8@gmail.com,,2007,6/11/2007 12:00:00 AM,NARGACCHE MEGHALI DEEPAK,0,M.Sc. B.Ed P.hd,2,8,Secondary School,Provisional,1/4/2017,31/3/2020,My Mothers Education Society
"New Horizon School, Aurnal",1130312,MAHARASHTRA,KOLHAPUR,"Shendri Road. A/P- Aurnal, Tal- GADHINGLAJ",416502,2327,"223220 ,",,02327 224419,sunitadpatil1975@gmail.com,,2008,6/23/2008 12:00:00 AM,Suneeta Dattaram Patil,0,B.Sc. B.Ed.,2,12,Secondary School,Provisional,1/4/2014,31/3/2019,"VIDYA PRASARAK MANDAL, GADHINGLAJ."
panchshil shikshan sanstha,1130787,MAHARASHTRA,KOLHAPUR,holyden english medium school shree gahininath gaibi pir nagar sangoan road At post kagal tal kagal dist kolhapur maharashtra 416216,416216,,"02325243111 ,",,02325216111,up.priyakarini@gmail.com,http://www.hem.com,2003,6/15/2003 12:00:00 AM,MR. P S UPADHYE,1,m a m ed m phil,5,10,Secondary School,Provisional,1/4/2018,31/3/2021,Panchshil shikshan Sanstha Vasagade Kagal
"Podar International School, Kolhapur",1130303,MAHARASHTRA,KOLHAPUR,"Gat No 1032 A Ward, Kasba Karveer Radhanagari Road, Near Mhada colony, Kolhapur, 416012",416012,0231,"02312326011, ,",,02312326012,principal.kolhapur@podar.org,http://www.podareducation.org/school/kolhapur,2010,6/24/2010 12:00:00 AM,MR.LOUIS RODRIGUES,1,M.A.(ENGLISH); M.COM. B.Ed.,7,17,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Podar Education Trust
Sai International School,1130451,MAHARASHTRA,KOLHAPUR,"At Post Shendri, Post Badyachi Wadi, Near Gadhinglaj MIDC, Taluka Gadhinglaj, District Kolhapur",416502,2327,"224343 ,",,02327222888,suhbhagya_11@yahoo.co.in,,2005,6/17/2013 12:00:00 AM,Suhas Namdev Jadhav,2,"M.Sc., M.Ed., [P.hD-Sp. Edu.]",12,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Sai Education Society
sanjay ghodawat international school,1130334,MAHARASHTRA,KOLHAPUR,"gat no. 555, sangli-kolhapur highway",416118,0230,"2463888 ,",9552587017,0230,principal@sgischool.in,http://www.sginstitute.in,2010,6/22/2010 12:00:00 AM,SASMITA BALASAHEB MOHANTY,0,"m.a., m.ed, (education)",12,23,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"sou. sushila danchand ghodawat charitable trust, jaysingpur"
Sanjeevan Public School,1130172,MAHARASHTRA,KOLHAPUR,"A/P. Somwar Peth, Panhala, dist Kolhapur",416201,0231,"2686809 ,",,(02328) 235489,ghosaldk@gmail.com,http://www.sanjeevanschool.co.in,2004,6/14/2004 12:00:00 AM,D K GHOSAL,0,B.Com . M.PEd.,14,18,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Holywood Academy
Sarvodaya Vivek Jeevan Vidya Public School,1130548,MAHARASHTRA,KOLHAPUR,"545/2A, Shendri Road Badyachiwadi Gandhinglaj Kolhapur",416502,2327,"224600 ,",,,anuja.belgudri@gmail.com,,1998,6/1/1998 12:00:00 AM,Anuja Ravindra Belgudri,1,M.A. B.Ed.,5,9,Secondary School,Provisional,1/4/2018,31/3/2019,Futuristic Education Academy
"SHANTI NIKETAN,",1130132,MAHARASHTRA,KOLHAPUR,"R.S. NO. 134, 'E' WARD, NEAR SHIVAJI UNIVERSITY, KOLHAPUR Maharashtra",416004,0231,"6651800 ,",533056,271457,jayshreejadhav.jj77@gmail.com,http://www.cvtarapur.org,2006,6/12/1992 12:00:00 AM,JAYSHREE NITIN JADHAV,2,"MA,BEd",16,24,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,sri sai educational trust
SHRI BALAJI PUBLIC SCHOOL,1130414,MAHARASHTRA,KOLHAPUR,"A/P TAKAWADE, TAL- SHIROL, DIST- KOLHAPUR",416121,2322,"264172 ,",,02322 264172,sunil.40@rediffmail.com,,2009,6/1/2009 12:00:00 AM,SUNIL RAJARAM PATIL,0,M.A.B.Ed,6,16,Secondary School,Provisional,1/4/2018,31/3/2019,SHRI SADGURU PANT MAHARAJ SHIKSHAN PRASARAK MANDAL ICHALKARANJI
"Sou Vijayadevi Yadav English Medium School, Peth Vadgaon",1130439,MAHARASHTRA,KOLHAPUR,"Near Municipal Council, Distt Kolhapur, Maharashtra",416112,0230,"2473399 ,",,02302473399,jadsar1@gmail.com,,2011,6/15/2011 12:00:00 AM,Sardar Babasaheb Jadhav,1,M.A.B.ED.M.PHIL.,6,2,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,"SHRI SHAHU SHIKSHAN PRASAR SEVA MANDAL, PETH VADGAON"
Sri Sais New Generation Innovative School,1130733,MAHARASHTRA,KOLHAPUR,"4269 Shivnagar (Dhangar Mal), Ganganagar Post",416115,,"(0230)2402888 ,",,,ngiskorochi@gmail.com,,2003,6/12/2003 12:00:00 AM,Mrs.Vijaya Mohan,,B.Sc B.Ed,17,16,Secondary School,Provisional,1/4/2017,31/3/2020,Srinivasa Educational Society
Symbolic International School,1130810,MAHARASHTRA,KOLHAPUR,"Shiroli(p), Tal: Hatkanangale, Dist:Kolhapur",416122,,"02302461434 ,",,,symbolicinterschool@gmail.com,http://www.symbolicinternationalschool.com,2007,6/12/2006 12:00:00 AM,MRS. GEETA GANAPATRAO PATIL,1,BA BEd,10,10,Secondary School,Provisional,1/4/2018,31/3/2021,Vigneshwar Education Foundation
VIBGYOR HIGH,1130398,MAHARASHTRA,KOLHAPUR,"RS 301, PO- Uchgaon, Taluka - Karvir, Mudshingi Road, Near Om Sai Petrol Pump, Kolhapur",416203,0231,"3041212 ,",,0231- 2615718,principal.vh10404@vibgyorhigh.com,http://www.vibgyorhigh.com,2010,6/14/2010 12:00:00 AM,T Balan,0,M.A. B.Ed.,07,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Nnoble Foundatio
"Yashwant International English Academy, Kodoli",1130302,MAHARASHTRA,KOLHAPUR,A/P - Kodoli Tal - Panhala Dist - Kolhapur,416114,2328,"222607 ,",,02328-222089,rskhot1@gmail.com,,2009,6/1/2009 12:00:00 AM,Rajan Shankar Khot,0,B.A. B. Ed,5,10,Secondary School,Provisional,1/4/2016,31/3/2021,"SHRI YASHWANT SHIKSHAN PRASARAK MANDAL, KODOLI"
CHRIST INTERNATIONAL SCHOLL,1130499,MAHARASHTRA,LATUR,"Survey No. 41, Talegoan Village, Latur - Nanded High Way, Ahmedpur,",413515,,"02381-202077 ,",,02381202078,jeevan.maddewad@gmail.com,www.christinternationalschool.in,2012,4/2/2012 12:00:00 AM,Mrs. Sayyed Raziya Mahmood,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,The New testament Church of Christ Society
Global Knowledge Public School,1130555,MAHARASHTRA,LATUR,"Opp. Govt. Colony, Barshi Road, Latur",413531,091,"02382246588, ,",,,globalkpschool@yahoo.com,http://www.gkpslatur.com,2011,6/15/2011 12:00:00 AM,MRS.JAIMALA PURI,1,"M.SC., B.ED.",2,6,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,Global Knowledge Education Society
GLOBAL SCHOOL,1130399,MAHARASHTRA,LATUR,AT/P- LODGA,413512,,"02382- 255786 ,",,02382-255786,parvejpatel@gmail.com,http://www.phoenixfoundation.in,2008,7/6/2010 12:00:00 AM,Mr.SAYYED USMAN NAJIR,0,"M.A. M. Phil, B.ed.",01,17,Secondary School,Provisional,1/4/2012,31/3/2015,Phoenix Foundation Sanstha
"JAIHIND SCHOOL, UDGIR",1130411,MAHARASHTRA,LATUR,"SURVEY NO. 184, BODHAN NAGAR, JALKOT ROAD, LATUR, MAHARASHTRA",413517,2385,"253970 ,",,02385253970,sudhir.jagtap7@gmail.com,http://www.svspm.edu.in,2010,6/15/2010 12:00:00 AM,SHASTRI MANORAMA,1,M.A. B.ED.,15,30,Secondary School,Provisional,1/4/2016,31/3/2021,SWAMI VIVEKANAND SHIKSHAN PRASARAK MANDAL
JAWAHAR NAVODAYA VIDYALAYA,1140002,MAHARASHTRA,LATUR,VILASNAGAR PO: MANJARA SUGAR FACTORY (TQ.&DISTT) LATUR MAHARASHTRA,413531,0238,"267612 ,",21133,226651,gudur.rameshrao@gmail.com,,1986,3/31/2011 12:00:00 AM,GUDURU RAMESHRAO,1,"M.A., M.Ed.",07,14,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,NAVODAYA VIDYALAYA SAMITI
kendriya vidyalaya,1100056,MAHARASHTRA,LATUR,"stc, bsf, chakur, distt. latur, maharashtra",413513,2381,"257533 ,",09420345021,,christygpd@gmail.com,,2009,4/1/1991 12:00:00 AM,G PRINCE DENNESS CHRISTY,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2023,Kendriya Vidyalaya Sangathan
Kidees Info Park,1130821,MAHARASHTRA,LATUR,At post Peth Tal Latur Dist Latur,413512,,"02382225236 ,",,,preeti.shah136@gmail.com,,2010,6/14/2010 12:00:00 AM,Mrs.Preeti Shah,,B.A B.Ed,5,8,Secondary School,Provisional,1/4/2018,31/3/2021,Ishika Shikshan Prasark Mandal
MAHATMA GANDHI ENGLISH SCHOOL,1130724,MAHARASHTRA,LATUR,AT POST UJANI,413520,2383,"234601 ,",,,ozaap123@gmail.com,,2009,6/19/2009 12:00:00 AM,Asha Rani Pavan Oza,0,B.A.B.Ed,7,15,Secondary School,Provisional,4/1/2017,31/3/2020,SHRI SWAMI SAMARTH BAHUUDHESHIYA SHIKSHAN PRASARAK MANDALUJANI
MOUNT LITERA ZEE SCHOOL LATUR,1130775,MAHARASHTRA,LATUR,"MOUNT LITERA ZEE SCHOOL, DILIPRAO MANE EDUCATION SOCIETY, 39/2/B KHADGAON RING ROAD, NEAR P.V.R CHOWK",413531,,"02382-242550 ,",,,mlzslatur@gmail.com,http://www.zeeschoollatur.com,2016,6/20/2016 12:00:00 AM,Mr.JAYANTA BASU,,"M.A , B.ED",4,14,Secondary School,Provisional,1/4/2018,31/3/2021,DILIPRAO MANE EDUCATION SOCIETY LATUR
"PODAR INTERNATIONAL SCHOOL,LATUR",1130348,MAHARASHTRA,LATUR,"DILIP MANE NAGAR, KHADGAON RING ROAD, BEHIND GOPAL NAGAR",413512,0238,"2200255 ,",,,arvind_sohani@yahoo.com,http://www.podar.org,2011,6/16/2011 12:00:00 AM,ARVIND kUMAR SINGH,0,"M.Sc., M.Ed.",06,11,Secondary School,Provisional,1/4/2016,31/3/2021,PODAR EDUCATION TRUST
Raja Narayanlal Lahoti English School,1130332,MAHARASHTRA,LATUR,"Signal Camp, Latur",413512,2382,"212030 ,",,02382242176,principal@rnles.edu.in,,1940,1/7/1940 12:00:00 AM,NEELIMA SANTOSH MANGALKAR,1,"M.Com, B Ed.",3,25,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,Shri Marwadi Rajasthan Shikshan Sanstha
SANT TUKARAM NATIONAL MODEL SCHOOL,1130272,MAHARASHTRA,LATUR,"EXTENDED MIDC, BARSHI ROAD, LATUR, MAHARASHTRA-413512",413512,2382,"267579 ,",,02382-253645,stnms.latur@gmail.com,http://www.shahucollegelatur.org.in,1968,6/15/1968 12:00:00 AM,Baburao Amaratrao Maindarge,0,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2017,"Shiv Chhatrapati Shikshan Sanstha, Latur"
Sharada International School,1130594,MAHARASHTRA,LATUR,"COCSIT Campus, Ambajogai road, Latur, Maharashtra",413512,2382,"228222 ,",25655044,02382229191,principalsis365@gmail.com,,2013,6/1/2013 12:00:00 AM,SANJAY KUMAR BHATIA,2,M.A. B.Ed.,10,10,Secondary School,Provisional,1/4/2016,31/3/2019,"Royal Education Society, latur"
SHREE SHANTINIKETAN ENGLISH SCHOOL LATUR,1130814,MAHARASHTRA,LATUR,BHAGYA NAGAR OPP. MIMSR MEDICAL COLLEGE AMBEJOGAI ROAD LATUR MAHARASHTRA,413512,,"02382244110 ,",,,shreeshantiniketan@gmail.com,,2009,6/15/2009 12:00:00 AM,MRS. RENUKA B MOLGI,1,B Sc. M A B Ed.,13,26,Secondary School,Provisional,1/4/2018,31/3/2021,RASHTRA BHARATI SAMAJIK SANSTHA LATUR
Shri Bankatlal Lahoti English School,1130660,MAHARASHTRA,LATUR,"Shri Bankatlal Lahoti English School, Vidya Nagar, Signal Camp",413512,2382,"254453 ,",,02382252453,principalsbles@gmail.com,http://www.bankatlalschool.org,1983,6/16/1983 12:00:00 AM,Nitin Sopanrao Khiste,,M.A B.Ed,13,08,Secondary School,Provisional,1/4/2017,31/3/2020,Shri Marwadi Rajasthan Shikshan Sanstha
Sri Sri Ravishankar English Primary School,1130747,MAHARASHTRA,LATUR,"Gopal Nagar, Ausa-Barshi Road, Latur",413512,,"0238254745 ,",,,ssreps@rediffmail.com,,2006,6/20/2007 12:00:00 AM,Mrs.Rasana kishor Vyas,,M.Sc B.Ed,6,11,Secondary School,Provisional,4/1/2017,31/3/2020,Sri Sri Ravishankar Vidya Mandir Trust
swami vivekanand integration english school,1130231,MAHARASHTRA,LATUR,"p-74,M.I.D.C.,Kalamb Road,Latur",413531,2382,"224380 ,",,02382-220274,principal.svies@gmail.com,http://www.vivekanandschoollatur.com,2001,6/11/2001 12:00:00 AM,KIRAN KUNDU,0,"M.Sc.,B.ed.",06,12,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,"jaikranti shikshan prasarak mandal,kava"
