Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
,,,,,,,,,,,,,,,,,,,,,,,
VIDYAPATI PUBLIC SCHOOL,330348,BIHAR,CHAMPARAN EAST,"VILL. + P.O- PACHPAKARI, P.S- DHAKA",845427,6250,"250034 ,",42113894,,vidyapati1247@yahoo.com,www.vidyapatipublicschool.in,2007,4/1/2008 0:00,BALIRAM MISHRA,1,"B.ED, M.SC (MATH)",10,13,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Vidyapati Educational Trust
,,,,,,,,,,,,,,,,,,,,,,,
Awasiya Delhi Public School,330432,BIHAR,CHAMPARAN WEST,"Khairatiya , Mainatand Road, Bettiah",845438,6254,"231331 ,",9841592849,,dharmeshgadhwal@gmail.com,,2004,4/1/2005 0:00,DHARMESH KUMAR SINGH,0,"B.A.,B.Ed",6,10,Secondary School,Provisional,1/4/2015,31/3/2020,M.K.D.P.E.& W.Society
,,,,,,,,,,,,,,,,,,,,,,,
CITY MONTESSORI PUBLIC SCHOOL,330617,BIHAR,CHAMPARAN WEST,"AT- BARGAON, PO- BARGAON, PS- BAGAHA, DISTT.- WEST CHAMPARAN",845101,6251,"226801 ,",,6251226801,seema.swadha@gmail.com,,2004,1/10/2005 0:00,SEEMA GUPTA,2,"M.A., B.Ed.",5,10,Secondary School,Provisional,1/4/2018,31/3/2023,SWATANTRA EDUCATIONAL AND WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
HYDERABAD SATYAGRAH D.A.V. PUBLIC SCHOOL,330511,BIHAR,CHAMPARAN WEST,"H.S. DA.V PUBLIC SCHOOL , NARKATIAGANJ, WEST -CHAMPARAN.",845455,6252,"244299 ,",,6253244299,hsdavnke@gmail.com,,2009,4/8/2009 0:00,SHASHI SHEKHAR SINGH,0,"M.Sc. (Physics), B.ED",10,8,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,"D.A.V. COLLEGE TRUST AND MANAGEMENT SOCIETY, NEW DELHI-55"
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,340003,BIHAR,CHAMPARAN WEST,VRINDAVAN BETTIAH WEST CHAMPARAN BIHAR,845450,6254,"250036 ,",77744,,cherukupalliharibabu@gmail.com,,1956,3/31/2011 0:00,C HARIBABU,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,NAVODAYA VIDYALAYA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
KATAHARI PUBLIC SCHOOL,330539,BIHAR,CHAMPARAN WEST,"AT- KATAHARI, PO- SATHI, DISTT.- WEST CHAMPARAN",845449,6253,"258421 ,",,6253258421,principalkps@yahoo.com,,1991,1/5/1993 0:00,MANAUAR SULTANA,0,"M.A, B.Ed",3,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,AL-KARIM EDUCATIONAL AND WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,300035,BIHAR,CHAMPARAN WEST,"FINISHED LEATHER UNIT IND AREA MANSA TOLA BETTIAH CHAMPARAN WEST DISTT., BIHAR",845438,6254,"245169 ,",230366,,osingh1259@gmail.com,,1994,1/25/2009 0:00,O P SINGH INCHARGE PRINCIPAL,1,,,,Secondary School,Provisional,1/4/2011,31/3/2012,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KRISHNA INTERNATIONAL PUBLIC SCHOOL,330677,BIHAR,CHAMPARAN WEST,"BARWAT SENA, BETTIAH",845438,91,"9431212548 ,",,,ashokaakash3879@gmail.com,,2008,4/9/2009 0:00,BIPIN BIHARI VERMA,,"M.A.,,B.Ed.",10,10,Secondary School,Provisional,1/4/2016,31/3/2019,GENDA DEVI KESHAN EDUCATIONAL & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
LOTUS PUBLIC SCHOOL,330737,BIHAR,CHAMPARAN WEST,"WARD NO.-7, SHIVGANJ, P.S.- SHIKARPUR, NARKATIAGANJ, WEST CHAMPARAN",845455,,"06253242470 ,",,6253242470,lotuspublicnke1@gmail.com,,2011,4/2/2012 0:00,Mr.DEEPAK KUMAR CHITRAGUPTA,,"M.A., B.Ed., M.Phil.",5,12,Secondary School,Provisional,1/4/2017,31/3/2020,THE LOTUS EDUCATIONAL & WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
Montfort Senior Secondary School,330507,BIHAR,CHAMPARAN WEST,Bankatwa Bagaha West Champaran Bihar - 845 101,845101,6251,"226503 ,",,,principal@montfortbagaha.org,http://www.montfortbagaha.org,2005,3/31/2021 0:00,THOMAS JOHN,0,"M.Sc, B.Ed",8,12,Secondary School,Provisional,1/4/2016,31/3/2021,Brothers of St.Gabriel Education Society
,,,,,,,,,,,,,,,,,,,,,,,
notre dame public school,330519,BIHAR,CHAMPARAN WEST,"belbagh, bettiah, west champaran.",845438,6254,"244053 ,",,,k.m.mishrabth@gmail.com,,1993,1/15/1994 0:00,KRISHNA MOHAN MISHRA,0,"m.a.,bed,llb",18,25,Secondary School,Provisional,1/4/2017,31/3/2019,adarsh jan kalyan parisad
,,,,,,,,,,,,,,,,,,,,,,,
R.L.INTERNATIONAL SCHOOL,330777,BIHAR,CHAMPARAN WEST,"R.L.INTERNATIONAL SCHOOL,NH-28(B),PIPRA,BETTIAH",845438,,"7091094653 ,",,,info@rlinternationalschool.com,http://www.rlinternationalschool.com,2014,4/6/2015 0:00,MR. ISHTEYAQUE AHMAD,1,"MA,B.ED,M.ED",16,16,Secondary School,Provisional,1/4/2018,31/3/2021,LALITA DEVI EDUCATIONAL & WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
Rajhans Public School,330496,BIHAR,CHAMPARAN WEST,"AT+PO-RAMNAGAR,DISTT-WEST CHAMPARAN",845106,6256,"224142 ,",,,pkumar01970@gmail.com,,1997,1/30/1997 0:00,PRADEEP KUMAR,1,"M.Com., B.P.ed",15,12,Secondary School,Provisional,1/4/2016,31/3/2021,Rajhans Educational Trust
,,,,,,,,,,,,,,,,,,,,,,,
RAMKRISHNA VIVEKANAND VIDYA MANDIR,330766,BIHAR,CHAMPARAN WEST,"MANJHARIYA, BAIRIYA, WEST CHAMPARAN, POST OFFICE- OJHOLIYA, BIHAR",845438,,"06254234085 ,",,,rkvvidyamandir@gmail.com,,2015,4/15/2015 0:00,MR. RAJESH KUMAR PANDEY,1,"M.A, B.ED",5,15,Secondary School,Provisional,1/4/2018,31/3/2021,RAMKRISHNA VIVEKANAND EDUCATIONAL SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
SARASWATI VIDYA MANDIR,330057,BIHAR,CHAMPARAN WEST,DR. HEADGAVAR NAGAR BARVAT SENA BETIAH WEST CHAMPARAN BIHAR,845438,0,"9006521328 , 32338",,,ashutoshkumardassvm@gmail.com,,1989,6/15/2010 0:00,ASHUTOSH KUMAR DAS,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SHIKSHA PRABANDHAK SAMITI BIHAR
,,,,,,,,,,,,,,,,,,,,,,,
st. josephs school,330517,BIHAR,CHAMPARAN WEST,"dargha mohalla, bettiah",845438,6254,"242502 ,",,,irenehc@rediffmail.com,,2003,4/2/2003 0:00,Irene Dsouza,0,m.a. b.ed,10,15,Secondary School,Provisional,1/4/2014,31/3/2017,bettiah holy cross sisters society
,,,,,,,,,,,,,,,,,,,,,,,
ST. MICHAL'S ACADEMY ENGLISH MEDIUM,330174,BIHAR,CHAMPARAN WEST,"CHHAWANI, BETTIAH, CHAMPARAN WEST, BIHAR",845438,6254,"242167 ,",440303,,prateek.edwin18@gmail.com,,2005,7/1/2005 0:00,Elizabeth Renu Sharma,1,"M.Sc.,Ph.D.,B.Ed.",7,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Navratan Vidya Mandir Shiksha Samiti
,,,,,,,,,,,,,,,,,,,,,,,
ST. XAVIER'S HR SEC SCHOOL,330077,BIHAR,CHAMPARAN WEST,K R CAMPUS BETTIAH WEST CHAMPARAN BIHAR,845438,6254,"245119 ,",,,geonedu@gmail.com,,1998,6/15/2011 0:00,GEORGE NEDUMATTAM S J,1,,,,Secondary School,Provisional,1/4/2015,31/3/2020,KHRIST RAJA EDN. ASSO. BETTIA
,,,,,,,,,,,,,,,,,,,,,,,
Aman Academy,330647,BIHAR,DARBHANGA,At & PO- LOAM,847115,627,"2267666 ,",,06272-267666,saifullah0761@gmail.com,,2010,4/10/2010 0:00,MD SAIFULLAH,,"M.Sc., B.Ed.",4,15,Secondary School,Provisional,1/4/2016,31/3/2019,"Aman Foundation, New Delhi"
,,,,,,,,,,,,,,,,,,,,,,,
ANGEL HIGH SCHOOL,330474,BIHAR,DARBHANGA,"SHAIR MOHAMMAD,BHIGO, DARBHANGA",846004,6272,"250767 ,",,6272250767,angel.highschool@yahoo.in,,2005,1/2/2005 0:00,Shabiha Khanam,2,"M.A.,B.ed",5,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,"BABER KHAN VOLUNTARY SOCIETY,BHIGO,DARBHANGA"
,,,,,,,,,,,,,,,,,,,,,,,
ASSEMBLY OF GOD CHURCH SCHOOL,330063,BIHAR,DARBHANGA,BETTIAH WEST CHAMPARAN BIHAR,845438,6254,"242268 ,",625424268,,agchurchschool@rediffmail.com,,1980,7/9/2003 0:00,DIL KUMAR SINGH,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,THE NORTH INDIA DISTT. COUNCIL
,,,,,,,,,,,,,,,,,,,,,,,
bahera public school,330523,BIHAR,DARBHANGA,at+po- bahera dist- darbhanga,847201,6242,"290190 ,",,6242222367,r.daman29@yahoo.com,http://www.imameducationalsociety.com,2011,4/2/2011 0:00,Ripu Daman,0,"m.a(geog), b.ed.",7,6,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,imam educational society
,,,,,,,,,,,,,,,,,,,,,,,
BAL KALYAN PUBLIC SCHOOL,330586,BIHAR,DARBHANGA,AT+PO-PALI VIA-GHANSHYAMPUR DISTT-DARBHANGA,847427,6242,"261123 ,",,,principalbkps@gmail.com,,2008,11/1/2008 0:00,SONI KUMAR,0,"M.A,B.ED",0,5,Secondary School,Provisional,1/4/2017,31/3/2022,BAL KALYAN SEVA NYAS
,,,,,,,,,,,,,,,,,,,,,,,
DARBHANGA PUBLIC SCHOOL,330356,BIHAR,DARBHANGA,"RAMBAGH BYE PASS NEAR NH 57, DARBHANGA BIHAR",846005,6272,"247713 ,",245500,,dbgpublicschool@gmail.com,,2000,1/5/2000 0:00,MADAN KUMAR MISHRA,2,"M Sc ,Ph D,B ed.",11,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Abhipray Samajik Vikas Avam Shaikshnik Samiti
,,,,,,,,,,,,,,,,,,,,,,,
DAV Public School,330260,BIHAR,DARBHANGA,"At+Po- Sara Mohanpur, Darbhanga Saramohanpur",846004,6272,"258825 ,",,6272258781,,,2001,4/16/2001 0:00,Sabita,0,M.A. Ph.D.,9,14,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DAV College Trust & Management Society
,,,,,,,,,,,,,,,,,,,,,,,
DELHI PUBLIC SCHOOL KADIRABAD,330508,BIHAR,DARBHANGA,"KADIRABAD, NEAR W.I.T.",846004,6272,"247050 ,",,,PRINCIPAL_DPSDBG@YAHOO.IN,http://www.dpsdarbhanga.org,2008,4/1/2009 0:00,SANJAY KUMAR JHA,0,"M.Sc., B.Ed.",12,15,Secondary School,Provisional,1/4/2017,31/3/2022,Divine Pacific Sacred Educational Society
,,,,,,,,,,,,,,,,,,,,,,,
DON BOSCO SCHOOL,330304,BIHAR,DARBHANGA,"BIBI PAKAR, P.O.-LALBAGH, DARBHANGA",846004,6272,"222877 ,",,,dbs.dbg@gmail.com,,1992,1/26/1992 0:00,S A H ABDI,0,"M.A., B.ED.",16,24,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,M.R.ABDI EDUCATION
,,,,,,,,,,,,,,,,,,,,,,,
Gandhi Shikshan Sansthan,330455,BIHAR,DARBHANGA,"Moh.+p.o.-Shubhankarpur Distt.-Darbhanga,Bihar",846006,6272,"9431857772 ,",,,hareramchoudhary544@gmail.com,,1990,5/17/1990 0:00,HARE RAM CHOUDHARY,0,M.A. B.Ed.,22,28,Secondary School,Provisional,1/4/2018,31/3/2023,Satya Narayan Social welfare & Edu. Society
,,,,,,,,,,,,,,,,,,,,,,,
GYAN BHARTI PUBLIC SCHOOL,330069,BIHAR,DARBHANGA,LAXMI SAGAR PO LAXMI SAGAR DISTT DARBHANGA BIHAR,846009,6272,"259039 ,",262532,,ganeshpdsingh7@gmail.coom,,1974,7/1/2005 0:00,GANESH PRASAD SINGH,1,,,,Secondary School,Provisional,1/4/2002,31/3/2005,GYAN BHARTI PUB SCHOOL
,,,,,,,,,,,,,,,,,,,,,,,
HARROW ENGLISH SCHOOL,330296,BIHAR,DARBHANGA,"SARA MOHANPUR,DARBHANGA",846007,6272,"7763819774 ,",,,shailendra25_jha@yahoo.com,www.harrowenglishschooldbg.org,1994,1/20/1994 0:00,SHAILENDRA JHA,0,"M.Sc.,B.Ed.,NET,JRF",10,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,MITHILA EDUCATIONAL AND SOCIAL WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
HOLY CROSS SCHOOL,330023,BIHAR,DARBHANGA,DONAR DARBHANGA BIHAR,846004,6272,"222147 , 22536",23805387,,lalitaampatt@gmail.com,http://www.lafoundation.com,1967,3/17/2005 0:00,SISTER LALITA JOSEPH,2,MA; B.Ed,2,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,BETTIAH HOLY CROSS SISTERS SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
HOLY MARY INTERNATIONAL SCHOOL,330604,BIHAR,DARBHANGA,"BAHADURPUR, CHINTAMANPUR, THALWARA ROAD, PANDASARAI, LAHERIA SARAI, DARBHANGA",846001,6272,"245077 ,",,6272253206,shibuvraju3@gmail.com,,2011,4/1/2011 0:00,SHIBU V RAJU,0,"M.A., B.Ed.",5,11,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,DEVKALA EDUCATIONAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
HOLY MISSION SCHOOL,330209,BIHAR,DARBHANGA,"LAHERIASARAI, DARBHANGA",846001,6272,"244107 ,",,,mishraskdbg@gmail.com,,1986,1/5/1986 0:00,SHANKAR KUMAR MISHRA,1,,,,Secondary School,Provisional,1/4/2017,31/3/2022,sacred heart sisters training school
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,340001,BIHAR,DARBHANGA,AT & PO PACHARHI VIA RAIYAM DISTT.DARBHANGA BIHAR,847237,6272,"286389 ,",43640,226651,bedantamahanti@gmail.com,,1987,3/31/2011 0:00,BEDANTA KUMAR MAHANTI,2,"M.A., M.Ed.",7,14,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,NAVODAYA VIDYALAYA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
JESUS & MARY ACADEMY,330052,BIHAR,DARBHANGA,OPP. TELEPHONE EXCHANGE ALALAPATTI LAHERIA SARAI DARBHANGA BIHAR,846003,6272,"256018 ,",233772,,jesusmaryacademy@gmail.com,,1982,8/12/2007 0:00,DR MADHURIMA SINHA,2,"M.sc.,Ph.D.",15,20,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,SOCIETY & ECONOMY DEVELOPMENT FOR PROMOTIONAL & ENVIRONMENTAL
,,,,,,,,,,,,,,,,,,,,,,,
KAMRAN MANU MODEL SCHOOL,320001,BIHAR,DARBHANGA,"ILYAS ASHRAF NAGAR, VILLAGE CHANDAN PATTI, HPO LAKHERISARAI, DISTT. DARBHANGA, BIHAR",846001,6272,"277602 ,",,,modelschooldarbhanga@gmail.com,,,,Arshad Khan,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDALAYA NO. 2,300042,BIHAR,DARBHANGA,"DARBHANGA, ITI CAMPUS, RAMNAGA, LAHERIASARAI, BIHAR",846001,6272,"247251 ,",820411,2580425,rlmahto13@gmail.com,,1994,1/25/2009 0:00,RAMLAL MAHTO,1,M.A. Ph.D. M.Ed.,9,29,Secondary School,Provisional,1/4/2016,31/3/2021,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,300029,BIHAR,DARBHANGA,AFS DARBHANGA BIHAR,846005,6272,"246068 ,",,,rlmahto13@gmail.com,,1993,4/1/1991 0:00,RAM LAL MAHTO,1,,,,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2019,K V S
,,,,,,,,,,,,,,,,,,,,,,,
Mahatma Gandhi Shikshan Sansthan,330287,BIHAR,DARBHANGA,"DARBHANGA, VILLAGE WAJITPUR(NEAR BMP 13) PO- MILKICHAK PS BAHADURPUR,",846009,0,"9060485516 ,",,06272-251802,director.mgss@gmail.com,http://www.mgssdbg.com,2001,10/2/2001 0:00,DR PRABHA MALLIK,1,M.A B.Ed,11,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Samarpit Jeevan
,,,,,,,,,,,,,,,,,,,,,,,
MOTHER TERESA ACADEMY,330720,BIHAR,DARBHANGA,"BENIPUR, DARBHANGA",847103,,"06242222930 ,",,6242222930,dvsingh108@gmail.com,,2007,12/25/2007 0:00,Mr.V K Jha,,"M.Sc., B.Ed.",5,10,Secondary School,Provisional,1/4/2017,31/3/2020,KRANTI DEVI EDUCATIONAL & CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
N V English Academy,330781,BIHAR,DARBHANGA,"Sadar Laheriasarai, Darbhanga",846001,,"08407011118 ,",,,nvenglishacademy@gmail.com,http://www.nvea.com,2013,4/1/2013 0:00,Mr.Kailash Nath Singh,,M.Sc. B.Ed,11,28,Secondary School,Provisional,1/4/2018,31/3/2021,Dr Yadubir Sinha Memorial Trust
,,,,,,,,,,,,,,,,,,,,,,,
New Horizon Public School,330707,BIHAR,DARBHANGA,"MOH:ALAFGUNG, KAIDRABAD",846004,6272,"246643 ,",,,akdubey.nhps@gmail.com,http://www.nhpsdarbhanga.com,2000,2/11/2000 0:00,ARUN KUMAR DUBEY,,M.A/B.ED,7,7,Secondary School,Provisional,1/4/2017,31/3/2020,SULTANA-E-AZAM WELFARE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
PUBLIC SCHOOL,330084,BIHAR,DARBHANGA,DARBHANGA PO DHARBHANGA BIHAR,846004,6272,"247121 , 20236",06272-246173,,rameshchandrajha61@gmail.com,,1961,7/1/2005 0:00,RAMESH CHANDRA JHA,1,"M.A., M.PHIL., B.ED.",20,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,DARBHANGA PUBLIC SCHOOL ASSOCIATION
,,,,,,,,,,,,,,,,,,,,,,,
ROSE PUBLIC SCHOOL,330024,BIHAR,DARBHANGA,G M ROAD DARBHANGA BIHAR,846004,6272,"223205 , 2325133",33406,240157,rajivranjan2u@gmail.com,http://www.bpspurnea.com,1992,,RAJIV RANJAN,1,"M.Sc,B.Ed.",10,18,Senior Secondary,Provisional,1/4/1995,31/ 3/ 2009,ROSE SOCIETY FOR EXCEPTIONAL CHILDRENS ADENTIFICATION & DEVLOPME
,,,,,,,,,,,,,,,,,,,,,,,
S. S. INTERNATIONAL PUBLIC SCHOOL,330683,BIHAR,DARBHANGA,"VILL+P.O. - KARJAPATTI, (BEHIND BARIAUL BADI MASJID), P.S.- KAMTAUL",847306,91,"9234768017 ,",,,upen_81@rediffmail.com,,2012,3/5/2012 0:00,NIRAJ KUMAR,,M.A B.Ed.,5,4,Secondary School,Provisional,1/4/2016,31/3/2019,S.S. FOUNDATION
,,,,,,,,,,,,,,,,,,,,,,,
SALFIA SCHOOL,330418,BIHAR,DARBHANGA,"LAHERIASARAI, DARBHANGA",846001,6272,"223863 ,",,06272-251624,principal@salfiaschool.com,,1962,1/11/1962 0:00,MD GILMAN REZA,0,"M.A, B.ED.",10,15,Secondary School,Provisional,1/4/2015,31/3/2020,The Anjuman Ahle Hadees
,,,,,,,,,,,,,,,,,,,,,,,
SANTOBA INTERNATIONAL SCHOOL,330806,BIHAR,DARBHANGA,"AFJALA DUMRI, SUB. DIV. - BIRAUL, DARBHANGA, BIHAR-847203",847203,,"8409915211 ,",,,sisbirauldarbhanga@gmail.com,http://www.sisdarbhanga.edu.in,2013,4/4/2013 0:00,Mr.AJAY JHA,,"M.A., B.Ed.",11,16,Secondary School,Provisional,1/4/2018,31/3/2021,SHRI SACHIDANAND MEMORIAL CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
SARSWATI VIDYA MANDIR,330459,BIHAR,DARBHANGA,MANIGACHHI,847422,6272,"282260 ,",,,svmmanigachi@gmail.com,http://www.svmmanigachhi.tradeinfoline.com,2008,4/3/2008 0:00,SONU KUMARI,0,B.A.; B.Ed,3,7,Secondary School,Provisional,1/4/2016,31/3/2021,"JAI NARAYAN SARSWATI VIDYA MANDIR, RAJE"
,,,,,,,,,,,,,,,,,,,,,,,
Sharada Shikshan Sansthan,330632,BIHAR,DARBHANGA,"Vill. & P.O.: Gangauli, Via: Lohna Road Manigachi",847407,6272,"273920 ,",,,principal.sssujan@gmail.com,,2007,4/5/2007 0:00,Chandra Mohan Jha,0,"M.Com., B.Ed.",10,15,Secondary School,Provisional,1/4/2016,31/3/2019,Sharada Welfare Society
,,,,,,,,,,,,,,,,,,,,,,,
WOODBINE MODERN SCHOOL,330056,BIHAR,DARBHANGA,GANGA SAGAR ALLALPATTI DARBHANGA BIHAR,846003,6272,"224523 ,",,,,,1991,6/15/2010 0:00,NASREEN NAWAB,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,BANI FATIMA MUSHLIM WELFARE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
AL MOMIN INTERNATIONAL SCHOOL,330129,BIHAR,GAYA,AT & PO BISHUNPURA VIA CHERKI BAZAR GAYA BIHAR,824237,6326,"290003 ,",,,mdali55786@gmail.com,,1982,6/2/2008 0:00,SANJEEV KUMAR,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,ABDUL QAWI EDU & WELFARE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
ALLIED INTERNATIONAL SCHOOL,330636,BIHAR,GAYA,"REGANICHAK, BELAGANJ, GAYA, BIHAR- 804403",804403,0,"8540839051 ,",,,alliedinternationalschool@gmail.com,,2012,4/3/2012 0:00,DHIRENDRA KUMAR DHIRAJ,,"M.Sc., B,Ed.",5,10,Secondary School,Provisional,1/4/2016,31/3/2019,Late Ramashankar Rai Educational Foundation Trust
,,,,,,,,,,,,,,,,,,,,,,,
AMAR JYOTI SCHOOL,330527,BIHAR,GAYA,"DUMOHAN, PO- BHALUWA, BODHGAYA",824231,631,"2201050 ,",,,kavitalopes@gmail.com,,2008,4/1/2013 0:00,KAVITA LOPES,0,"M.A., B.ED",10,10,Secondary School,Provisional,1/4/2017,31/3/2022,AMAR JYOTI SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
ARMY PUBLIC SCHOOL,380005,BIHAR,GAYA,"GAYA, (M B ARMY SCHOOL) O T A, PAHARPUR, GAYA, BIHAR",,631,"2210089 ,",,,prapsotagaya14@gmail.com,,,,PANKAJ KUMAR JAIN,0,"B.SC (H), M.A., B.Ed",,,Secondary School,Provisional,1/4/2014,31/3/2016,
,,,,,,,,,,,,,,,,,,,,,,,
BRILLIANT PUBLIC HIGH SCHOOL,330783,BIHAR,GAYA,"BELAGANJ, GAYA, BIHAR804403",804403,,"9955039840 ,",,,brilliantpublichs@gmail.com,,2013,4/2/2013 0:00,Mr.SANJAY KUMAR,,"M.A., B.Ed.",5,10,Secondary School,Provisional,1/4/2018,31/3/2021,NEW BRILLIANT DEVELOPMENT FOUNDATION
,,,,,,,,,,,,,,,,,,,,,,,
BRITISH ENGLISH SCHOOL,330483,BIHAR,GAYA,"VILL- GERE, P.O.- MANPUR, P.S. MUFASSIL, GAYA",823003,91,"9931722099 ,",,,britishenglishschoolgaya@gmail.com,,2005,4/1/2004 0:00,BHARTI SINHA,2,M.A. B.ED,5,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,Lila Foundation
,,,,,,,,,,,,,,,,,,,,,,,
CITY PUBLIC SCHOOL,330257,BIHAR,GAYA,"NEAR MEHTA PETROL PUMP, ON GAYA NAWADA ROAD P.O. BARAGANDHAR.GAYA",823003,631,"2250940 ,",,,madhabendra.kuila@gmail.com,,2003,4/13/2004 0:00,MADHABENDRA KUILA,0,M.A. B.ed.,10,5,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Vidyawati Foundation
,,,,,,,,,,,,,,,,,,,,,,,
CO-OPERATIVE PUBLC SCHOOL,330542,BIHAR,GAYA,"NEAR AIRPORT, DUBHAL",823001,91,"9470854760 ,",,,reenakumaricps@gmail.com,,2008,4/1/2008 0:00,REENA KUMARI,0,"M.A., B.Ed",5,5,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,SRI SAI KALYAN SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
CREANE MEMORIAL HIGH SCHOOL,330016,BIHAR,GAYA,KATARI HILL ROAD GAYA BIHAR,823001,631,"2220644 , 420644",,2228816,principal@creaneschool.com,,1966,8/12/2007 0:00,JAMES GEORGE,1,"M.A.,M.Ed.",13,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,patna central school
,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE PUBLIC SCHOOL,330687,BIHAR,GAYA,"Vill :-Ketra, P.S.- Fatehpur, District- Gaya",824232,,"9939018406 ,",,,rajkumar.cpr.teacher@gmail.com,,2014,4/1/2014 0:00,Mr.Jitendra Chaudhary,,M.Sc.(Botany) B.Ed,10,10,Secondary School,Provisional,1/4/2016,31/3/2019,C.P.R. Educational & Charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
D A V PUBLIC SCHOOL,330027,BIHAR,GAYA,CIRCUIT HOUSE AREA CANTONMENT AREA GAYA BIHAR,823001,631,"2224514 ,",,,davcanttarea@gmail.com,,1978,4/1/2004 0:00,U S PRASAD,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Karan Solanki Educational & WElfare Society
,,,,,,,,,,,,,,,,,,,,,,,
DAV PUBLIC SCHOOL,330112,BIHAR,GAYA,SHERGHATI AT & PO SHARGATI GAYA BIHAR,824211,6326,"222993 , 222830",,,sunilverma1965@rediffmail.com,,1993,7/1/2005 0:00,Sunil Kumar Verma,1,,,,Secondary School,Provisional,1/4/2018,31/3/2019,DAV COLLEGE TRUST & MGMT SOC
,,,,,,,,,,,,,,,,,,,,,,,
DAV PUBLIC SCHOOL,330101,BIHAR,GAYA,COLLEGE ROAD ROTARY CAMPUS GAYA BIHAR,823004,0,"8539885120 , 2225183",,,asiskumarjanadav@gmail.com,,1991,6/2/2008 0:00,ASIS KUMAR JANA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,DAV COLLEGE TRUST & MGMT
,,,,,,,,,,,,,,,,,,,,,,,
