Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
jawahar navodaya vidyalaya,440010,GUJARAT,AMRELI,"AT PO & TA DHANSURA, DIST. ARVALLI, GUJARAT",383310,2774,"290508 ,",7076,,jnv.dhansura@gmail.com,,1993,3/31/2011 12:00:00 AM,ANSAR HASAN SHAIKH,1,,,,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2008,Navodaya Vidyalaya Samiti
jawahar navodaya vidyalaya,440020,GUJARAT,AMRELI,"amreli, post babapur tal. amreli",366510,2792,"277100 ,",,,jnvamreli@gmail.com,,1993,3/31/2011 12:00:00 AM,S V SWAMI,0,m.a. b.ed.,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,Navodaya Vidyalaya Samiti
Podar International School Amreli,430400,GUJARAT,AMRELI,S. No. 92 -2D Keriyanagas Road,365601,,"02792 221200 ,",,,principal.ameli@podar.org,http://www.podareducation.org,2015,4/13/2015 12:00:00 AM,MR.WILLIAM PAUL,1,MA / M.Ed,17,10,Secondary School,Provisional,1/4/2018,31/3/2021,INDIAN TRUST
ACADEMIC HEIGHTS PUBLIC SCHOOL,430328,GUJARAT,ANAND,AT. KASOR - AJARPUR,388310,2692,"285534 ,",,,hema.patel20@yahoo.com,http://www.ahpsajr.wordpress.com,2013,6/15/2014 12:00:00 AM,Dr Patel Hema,,"M. PHIL, M. ED.",8,12,Secondary School,Provisional,1/4/2017,31/3/2020,NURTURE CHARITABLE TRUST
ANANDALAYA,430015,GUJARAT,ANAND,N.D.D.BOARD CAMPUS ANAND KHEDA GUJARAT,388001,2692,"261069 , 20401",02692-262300,0269260510,principalanandalaya@gmail.com,http://anandalaya.ac.in,1988,3/21/2018 12:00:00 AM,Nishesh Kumar Sinha,0,"M.Sc. Maths,B.Ed.",,,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2019,ANANDALAYA EDUCATION SOCIETY
HANIFA SCHOOL,430145,GUJARAT,ANAND,"BORSAD DHUVARAN ROAD, BORSAD,",388540,2696,"228787 ,",27488215,,principal@hanifaschool.org,http://www.hanifaschool.org,2005,6/1/2006 12:00:00 AM,HARINDER DHILLON,2,"B.Com., B.Ed.",9,25,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,AISHABAI & HAJIABDUL LATIF CHARITABLE TRUST
JAWAHAR NAVODAYA VIDYALAYA,440021,GUJARAT,ANAND,"BHADRAN, DISTT. ANAND, GUJARAT",263153,2696,"290010 ,",83628,,kiranmhaske913@gmail.com,,1986,3/31/2012 12:00:00 AM,KIRAN MHASKE,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2022,navodaya vidyalaya samiti
KENDRIYA VIDYALAYA,400009,GUJARAT,ANAND,S P UNIVERSITY COLONY VALLABH VIDYANAGAR ANAND DISTT GUJARAT,388120,2692,"236777 ,",87483,258778,jitendradaroch@gmail.com,http://www.kvrajkot.g,1968,1/25/2009 12:00:00 AM,JITENDRA KUMAR DAROCH,1,m.a. eng b.ed.,5,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,KENDRIYA VIDYALAYA SANGATHAN
P.Chandra International School,430231,GUJARAT,ANAND,Borsad-Dabhasi Road,388540,2696,"290443 ,",,,xlawrance@yahoo.in,,2006,6/12/2006 12:00:00 AM,LAWRANCE ALICK XAVIER,0,B.Sc. B.Ed.,5,16,Secondary School,Provisional,1/4/2017,31/3/2022,"Shri A. A. Patel Education and Medical Trust, Borsad"
Podar International School,430277,GUJARAT,ANAND,"Near Moti Khodiyar Mandir,Opp.Radha Swami Ashram,100 Feet Road.",388001,91,"7574807029 ,",,,PRINCIPAL.ANAND@PODAR.ORG,http://www.podar.org,2014,3/4/2014 12:00:00 AM,SUNIL KAIMAL,,"MA,B.Sc,B.Ed",09,18,Secondary School,Provisional,1/4/2016,31/3/2019,PODAR EDUCATION TRUST
Shree Swaminarayan Gurukul International School,430320,GUJARAT,ANAND,"Vadatal Road, Taq & Dist. Anand, Po. Bakarol-Vallabh Vidyanagar pin 388315, Gujarat, India",388315,,"09979876300, 09925204276 ,",,,vidyanagar@gurukul.org,http://www.gurukul.org/vidyanagar,2016,6/16/2016 12:00:00 AM,Mr.Sadhu Krushnacharandas,0,"M.A., B.Ed.",9,14,Secondary School,Provisional,1/4/2017,31/3/2020,Shree Swaminarayan Gurukul Hyderabad
SHRI I B PATEL ANGEL SCHOOL,430026,GUJARAT,ANAND,BORSAD JITUDIYA ROAD ANAND GUJARAT,388345,2692,"260277 ,",263762,,mbs3112@gmail.com,,1986,,MANOJ SINGH,2,"B.Sc. Bed, ADCP",-,12,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,
SRI SRI RAVISHANKAR VIDYA MANDIR,430161,GUJARAT,ANAND,"100 FEET ROAD, NEAR INDIRA GANDHI MARG ANAND -388001",388001,2692,"644949 ,",,,paphatak@gmail.com,www.anand.ssrvm.org,1999,6/14/1999 12:00:00 AM,PRADNYA PHATAK,0,M.A.BED,8,15,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,SRI SRI RAVISHANKAR VIDYA MANDIR TRUST GUJARAT
SSP INTERNATIONAL SCHOOL,430195,GUJARAT,ANAND,"AT-PO: NAVLI, TA & DI: ANAND 388355",388355,2692,"283845 ,",,02692283645,ssp.principal@gmail.com,http://www.sspis.org,2009,6/15/2009 12:00:00 AM,Sujit Suran Arya,0,"M.A (Eng.), B.Ed (Eng.)",6,20,Secondary School,Provisional,1/4/2016,31/3/2021,"SHREE SWAMINARAYAN GURUKUL TRUST, NAVLI"
SWAMINARAYAN VIDYAPITH,430049,GUJARAT,ANAND,NEAR PRAMUKH SWAMI MEDICAL COLLEGE ANAND SOJITRA ROAD AT KARAMSAD GUJARAT,388325,2692,"222444 ,",280525,21716263,virmaninandini@yahoo.co.in,,2001,3/23/1998 12:00:00 AM,NANDINI VIRMANI,2,M.A.B.ED,16,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,SWAMINARAYANA VIDYAPITH TRUST
VASANTIBEN AND CHANDUBHAI PATEL ENGLISH SCHOOL,430138,GUJARAT,ANAND,"NEAR MANISH CREATION, B/h. I.B. PATEL ENGLISH SCHOOL, NR. BHAIKAKA MARG, VALLABH VIDYANAGAR.",388120,2692,"233325 ,",25113240,236493,nimeshsir@gmail.com,www.vandcpeschool.edu.in,2008,6/23/2008 12:00:00 AM,NIMESH RAVLJI,2,"M.Sc., B.Ed., PGDEPNHC",3,11,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Charutar Vidya Mandal
VATSALYA INTERNATIONAL SCHOOL,430087,GUJARAT,ANAND,ANAND CHOKDI DHAMRAJ ROAD BORSAD PO ANAND GUJARAT,388540,2696,"224217 ,",2661855,,principalvatsalya@gmail.com,http://www.yahoo.com,1999,4/1/2005 12:00:00 AM,Mrs Rupashree Aher,2,M.sc.B.Ed,2,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SWAMI YOGANAND CHARITABLE TRUST
VATSALYA INTERNATIONAL SCHOOL,430230,GUJARAT,ANAND,"Katakpur, Nagra Road",388620,0,"09427549710, ,",,,vatsalyakhambhat@yahoo.com,http://www.vatsalyainternational.org,2013,6/13/2013 12:00:00 AM,MR.VIJAY MANOHAR AHER,1,M. Sc. B.Ed.,13,25,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Swami Yoganand Charitable Trust
VIBRANT INTERNATIONAL ACADEMY,430278,GUJARAT,ANAND,"VALETVA DABHOU ROAD, AT & PO.CHANGA, TA. PETLAD, DIST. ANAND",388421,0269,"1111111 ,",,,principal.viachanga@gmail.com,,2013,6/13/2013 12:00:00 AM,Suchitra Vijayaraghavan,,"B. A., B. ED., M. A. , C.P.C.S., TAT",9,7,Secondary School,Provisional,1/4/2016,31/3/2019,SHAASHWAT EDUCATION TRUST
VRAJBHOOMI INTERNATIONAL SCHOOL,430079,GUJARAT,ANAND,NEAR BAL AMUL N H NO 8 MOGAR ANAND GUJARAT,388340,2692,"650530 ,",09879618704,,Principal@vrajbhoomi.org,www.vrajbhoomi.org,2006,6/13/2006 12:00:00 AM,K Godha,2,"MSC., B.ED",04,16,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,VRAJBHOOMI FOUNDATION
zen school,430118,GUJARAT,ANAND,"IInd, Milestone, Vidyanagar, vadtal Road, ANAND",388001,2692,"230550 ,",09979137684,02662-225252,principalzenvvn@gmail.com,http://www.zenschool.com,2007,4/2/2007 12:00:00 AM,ANUBHA NEGI,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,"Shri(sw.)Premila Edu. & cheritable Trust, Vadodara"
JAWAHAR NAVODAYA VIDYALAYA,440016,GUJARAT,BANASKANTHA/PALANPUR,PO SARDAR KRUSHI NAGAR TA DANTIWADA DISTT BANASKANTHA GUJARAT,385506,2748,"278517 ,",02842-286300,286300,sudeshgmalajure@gmail.com,,1988,3/31/2011 12:00:00 AM,SUDESH G MALAJURE,1,"m.sc.,m.ed., m.phil.",01,17,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2011,Navodaya Vidyalaya Samiti
kendriya vidyalaya,400020,GUJARAT,BANASKANTHA/PALANPUR,b s f dantiwada distt banaskantha gujarat,385505,0274,"278516 ,",383563,,dantiwadakv@gmail.com,,1982,1/25/2009 12:00:00 AM,KALPANA RANI THAKUR,2,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,kendriya vidyalaya sangathan
SILVER BELLS INTERNATIONAL SCHOOL,430347,GUJARAT,BANASKANTHA/PALANPUR,JAGANA ROAD NR MARKET YARD,385001,2742,"257961 ,",,02742 257961,silverbells.principal@gmail.com,http://www.silverbells.edu.in,2004,6/15/2004 12:00:00 AM,Meenal Rathore,2,M. Sc. B. Ed.,05,10,Senior Secondary,Provisional,4/1/2017,31/ 3/ 2020,HUMAN WELFARE TRUST
SMT. NEETABEN KUMARBHAI JAVERI ENGLISH MEDIUM SCHOOL,430309,GUJARAT,BANASKANTHA/PALANPUR,AT & POST : GADH,385515,0175,"02742222151 ,",,02742222331,smtnkjems@rediffmail.com,http://www.vimlavidyalaya.org,2010,6/13/2010 12:00:00 AM,Mrs.BHAVNA MILAN SHAH,1,"M. COM, M. A., M. ED.",6,18,Middle Class,Provisional,1/4/2017,31/3/2020,SHREE SEVANTILAL TRIBHOVANDAS JAVERI CHARITABLE TRUST
ADITYA BIRLA PUBLIC SCHOOL,430035,GUJARAT,BHARUCH,BIRLADHAM KHARACH BHARUCH KOSAMBA ( R.S.) GUJARAT GUJARAT,394120,2646,"270309 , 31892",02646271808,270310,peu.chakraborty@adityabirla.com,,,11/1/2017 12:00:00 AM,PEU CHAKRABORTY,1,"M.A., B.Ed,",06,14,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,BVB MUMBAI
Amity International School,430240,GUJARAT,BHARUCH,"Luwara, N. H. No.8,",392001,0,"9081325251 ,",,,shalinjohn77@yahoo.co.in,http://aisbharuch.org,2004,6/12/2006 12:00:00 AM,SHALIN JOHN,0,M.A. B. Ed.,3,11,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,GYANODAY EDUCATIONAL AND MEDICAL TRUST
AMITY SCHOOL,430109,GUJARAT,BHARUCH,"DAYEH BY PASS ROAD, BHARUCH, GUJARAT",392001,2642,"239635 ,",260367,02642 239635,amitycbseprincipal@gmail.com,http://www.amityschool.net,1986,6/11/1986 12:00:00 AM,REENA TIWARY,2,M. Sc. B. Ed.,2,3,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,GYANADA EDUCATIONAL TRUST
BAL BHARATI PUBLIC SCHOOL,430045,GUJARAT,BHARUCH,NTPC JHANOR GANDHAR PO URJA NAGAR DISTT BHARUCH GUJARAT,392215,2642,"287840 ,",02642287587,287840,kalpesh_kayasth@yahoo.com,http://www.bbpsjh.com,2002,4/1/2004 12:00:00 AM,KALPESHKUMAR KAYASTH,1,"M.A.,B.Ed.",10,16,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,CHILD EDN SOCIETY & NTPC
CHANDERBALA MODI ACADEMY,430023,GUJARAT,BHARUCH,P.B. NO. 181 G.I.D.C. VILL KONDH ANKLESHWAR DISTT BHARUCH GUJARAT,393002,0264,"6275126 ,",5161,,principal@cma1.in,,1991,7/1/1998 12:00:00 AM,AMAR SRIVASTAVA,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,MAHALAXMI CHARITABLE TRUST
DELHI PUBLIC SCHOOL,430261,GUJARAT,BHARUCH,"PAGUTHAN-ALDAR ROAD, OPP. CLP INDIA, ALDAR, BHARUCH",392015,0264,"2288014 ,",,02642-288015,principal@dpsbharuch.com,http://www.dpsbharuch.com,2013,6/17/2013 12:00:00 AM,MANOJ SARIN,1,"M.SC., B.ED., CERT. PROGRAM IN ASM",4,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Sanskriti Society for Educational Development
JAWAHAR NAVODAYA VIDYALAYA,440001,GUJARAT,BHARUCH,ROOP NAGAR VALIA DISTT BHARUCH GUJARAT,393133,2643,"290225 ,",201,08418-2542,pcbhatt1959@gmail.com,,1987,4/1/1991 12:00:00 AM,P C BHATT,1,msc geo m.phil,09,23,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,NAVODAYA VIDYALAYA SAMITI
JAY AMBE INTERNATIONAL SCHOOL,430301,GUJARAT,BHARUCH,"NEAR NARAYANKUNJ VIHAR SOCIETY, NARMADA NAGAR, BHOLAV, BHARUCH.",392015,2642,"291000 ,",,,dharmesh81175@gmail.com,http://www.jaischool.com,2014,6/23/2014 12:00:00 AM,Dharmesh Vyas,,"M.A., M.ED.",5,10,Secondary School,Provisional,1/4/2016,31/3/2019,Shri Swaminarayan Shishu sahayak kendra
KENDRIYA VIDYALAYA,400010,GUJARAT,BHARUCH,ONGC COLONY ANKLESHWAR DISTT BHARUCH GUJARAT,393010,2646,"233058 ,",23162,258778,manishgodisnear@gmail.com,http://www.kvrajkot.g,1979,1/25/2009 12:00:00 AM,MANISH JAIN,1,m.a. eng b.ed.,5,20,Senior Secondary,Provisional,1/4/2005,31/ 3/ 2010,KENDRIYA VIDYALAYA SANGATHAN
LIONS INTERNATIONAL ACADEMY,430198,GUJARAT,BHARUCH,"PLOT NO 5603/2,NEW COLONY,GIDC ESTATE, ANKLESHWAR",393002,8000,"339977 ,",,02646-238250,psbinoj@yahoo.com,http://www.lionsschool.org,2011,4/15/2011 12:00:00 AM,Binoj Peethambaran Santhamma,1,"MA,B.Ed, YIC,STRATEGIC LEADERSHIP PROGRAMME(IIM-L)",5,10,Secondary School,Provisional,1/4/2016,31/3/2021,LIONS CLUB OF ANKLESHWAR INDUSTRIAL AREA COMMUNITY TRUST
MANAV SCHOOL,430075,GUJARAT,BHARUCH,AT & PO RANIPURA TAL JHAGADIA DISTT BHARUCH GUJARAT,393110,02645,"221079 ,",02645-220992,220992,manavschool@gmail.com,http://www.manavschool.co,2004,4/5/2004 12:00:00 AM,Mrs. Savita Sharma,2,"M.A., B.Ed.,",08,14,Secondary School,Provisional,1/4/2015,31/3/2020,guruji shree sandipani edu trust
MATLIWALA PUBLIC SCHOOL,430069,GUJARAT,BHARUCH,BHARUCH GUJARAT,392001,2642,"223040 ,",223040,223040,principal@matliwalapublicschool.org,,1994,4/1/2005 12:00:00 AM,BINOJ PEETHAMBARAN,1,"MA, B.Ed",3,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,COPPER JAN SEVA TRUST BHARUCH
NARAYAN VIDYAVIHAR,430290,GUJARAT,BHARUCH,ALAKNANDA PARK,392015,,"02642228919 ,",,,nvv_bharuch@yahoo.co.in,http://www.nvvbharuch.org,2006,6/7/2006 12:00:00 AM,Mr.MAHESH THAKAR,,B.Sc B.Ed,24,24,Secondary School,Provisional,1/4/2016,31/3/2019,NARAYAN NETRA TRUST
NARMADA CALORX PUBLIC SCHOOL,430349,GUJARAT,BHARUCH,"52, Vadadla & 114/P, Chavaj, Bharuch",392001,,"02642-232454 ,",,,ncps.bharuch@rediffmail.com,,2012,6/25/2012 12:00:00 AM,Mrs.Krishna Naidu Parker,,"M.A., M.Phil., B.Ed.",6,23,Secondary School,Provisional,1/4/2017,31/3/2020,CALORX EDUCATION AND RESEARCH FOUNDATION
P.P.SAVANI SCHOOL,430223,GUJARAT,BHARUCH,"GARDEN CITY, VALIA ROAD, KOSAMDI,",393001,091,"9925872000 ,",,,hmsharma2002@gmail.com,http://www.ppsavaniank.com,2013,4/1/2013 12:00:00 AM,Mr. Vaibhav Agarwal,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,MANSI EDUCATION TRUST
Podar World School Ankleshwar,430377,GUJARAT,BHARUCH,"Near Rajpipla Cross Road, Behind Varsha Hotel, NH-8, Ankleshwar",393002,,"07201048000 ,",,07201048000,principal.ankleshwar@podar.org,http://www.podar.org/ankleshwar,2016,4/11/2016 12:00:00 AM,MissUsha Sharma,0,M.A. B.Ed.,5,12,Middle Class,Provisional,1/4/2018,31/3/2021,Saroj Ganesh Podar Trust
Public School Kharod,430116,GUJARAT,BHARUCH,"National highway#8, opp kharod village, Ta:ankleshwar Dist: Bharuch.",394115,2646,"651599 ,",260367,02646651599,bhantianjali@yahoo.co.in,,2007,6/1/2007 12:00:00 AM,DR ANJALI KULSHRESHTHA,2,M.B.A,08,06,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,The Ankleshwar Progressive Education Trust
RAJASHREE VIDYA MANDIR,430070,GUJARAT,BHARUCH,"VILLAGE BAMALLA, JHAGADIA, BHARUCH GUJARAT",393120,2640,"308718 ,",,,ashishpagare1970@gmail.com,http://www.rajashreevidyamandir.com,1999,4/1/2005 12:00:00 AM,ASHISH PAGARE,2,,11,20,Secondary School,Provisional,1/4/2015,31/3/2020,GURUJI SHREE SANDIPANI EDU TRUST
SANATAN INTERNATIONAL ACADEMY,430146,GUJARAT,BHARUCH,"NR.KAPODRA PATIYA, VALIA ROAD, KOSAMDI,",393001,2646,"254349 ,",,02646254349,sia.ank@gmail.com,,2004,5/15/2004 12:00:00 AM,SANJAY KUMAR CHOUDHARY,1,M.A.M.Ed.,14,7,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,JAI SHREE AMBE CHARITABLE TRUST
SARVANAMAN VIDYA MANDIR,430095,GUJARAT,BHARUCH,"ATMIYADHAM, DISTT BHARUCH, GUJARAT",392011,2642,"230808 ,",02642231166,02642-231166,principal@sarvanaman.org,www.savanaman.org,1994,3/23/2005 12:00:00 AM,Govind W Borade,1,"M.Sc.,B.ED",5,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,Yogi Divine Society
Shree Swaminarayan Goodwill School,430136,GUJARAT,BHARUCH,Shree Swaminarayan Goodwill School; Link Road; Dahej Bypass; Bharuch;Gujarat,392001,2642,"238574 ,",,,geetapandhi@gmail.com,,2002,6/11/2006 12:00:00 AM,GEETA PANDHI,0,M.A.: B.ed,7,8,Secondary School,Provisional,1/4/2018,31/3/2023,Shree Swaminarayan Education Trust
SHRI SWAMINARAYAN GURUKUL PUBLIC SCHOOL,430222,GUJARAT,BHARUCH,"PLOT NO: 508, GIDC, ANKLESHWAR",393002,,"02646-223585 ,",,,snsbedankleshwar@gmail.com,,2008,6/12/2008 12:00:00 AM,Mrs.AMITA SRIVASTAVA,0,"M.A.,B.Ed.",4,20,Secondary School,Provisional,1/4/2016,31/3/2019,SHRI SWAMINARAYAN SEVANIKETAN
SHRIMATI MANIBA CHUNILAL PATEL SANSKAR VIDYA BHAVAN,430051,GUJARAT,BHARUCH,"NILKANTH MAHADEV ROAD ZODESHWAR, DISTT BHARUCH GUJARAT",392011,2642,"230673 ,",02642-650484,231516,das.sharmila1@gmail.com,,1979,7/22/2001 12:00:00 AM,SHARMILA DAS,2,"M.A, B-ED",03,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SANSKAR BHARTI TRUST
SMT CHAMPAKALI KHERUKA GYANJOTI HIGH SCHOOL,430047,GUJARAT,BHARUCH,AT & PO GOVALI TEH JHAGODIA DISTT BHARUCH GUJARAT,393001,2645,"227623 ,",09375811221,,beena_ohm@rediff.com,,1976,4/1/2005 12:00:00 AM,BEENA JOSHI,2,B.Sc. M.A. B.Ed. PGDMA,9,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,SH NAV SARJAN KELVANI MANDAL
SMT. KUSUMBEN KADAKIA VIDYALAYA,430172,GUJARAT,BHARUCH,"NEAR KADAKIA COLLEGE, HANSOT ROAD, ANKLESHWAR",393001,2646,"651770 ,",,02646-243422,rasilapatelsaf@yahoo.com,http://www.kadakiaeducation.com,2005,6/13/2005 12:00:00 AM,RASILA R PATEL,0,"M.A.,B.ED.,PGDIRPM",19,17,Secondary School,Provisional,1/4/2016,31/3/2019,MANILAL HARILAL KADAKIA CHERITABLE TRUST
Swami Vivekanand Academy,430276,GUJARAT,BHARUCH,"Near Vajifdarniwadi, Juna Diva",393001,0264,"242179 ,",,,joshikusuma@yahoo.in,,2008,6/16/2008 12:00:00 AM,KUSUMA JOSHI,,M.A. B.Ed,2,14,Secondary School,Provisional,1/4/2016,31/3/2019,"Ankleshwar Educational Trust, Ankleshwar"
THE ADITYA BIRLA PUBLIC SCHOOL,430040,GUJARAT,BHARUCH,DAHEJ DISTT BHARUCH GUJARAT,392130,2642,"290136 , 56002",09723555856,,manoj.kg@adityabirla.com,,1998,4/6/2006 12:00:00 AM,Manoj Kumar Gupta,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,COPPER JAN SEVA TRUST BHARUCH
VISION INTERNATIONAL SCHOOL OF EXCELLENCE,430246,GUJARAT,BHARUCH,"Plot No. H - 3214 / B, Nr.JALDHARA CROSSING, NEW GIDC Resi. Area, ANKELSHWAR DIST: BHARAUCH PIN 393002",393002,2646,"313101 ,",,,vise.ank@gmail.com,,2011,4/14/2011 12:00:00 AM,SREEHARI KULUR,0,MA B Ed,15,20,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SHIKSHA EDUCATION TRUST
Fatima Convent Public School (CBSE),430272,GUJARAT,BHAVNAGAR,"Merubag, Ghogha Road Bhavnagar",364001,,"02782563256 ,",,,lfmccv@gmail.com,http://www.fatimaconventcbse.com,2009,6/7/2010 12:00:00 AM,MissLucy Mhatara,0,"B.A, B.ED",19,31,Secondary School,Provisional,1/4/2017,31/3/2020,Carmelite Sisters of Charity Society
GENIUS INTERNATIONAL SCHOOL,430393,GUJARAT,BHAVNAGAR,"VILLAGE : HADADAD, NEAR BOTAD MAHAJAN PANRAPOL, TURKHA ROAD,",364710,,"7043767676 ,",,,geniusschoolbotad@gmail.com,,2017,6/12/2017 12:00:00 AM,MRS. HEENA J. PANDHI,1,M. COM. M. ED. PH. D.,3,7,Secondary School,Provisional,1/4/2018,31/3/2021,12-06-2017
hanumant high school,430219,GUJARAT,BHAVNAGAR,"talgarjarda, mahauva, ganpati temple mahuva bhavnagar bypass national highway",364290,0284,"4294160 ,",,,principal@hanumantrbk.org,http://www.hanumantrbk.g,2012,6/27/2011 12:00:00 AM,RAJESH TIWARI,0,m.a. med,15,10,Secondary School,Provisional,1/4/2017,31/3/2022,babubhai kanakia fjoundation
JAWAHAR NAVODAYA VIDYALAYA,440013,GUJARAT,BHAVNAGAR,TRAPAJ DISTT BHAVNAGAR GUJRAT,364150,2842,"286718 ,",02842-286300,286300,cm.anand63@gmail.com,,1995,3/31/2011 12:00:00 AM,ANAND MOHAN CHAWARE,1,"M.Sc.,M.Ed., M.Phil.",01,17,Senior Secondary,Provisional,1/4/2006,31/ 3/ 2013,Navodaya Vidyalaya Samiti
KENDRIYA VIDYALAYA,400028,GUJARAT,BHAVNAGAR,"RAILWAY COLONY, BHAVNAGAR PARA GUJARAT",364003,0278,"2438709 ,",5709,,bhuvneshjangid@yahoo.com,,1986,1/25/2009 12:00:00 AM,BHUVNESH JANGID INCHARGE,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
M. L. KAKADIA NATIONAL SCHOOL,430239,GUJARAT,BHAVNAGAR,"SARDAR PATEL EDUCATIONAL INSTITUTE, KALVIBID, BHAVNAGAR.",364002,0278,"2562828 ,",9427623819,0278 2569111,binal_gp@yahoo.co.in,http://www.speibvn.org,2011,6/7/2013 12:00:00 AM,Binal Patel,2,,,,Secondary School,Provisional,1/4/2016,31/3/2019,Sardar Patel Seva Trust
Naimisharanya School,430106,GUJARAT,BHAVNAGAR,"Sidsar Road, Distt. Bhavnagar, Gujrat",364001,0278,"2566699 ,",,0278-2568222,principalnaimisharanya@gmail.com,http://www.swamigurukul.com,2006,6/22/2006 12:00:00 AM,K B padma Singh,2,"M.Com, B.Ed",1,5,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,Satsang Shiksha Parishad
Podar International School,430243,GUJARAT,BHAVNAGAR,"Vertej - Sitra Road, Vertej, Bhavnagar.",364060,0000,"7574807055 ,",,,principal.bhavnagar@podar.org,http://www.podareducation.org/school/bhavnagar,2011,6/26/2011 12:00:00 AM,E S Bindu,0,"B.A., M.A (ECO),B.Ed",5,17,Secondary School,Provisional,1/4/2018,31/3/2023,Podar Literacy & Education Trust
SILVER BELLS PUBLIC SCHOOL,430107,GUJARAT,BHAVNAGAR,"SHANTINAGAR, KALVIBID BHAVNAGAR, GUJARAT",364002,0278,"2566711 ,",7141,0278-2570643,chakrapani.estarla@asisgroup.in,,1992,1/29/1993 12:00:00 AM,Chakrapani Estarla,2,MA.BED.,09,10,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,Silver Bells Education Trust
ST. XAVIERS CMI PUBLIC SCHOOL,430305,GUJARAT,BHAVNAGAR,"MERU BAUG, GHOGHA ROAD, BHAVNAGAR",364001,0278,"2563115 ,",,,sanilvcmi@gmail.com,http://www.stxavierscmipublicschool.com,2011,6/16/2011 12:00:00 AM,SANIL V THOMAS,0,"B. SC., M.ED",10,10,Secondary School,Provisional,1/4/2016,31/3/2019,CHAVARA TRUST
ARMY PUBLIC SCHOOL,480006,GUJARAT,BHUJ,BHUJ (KUTCH) MILITARY STN. GUJARAT,370001,2832,"223309 ,",09825620181,,APSBHUJ@GMAIL.COM,,1993,4/1/2005 12:00:00 AM,MS GEETA V SONI,2,"B.A. , B.Ed",5,5,Secondary School,Provisional,1/4/2015,31/3/2023,ARMY WELFARE EDUCATION SOCIETY
KENDRIYA VIDYALAYA,400030,GUJARAT,BHUJ,RAILWAY COLONY BEHIND HOTEL BANSAL GANDHIDHAM KUTCH GUJARAT,370201,2836,"220657 ,",02836-226302,220657,dsingh.amd@gmail.com,http://www.kvrlygim.org,1988,1/25/2009 12:00:00 AM,DURGA SINGH,2,M.Sc. BOT; B.Ed.,0,12,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,KENDRIYA VIDYALAYA SANGATHAN
MOMS SCHOOL,430342,GUJARAT,BHUJ,"SURVEY NO 40/1, GANGESHWAR ROAD, NEAR GANGESHWAR TEMPLE, MADHAPAR",370020,2832,"224803 ,",,,moms.school@yahoo.com,http://www.momsschool.in,2016,6/1/2016 12:00:00 AM,JYOTI SAROHA,,B.SC. B.ED.,5,5,Secondary School,Provisional,1/4/2017,31/3/2020,MAA AUR MAMTA EDUCATION & CHARITABLE TRUST
