Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
INDIAN SCHOOL,6130003,FOREIGN SCHOOLS,OMAN,AL GHUBRA PO BOX 1887 POSTAL CODE III SEEB AIRPORT SULTANATE OF OMAN,110034,968,"24491605 , 591605",594288,591424,principal@indianschool.com,,1990,3/1/2011 12:00:00 AM,PAPRI GHOSH,1,MA,15,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,AMBAS OF INDIA SULTANATE OF OMAN
INDIAN SCHOOL,6130004,FOREIGN SCHOOLS,OMAN,PO BOX 513 CODE 117 AL WADI AL KABIR SULTANATE OF OMAN,,968,"24816633 , 701543",0096824816633,24815096,principal@iswkoman.com,http://www.iswkoman.com,1939,3/1/2011 12:00:00 AM,NAGESWAR RAO DOSAPATI,1,"M.A., B.Ed.",13,11,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,HINDU MAHAJAN ASSOCIATION MUSCAT
INDIAN SCHOOL,6130005,FOREIGN SCHOOLS,OMAN,PO BOX 160 POSTAL CODE 511 I B R I SULTANATE OF OMAN,,968,"25690767 ,",491581,491622,vinobamp@gmail.com,http://www.the-royalcollege.com,1989,4/1/2005 12:00:00 AM,M P VINOBAJI,1,"M.Sc.,B.Ed.,M.Phil,Ph.D.",5,11,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,BOARD OF DIRECTORS OF INDIAN SCHLS. OF OMAN
INDIAN SCHOOL,6130006,FOREIGN SCHOOLS,OMAN,PO BOX 846 SOHAR 311 SULTANATE OF OMAN,,0968,"26841885 ,",99477276,26841504,sanchitaverma.sv@gmail.com,,1982,4/1/2005 12:00:00 AM,SANCHITA VERMA,1,M Sc B Ed,21,32,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,THE HINDU MAHAJAN ASSOCIATION
INDIAN SCHOOL,6130007,FOREIGN SCHOOLS,OMAN,PO BOX 42 MULADHA 314 SULTANATE OF OMAN,,0968,"26811234 ,",26810238,26815140,shareefismail@yahoo.com,,1991,4/1/2005 12:00:00 AM,S I SHAREEF,1,M.A;M.ED,20,30,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,BOARD OF DIRECTORS MUSCAT
INDIAN SCHOOL,6130008,FOREIGN SCHOOLS,OMAN,PO BOX 598 POSTAL NIZWA 611 SULTANATE OF OMAN,,968,"25449286 ,",25412311,25411655,principal@isnizwa.org,,1976,7/9/2003 12:00:00 AM,JOHN DOMINIC GEORGE AMBALATHUNKAL,1,"MA,MED,PGDE,PGDPR",19,34,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,ST PATRICK'S VIDYA BHAWAN EDU SOC
Indian School,6130009,FOREIGN SCHOOLS,OMAN,PO BOX 158 postal code 411 sur sultanate of oman,,0096,"25541071 ,",0096825546128,25542665,narayanikutty@gmail.com,,1988,9/25/1991 12:00:00 AM,NARAYANI KUTTY,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,the elite eng school managing comm
INDIAN SCHOOL,6130010,FOREIGN SCHOOLS,OMAN,P O BOX 32577 IBRA SULTANATE OF OMAN,085854,968,"25570377 ,",0096825572561,25570377,principal@indianschoolibra.com,,2004,4/1/2002 12:00:00 AM,REGI OOMMEN,1,"M.A., B.Ed.",10,25,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,mr othman abdulla al rashid
INDIAN SCHOOL,6130011,FOREIGN SCHOOLS,OMAN,AL SEEB PO BOX 2445 PC 111 SEEB SULTANATE OF OMAN,,968,"24451424 , 542824",0968-24702811,24451353,nagesh108@hotmail.com,,2001,4/1/2005 12:00:00 AM,NAGESH KELKAR,2,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,INDIAN SCHOOL AL SEEB COMMITTEE
INDIAN SCHOOL,6130012,FOREIGN SCHOOLS,OMAN,DARSAIT PO BOX 1551 P C 114 JIBROO MUSCAT SULTANATE OF OMAN,,0968,"24786693 , 24783995",00968-99432243,24701158,principal@isdoman.com,,1992,4/1/2005 12:00:00 AM,SRIDEVI P THASHNATH,2,"MA, M.Phil, Ph.D, M.Sc, M.Com, B.ed",,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,INDIAN SCHOOL DARSAIT MGMT COMMITTE
INDIAN SCHOOL,6130014,FOREIGN SCHOOLS,OMAN,"PO BOX NO 045, PC-416, JALAN, BANI BU-ALI, SULTANATE OF OMAN",000412,968,"25554162 ,",179,00 968 25557162,sharmaanamika21@yahoo.com,http://www.indianschooljalan.org,1992,8/24/1992 12:00:00 AM,Anamika Sharma,0,"M.Sc, B.Ed",6,20,Secondary School,Provisional,1/4/2016,31/3/2021,Management Sub Committee
Indian School Al Buraimi,6130015,FOREIGN SCHOOLS,OMAN,"P.O.Box-388,Postal Code 512,Al Buraimi,Oman",000512,,"00968 95185505 ,",,25643220,indianschoolburaimi2010@gmail.com,http://www.indianschoolburaimi.com,2010,6/12/2010 12:00:00 AM,Santha Kumar Dasari,0,"M.A.(Double),B.Ed.",15,30,Secondary School,Provisional,4/1/2017,31/3/2020,NA
INDIAN SCHOOL AL MAABELA,6130013,FOREIGN SCHOOLS,OMAN,"Post box No.134, Al Maabela, Postal Code - 122, Sultanate of Oman.",000122,968,"24456893 ,",,,isamprincipal@gmail.com,,2010,4/17/2010 12:00:00 AM,P PRABAKARAN,0,"M.Sc., M.Ed.",12,28,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,School Management Committee
AL KHOR INTERNATIONAL SCHOOL,6330005,FOREIGN SCHOOLS,QATAR,INDIAN STREAM PO BOX 22166 AL KHOR HOUSING COMMUNITY DOHA QATAR,,974,"44734301 , 4734307",4724979,4734303,Arogya.Reddy@akis.sch.qa,,2002,4/2/1980 12:00:00 AM,AROGYA REDDY,1,MA B Ed,18,23,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,GLOBAL EDUCATIONAL MANAGEMENT SOC
"Bhavans Public School,",6330008,FOREIGN SCHOOLS,QATAR,"P.B.No.80569, Al Zawr, Sreet 90,Area 706,Wakrah,Doha-Qatar",080569,974,"44770770 ,",2762545,0097444760312,principal@bhavansqatar.org,http://www.bhavansqatar.org,2010,5/10/2010 12:00:00 AM,M P PHILIP,1,"M.Sc(Phy),M.Sc(psy),M.Ed,M.Phil,Ph.D,LLB,PGDME,PGD",16,24,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,"AL MISNAD EDUCATION CENTRE, DOHA-QATAR."
BIRLA PUBLIC SCHOOL,6330006,FOREIGN SCHOOLS,QATAR,PO BOX 24686 DOHA QATAR,,0097,"44676701 , 4676702","44676702,44676703,97444676701","97444676701, 0097466292763",principal@bpsdoha.com,,2004,4/2/2004 12:00:00 AM,Anand Prakash Sharma,1,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,MANAGEMENT COMMITTEE
DOHA MODERN INDIAN SCHOOL,6330007,FOREIGN SCHOOLS,QATAR,PO BOX 47391 DOHA QATAR ABU HAMOU ROAD,,974,"44583121 ,",,,principal@dmisqatar.com,,1981,4/2/1980 12:00:00 AM,RAKESH SINGH TOMAR,1,"M.Sc.ZOO,CHEM.B.Ed.",25,25,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DOHA MODERN INDIAN SCHOOL LLC
IDEAL INDIAN SCHOOL,6330002,FOREIGN SCHOOLS,QATAR,PO BOX 2836 DOHA QATAR ARABIAN GULF C/O FIRST SECY EMBASSY OF INDIA DOHA QATAR,,0097,"44684849 , 4684929",55328267,44682939,shoukathalisyed5786@gmail.com,www.idealschoolqatar.com,1985,8/12/2007 12:00:00 AM,SYED SHOUKATH ALI,1,"M.Sc.,M.Phil",15,17,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,INDIAN EXPATRIATES ABDUL WADOOD KHAN
Loyola International School,6330012,FOREIGN SCHOOLS,QATAR,"Villa No. 40, Al Andalus Street, Fereej Al Nasr,",207070,,"097455014198 ,",,,info@lisdoha.com,http://lisdoha.com,2014,9/7/2014 12:00:00 AM,Mr.P K V Prasad,,M.Sc B.Ed,9,16,Secondary School,Provisional,4/1/2017,31/3/2021,Loyola International School
M E S INDIAN SCHOOL,6330001,FOREIGN SCHOOLS,QATAR,PO BOX 3453 DOHA QATAR ARABIAN GULF C/O FIRST SECY EMBASSY OF INDIA DOHA QATAR,,974,"44572888 ,",446092,4681816,principal@mesqatar.org,,1974,7/9/2003 12:00:00 AM,Hameeda Kadar,1,M.Com,5,23,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MUSLIM EDUCATIONAL SOCIETY QATAR
MODERN INDIAN SCHOOL,6330004,FOREIGN SCHOOLS,QATAR,PO BOX 14868 DOHA QATAR,,974,"44499100 , 4664598",009744659464,9744667117,asnanafees@gmail.com,http://www.dpsmisdoha.com,2001,4/2/1980 12:00:00 AM,ASNA NAFEES,2,"M.A.English, B.Ed.",23,38,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,THE DELHI PUB SCH SOCIETY
Noble International School,6330010,FOREIGN SCHOOLS,QATAR,"P.B.NO.55060, Doha Qatar",055060,974,"0097444162700, ,",,44162800,principal@nobleqatar.com,http://www.nobleqatar.com,2010,4/4/2010 12:00:00 AM,MR. SHIBU ABDUL RASHEED,1,"M.A,M.PHIL,B.ED",12,06,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,NOBLE EDUCATIONAL SOCIETY
Olive International School,6330013,FOREIGN SCHOOLS,QATAR,PO Box : 22086 Doha Qatar,122104,,"44171734 ,",,44171731,samir.rai@oliveschooldoha.com,http://www.oliveschooldoha.com,2015,4/2/2015 12:00:00 AM,MR. JACOB K M,1,M.Com M.Ed,30,25,Secondary School,Provisional,1/4/2018,31/3/2021,Olive International School
Pearl School,6330009,FOREIGN SCHOOLS,QATAR,"33032, Thumama, Doha, Qatar",330320,974,"44442555 ,",,97444442555,principal@pearlschool.org,http://pearlschool.sch.qa/ProgramFiles/Login/HomeP,2013,4/1/2013 12:00:00 AM,Manjari Recriwal,0,M.A. B.Ed,5,28,Secondary School,Provisional,1/4/2018,31/3/2023,Round Square Foundation
"Rajagiri Public School, Doha",6330011,FOREIGN SCHOOLS,QATAR,"P.O. Box 550, Abu Hamour.",000550,,"00974 44885440 ,",,00974 44885446,info@rajagiridoha.com,http://www.rajagiridoha.com,2014,9/20/2014 12:00:00 AM,Mr.Puthenpurayil Tharayil Joseph Issac,,"M.A, M.Phil, B.Ed, MSW.",4,20,Secondary School,Provisional,4/1/2017,31/3/2020,"DIVISION OF AL KAABI CONTRACTING & TRDG CO. WLL, DOHA"
SHANTI NIKETAN INDIAN SCHOOL,6330003,FOREIGN SCHOOLS,QATAR,PO BOX 1025 DOHA QATAR,,974,"44151524 , 4362151",009744424094,0094350045,principal@sisqatar.info,,2000,4/2/1980 12:00:00 AM,SUBHASH BHASKARAN NAIR,1,MA B Ed,18,23,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,SHANTI NIKETAN GROUP OF SCHOOLS
"Indian International School,",7830001,FOREIGN SCHOOLS,REPUBLIC OF BENIN,"Carre` 1684, AKPAKPA, Cotonou, Republic of Benin,West Africa",817100,044,"(00229) 97974630 ,",,(00229) 21380724,iisbenin@gmail.com,http://www.iisbenin.com,2008,5/12/2008 12:00:00 AM,Mrs.Nishu Katyal,0,"B.Sc. , M.B.A",4,11,Secondary School,Provisional,1/4/2019,31/3/2020,"Indian Association, Benin"
KENDRIYA VIDYALAYA,7000001,FOREIGN SCHOOLS,russia,"C/O EMBASSY OF INDIA (INDIAN SCHOOL) 6-8 VORONTSOVO POLYE, MOSCOW RUSSIA",781023,007,"4992406437 ,",55328267,44682939,vchamy1967@yahoo.com,www.kendriyavidyalaya-moscow.org,1952,8/12/2007 12:00:00 AM,M VELLAICHAMY,1,"M.Sc.,M.Phil",15,17,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,KENDRIYA VIDYALAYA SANGATHAN
AL ALIA INTERNATIONAL INDIAN SCHOOL,5730013,FOREIGN SCHOOLS,SAUDI ARABIA,"PO BOX 26539 RIYADH 11496, MALAZRIYADH, KINGDOM OF SAUDIA ARABIA",,0966,"114128884 , 4950404",966546215007,96614128883,alaliaschool@yahoo.com,alaliaschool.com,2003,3/20/1996 12:00:00 AM,SHANU C THOMAS,1,"M.A., B.ED DALF",15,13,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,ADVISORY COMMITTEE OF 06 MEMBERS
AL FALAH INTERNATION DELHI PUBLIC SCHOOL,5730017,FOREIGN SCHOOLS,SAUDI ARABIA,PO BOX 50376 JEDDAH - 21023 SAUDI ARABIA,021523,966,"126754400 , 26746047",26749053,,humairanaseem18@gmail.com,,1989,6/4/1998 12:00:00 AM,HUMAIRA NASEEM,1,MSc. B.Ed.,12,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DELHI PUBLIC SCHOOL SOCIETY
"Al Huda International School, Riyadh",5730022,FOREIGN SCHOOLS,SAUDI ARABIA,"Malaz, Jareer Street, PB No: 2736, Riyadh- 11461,",011461,01662,"0096614782226 ,",2294198,0096614763806,ptmmusthafa@gmail.com,http://www.al-hudaschool.com,2005,9/3/2005 12:00:00 AM,Mohammed Musthafa,2,"BA,MA, BEd, SET",7,12,Secondary School,Provisional,1/4/2012,31/3/2017,Al Huda International School Managing Committee
Al Janoub International School,5730023,FOREIGN SCHOOLS,SAUDI ARABIA,Khamis Mushayt PO Box 51029,613117,966,"172383358 ,",,00966 72383364,csidheeque@gmail.com,,2006,9/18/2006 12:00:00 AM,SIDHEEQUE CHELAKKODAN,0,"Ph.D, M.Sc,B.Ed",1,12,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,Shifa Al Khobar Medical Group of Companies Ltd
AL KHOZAMA INTERNATIONAL SCHOOL,5730019,FOREIGN SCHOOLS,SAUDI ARABIA,P B NO 76706 DAMMAN AL KHOBAR KSA-31952,031952,0966,"138475112 , 8474113",4639566,4639569,principalakis@peeveeschools.org,,1981,6/12/1980 12:00:00 AM,GOPINATH MENON K,1,M. A. Political Science,26,9,Secondary School,Provisional,1/4/2015,31/3/2020,AL KHOZAMA INTT SCHOOL COMMITTEE
AL MAWARID INTERNATIONAL SCHOOL,5730012,FOREIGN SCHOOLS,SAUDI ARABIA,POST BOX NO 104335 JEDDAH KINGDOM OF SAUDI ARABIA,,9661,"26688374 , 6683362",6688375,6688374,abdulsamad1979@yahoo.com,,2001,4/16/2007 12:00:00 AM,ABDUL SAMAD K A,1,"M.A Eng,M.Phil,B.Ed DJ",6,6,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,AL MAWARID EDU SOCIETY
AL MUNA INTERNATIONAL SCHOOL,5730031,FOREIGN SCHOOLS,SAUDI ARABIA,"MUSTHASHFA STREET, NEW ADAMA PB NO. 63423 DAMMAM 31516 KSA",063423,9661,"38266888 ,",009744424094,0096638262529,mammoo.kp@gmail.com,http://www.almunaschool.com,2007,9/3/2007 12:00:00 AM,MAMMOO KP,1,MA.BEd,17,30,Secondary School,Provisional,1/4/2014,31/3/2019,AL MUNA INTERNATIONAL SCHOOL MANAGING COMMITTEE
AL YASMIN INTERNATIONAL SCHOOL,5730011,FOREIGN SCHOOLS,SAUDI ARABIA,P O BOX 380 RIYADH 11391 KINGDOM OF SAUDI ARABIA,,966,"114788815 ,",4783795,4787104,principal@alyasmin.org,http://www.alyasmin.org,1999,4/4/2005 12:00:00 AM,RAHAMATHULLAH,1,"M.A.,M.Ed.,DHRM",15,37,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,SCHOOL COMMITTEE
Al-Manar International School,5730027,FOREIGN SCHOOLS,SAUDI ARABIA,PB No : 906,041315,96,"143225830 ,",24914001,0096643225831,principal@al-manarschool.com,,2007,9/10/2007 12:00:00 AM,KAPIL SHAJI MON,1,"M.Sc, B.Ed, SET passed",2,10,Secondary School,Provisional,1/4/2018,31/3/2023,Dr. Abdul Bari
"ALFAZAL INTERNATIONAL SCHOOL, MAKKAH, K.S.A",5730032,FOREIGN SCHOOLS,SAUDI ARABIA,P.O. BOX 9337 MAKKAH SAUDI ARABIA,,,"00966504383767 ,",,0096625285041,director@alfazalinternationalschool.com,,2004,8/16/2004 12:00:00 AM,PARVEEZ YASMEEN,,"B.Sc ., B.Ed",07,22,Secondary School,Provisional,1/4/2012,31/3/2015,AL FAZAL SCHOOL MANAGING COMMITTEE
ALIF INTERNATIONAL SCHOOL,5730040,FOREIGN SCHOOLS,SAUDI ARABIA,P O Box 13529 Shifa Riyadh 11414,011414,966,"112960538 ,",,00966-1-4212472,ptmmusthafa@gmail.com,http://www.alifschool.com,2009,10/12/2009 12:00:00 AM,MOHAMMED MUSTHAFA P,0,"M.A , B.Ed , MCJ",07,10,Secondary School,Provisional,1/4/2016,31/3/2021,ALIF EDUCATIONAL TRUST
ALWUROOD INTERNATIONAL SCHOOL,5730008,FOREIGN SCHOOLS,SAUDI ARABIA,POST BOX NO 24428 JEDDAH 21446 KINGDOM OF SAUDI ARABIA,,966,"126720999 , 5200851","6325188,966550217630",6300481,sreedevijk@peeveeschools.org,,1999,4/1/1996 12:00:00 AM,Sreedevi Menon,2,"M.A, B.Ed",6,11,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,AL WUROOD INTERNATIONAL SCHOOL COM
"DARATASSALAM INTERNATIONAL DELHI PUBLIC SCHOOL, RIYADH",5730015,FOREIGN SCHOOLS,SAUDI ARABIA,PO BOX 242234 RIYADH - 11322 SAUDIA ARABIA,,0966,"118805304 ,",50315274,4504806,mairajkhan2006@yahoo.co.in,http://www.dpsriyadh.org,1999,3/21/2008 12:00:00 AM,MAIRAJ MOHAMMAD KHAN,1,M.A. History,22,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ANTON JEYAKUMAR SIROMANI DELHI PUBLIC SCHOOL SOCIETY
DAUHA AL ULOOM INTERNATIONAL SCHOOL,5730024,FOREIGN SCHOOLS,SAUDI ARABIA,"Azeeziya,Jeddah-21434,KSA-14754",014754,012,"6700495 ,",2560656,00966-2-6747912,principal.duisjeddah@gmail.com,http://www.dauhaschool.com,2004,4/3/2004 12:00:00 AM,Mohd Ausaf Khan,2,"MSc., BEd.",10,30,Secondary School,Provisional,1/4/2017,31/3/2022,Dauha School Managing Committee
Dunes International School,5730036,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O.Box No. 8627, ANDALUS, AL KHOBAR,",034437,013,"8145850 ,",,0096638146453,principal@dunesschool.net,http://www.dunesschool.org,2011,4/2/2011 12:00:00 AM,Dharminder Manon,0,"M.Sc, B.Ed",11,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,Bait Al Salah
HUDA ALNOOR INTERNATIONAL SCHOOL AL AHSA,5730042,FOREIGN SCHOOLS,SAUDI ARABIA,"P.B.NO.63330, QATAR ROAD, OPP.TOYOTA SHOW ROOM, AL RAWDAH, AL AHSA 31982, K S A",031982,,"0096635886535 ,",,0096635885046,hudaalnooralahsa@gmail.com,http://www.munagroup.org/noor/job.html,2009,4/1/2009 12:00:00 AM,Mr.ABOOTTY KARIKKOTTATH,,"M A, B Ed, RIESI Dip. in ENGLISH",5,9,Secondary School,Provisional,1/4/2016,31/3/2019,HUDA ALNOOR INTERNATIONAL SCHOOL EDUCATIONAL SOCIETY
INDIAN INTERNATIONAL SCHOOL,5730006,FOREIGN SCHOOLS,SAUDI ARABIA,P O BOX 4260 BURAIDAH AL-QASIM KINGDOM OF SAUDI ARABIA,,0096,"6163845190 ,",009666 3843697,3840168,umjiqbal@hotmail.com,www.iisburaidah.edu.sa,1997,4/1/1997 12:00:00 AM,MOHAMED JAMEELUDDIN IQBAL,2,MA BEd,9,16,Senior Secondary,Provisional,1/4/2012,31/ 3/ 2017,EMBASSY OF INDIA AFSAR KHAN
INTERNATIONAL INDIA SCHOOL,5730001,FOREIGN SCHOOLS,SAUDI ARABIA,P O BOX NO 14861 JEDDAH 21434 SAUDI ARABIA C/O FIRST SECY EMBASSY OF INDIA JEDDAH SAUDI ARABIA,,966,"126751536 , 6721607",6732836,6732372,iisjprincipal@gmail.com,http://www.apeejay.edu,1969,4/1/2005 12:00:00 AM,SYED MASOOD AHMED,1,"m.sc.,b.ed.,",15,10,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,A L KHAN
INTERNATIONAL INDIAN PUBLIC SCHOOL,5730010,FOREIGN SCHOOLS,SAUDI ARABIA,PO BOX 13740 RIYADH KINGDOM OF SAUDI ARABIA,,0966,"00966546624234 ,",4056938,4640517,azeez@iipsr.edu.sa,,1989,7/9/2003 12:00:00 AM,K M ABDUL AZEEZ,1,phd bed,5,17,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,COMMUNITY SCHOOL
INTERNATIONAL INDIAN SCHOOL,5730002,FOREIGN SCHOOLS,SAUDI ARABIA,POST BOX NO 3320 DAMMAM EASTERN PROVINCE AL-KHOBAR-31952 SAUDI ARABIA,,966,"138142801 , 8572744",0096638140881,8142806,mohammedshaffe@gmail.com,http://iisdammam.edu.sa,1982,4/1/2005 12:00:00 AM,E K MOHAMMED SHAFFE,1,MA BED PhD,15,20,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,EMBASSY OF INDIA RIYADH
INTERNATIONAL INDIAN SCHOOL,5730003,FOREIGN SCHOOLS,SAUDI ARABIA,POST BOX NO 89788 RIYADH 11692 SAUDI ARABIA C/O FIRST SECY EMBASSY OF INDIA KINGDOM OF SAUDI ARABIA,,966,"114912239 , 4653339",0096612080116,4932383,principalandhoi@iisriyadh.com,http://www.iisriyadh.com,1982,4/1/1997 12:00:00 AM,S M SHAUKAT PERWEZ,1,M.Sc M.Ed,16,25,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,EMBASSY OF INDIA AFSAR KHAN
INTERNATIONAL INDIAN SCHOOL,5730004,FOREIGN SCHOOLS,SAUDI ARABIA,P O BOX 1332 TAIF KINGDOM OF SAUDIA ARABIA,,0966,"0127324744 ,",7450307,7450307,mohammedirfan712012@gmail.com,,1996,7/3/2000 12:00:00 AM,Mohammed Irfan,2,"M.A., M.Phil., Ph.D., M.E",7,26,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MANAGING COMMITTEE TAIF
INTERNATIONAL INDIAN SCHOOL,5730007,FOREIGN SCHOOLS,SAUDI ARABIA,P.O.BOX 1188 AL JUBAIL 31951 KINGDOM OF SAUDI ARABIA,,9663,"3624130 ,",0096633620178,3611018,s.hameed64@gmail.com,http://www.iisjubail.org,1987,7/9/2003 12:00:00 AM,Syed Hameed,1,"M.A.,M.Ed.,M.Phil.,PGCTE",07,32,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,I I S AL-JUBAIL MANAGEMENT COMMITTE
INTERNATIONAL INDIAN SCHOOL,5730009,FOREIGN SCHOOLS,SAUDI ARABIA,TABUK PO BOX NO 3653 KINGDOM OF SAUDI ARABIA,,014,"4225929 ,",4240224,4223846,samsuddin_iist@hotmail.com,,1986,7/9/2003 12:00:00 AM,S M SAMSUDDIN,1,PHD BED,5,17,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2015,INDIAN PARENTS
International Indian School,5730025,FOREIGN SCHOOLS,SAUDI ARABIA,PO Box No.1389 Al Majmaah,011952,966,"164323317 ,",0096664321781,,smshaukathayat@gmail.com,,2007,4/1/2010 12:00:00 AM,S M SHAUKAT HAYAT,1,"m.a, b.ed",5,13,Secondary School,Provisional,1/4/2013,31/3/2018,marudhara sewa sansthan
JABAL FARASAN INTERNATIONAL SCHOOL,5730028,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O.BOX-103, RABEGH, JEDDAH (KSA)",021911,0472,"00966-2-4233339 ,",27052268,00966-2-4231474,principaljfis@gmail.com,,2007,10/27/2007 12:00:00 AM,DR. SHADMA ANSARI,1,"DOCTORATE IN AGRICULTURAL SCIENCES, NET QUALIFIED",02,03,Secondary School,Provisional,1/4/2016,31/3/2021,MANAGING COMMITTEE
JEDDAH AHDAB INTERNATIONAL SCHOOL,5730035,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O Box 14286, Siteen St. ,Behind Al Baik, Mushrifa Dt. , Jeddah - 21424, K. S. A",214240,966,"547266941 ,",,6740034,ahdabjais@yahoo.com,,2007,11/3/2007 12:00:00 AM,MOHAMMED ALI P,1,"BSc , MA , BEd",25,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,AHDAB
KENZ International School,5730041,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O.Box: 32002 Yanbu, K.S.A",041912,0096,"0143960808 ,",,00966 4 3968080,kenzprincipal@gmail.com,http://www.kenzglobal.com,2012,4/25/2012 12:00:00 AM,BINDU SANTHOSH,0,Msc.B.ed,3,13,Secondary School,Provisional,1/4/2015,31/3/2018,Managing committee
Lana International Indian School,5730033,FOREIGN SCHOOLS,SAUDI ARABIA,Post Box 726,061961,0096,"172304020 ,",,,PRINCIPALLANASCHOOL@GMAIL.COM,,2008,10/11/2008 12:00:00 AM,Maria G Sebastian,0,"M.A, BE d , LLB, DBM",15,11,Secondary School,Provisional,1/4/2015,31/3/2020,Lana International Indian School Management Committee
Mahd Al Uloom International School,5730030,FOREIGN SCHOOLS,SAUDI ARABIA,6904 Jeddah 21452 KSA,021452,966,"546870500 ,",,009662 6893833,principal@misjeddah.edu.sa,http://www.misjeddah.com,2008,4/12/2008 12:00:00 AM,Dr FIROZ MULLA,2,MA B.Ed PhD,9,12,Secondary School,Provisional,1/4/2014,31/3/2019,Mahd Al Uloom Educational Society
MIDDLE EAST INTERNATIONAL SCHOOL,5730034,FOREIGN SCHOOLS,SAUDI ARABIA,"Al-Kharj, Saudi Arabia",111942,966,"115446700 ,",,0096615446700,vprincipal@meiskharj.com,http://www.middleeastgroup.me,2007,4/10/2007 12:00:00 AM,RAMAKRISHNA IYER,0,"MA, BED",11,11,Secondary School,Provisional,1/4/2012,31/3/2015,Managing Comittee
MIDDLE EAST INTERNATIONAL SCHOOL,5730005,FOREIGN SCHOOLS,SAUDI ARABIA,P O BOX 75157 RIYADH-11578 KINGDOM OF SAUDI ARABIA,110058,0966,"4627563, ,",06562-225929,4627563,meis_ryd@hotmail.com,http://www.newmeis.com,1998,1/4/1998 12:00:00 AM,MRS. TABASSUM FAROOQI,1,"M.Sc., B.Ed",20,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,New Middle East International School Managing Committee
MODERN INTERNATIONAL SCHOOL,5730016,FOREIGN SCHOOLS,SAUDI ARABIA,PRINCE FAHAD BIN JALAWI ST NEAR ABDUL AZIZ CLINIC PO BOX 5990 HAFUF AL AHSA KSA- 31982,031982,966,"135851267 ,",009663-5865463,5821543,siddiqueqazi@gmail.com,,2003,6/12/1980 12:00:00 AM,KAZI MOHAMMED SIDDIQUE HASEEB,1,M.A. M.ED,07,15,Secondary School,Provisional,1/4/2014,31/3/2019,MOPDERN INTERNATIONAL SCHOOL
Modern International School,5730029,FOREIGN SCHOOLS,SAUDI ARABIA,P.O.Box 25010,011466,0966,"114386538 ,",,00966 1 213 1659,emhaneef2@gmail.com,,2008,6/28/2008 12:00:00 AM,MOHAMMED HANEEFA,1,"MA(Eng),B.Ed,Nat.Sci",,,Secondary School,Provisional,1/4/2013,31/3/2018,Modern Educational Society
