Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
,,,,,,,,,,,,,,,,,,,,,,,
Baba International School,2132173,UTTAR PRADESH,budaun,"Gram-Raipur Buzurg,Bilsi,Badaun,UP",243633,5833,"05833251045 ,",,,babainternationalschoolbilsi@gmail.com,http://www.babainternationalschool.com,2015,4/1/2015 0:00,MR. V.P. SINGH,1,"M.A., B.Ed.",8,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Baba Educational Welfare Society
,,,,,,,,,,,,,,,,,,,,,,,
BLOOMING DALE SCHOOL,2130852,UTTAR PRADESH,budaun,SHYAM NAGAR BAREILLY MATHURA ROAD BADAIUN UTTAR PRADESH,243601,532,"01342-265410,265341 ,",3296911,01342-264775,bhagwantpublicschool@yahoo.com,,2009,4/1/2009 0:00,Asha Singh,1,Phd.,7,5,Secondary School,Provisional,1/4/2007,31/3/2010,
,,,,,,,,,,,,,,,,,,,,,,,
BLOOMING DALES SCHOOL,2130868,UTTAR PRADESH,budaun,SHYAM NAGAR BAREILLY MATHURA ROAD BADAUN UTTAR PRADESH,243601,5832,"222222 ,",9219615265,751253001,gaurav.vandana3@gmail.com,www.bloomingdaleschool.in,1995,7/3/2000 0:00,VANDANA SAXENA,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,GURU ANGAD DEV PUBLIC SCHOOL EDU SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
BLOOMING FLOWERS ENGLISH SCHOOL,2132873,UTTAR PRADESH,budaun,VILLAGE KUDHOLI POST BISAULI DISTT BADAUN,202520,,"9528612646 ,",,,bloomingflowers189@gmail.com,,2002,4/1/2003 0:00,Mr.ANIL KUMAR SHARMA,0,M.A. B.Ed.,10,8,Secondary School,Provisional,1/4/2017,31/3/2020,DWARIKA PRASAD KALYAN RAI EDUCATIONAL TRUST BISAULI BADAUN
,,,,,,,,,,,,,,,,,,,,,,,
D.A.M. Public School,2132058,UTTAR PRADESH,budaun,Gunnaur Sambhal,243722,5836,"233353 ,",,9412368053,vivekagarwal141@gmail.com,http://www.xyz.com,2009,4/1/2009 0:00,Kisanpal Gupta,0,"M.A., B.Ed.",6,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Deena Nath Agarwal Memorial Shiksha Samiti
,,,,,,,,,,,,,,,,,,,,,,,
D.P. Vidyapeeth,2131121,UTTAR PRADESH,budaun,"D.P. Vidyapeeth, Dhanari",202521,536,"096002 ,",1639264965,,cbsed.pvidyapeeth@gmail.com,,1999,4/11/2011 0:00,Devendra Dua,1,m.sc. b.ed,2,10,Secondary School,Provisional,1/4/2013,31/3/2018,guru gobind singh edu society
,,,,,,,,,,,,,,,,,,,,,,,
FLORENCE NIGHTINGALE PUBLIC SCHOOL,2130717,UTTAR PRADESH,budaun,UJHANI ROAD BAIDAUN UTTAR PRADESH,243601,5832,"225588 ,",,,florence.budaun@gmail.com,,2003,4/1/2003 0:00,NAVNEET KUMAR SINGH,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,FLORENCE WELFARE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
H P INTERNATIONAL SCHOOL,2132144,UTTAR PRADESH,budaun,DATAGANJ ROAD BADAUN-234601 UTTAR PRADESH,234601,5832,"222444 ,",,5832222444,principal@hpis.edu.in,http://www.hpinternationalschool.com,2011,2/23/2014 0:00,LAL BAHADUR SUBBA,0,"M.Sc, M.A.(EDUCATION),B.Ed",11,15,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SHRI HARPRASAD SINGH TRUST
,,,,,,,,,,,,,,,,,,,,,,,
J.K.E.T. CONVENT SCHOOL JUNAWAI,2131441,UTTAR PRADESH,budaun,"JUNNAWAI, GUNNAUR, DIST. BADAUN",202527,5836,"236060 ,",,5836237005,umeshy975@gmail.com,http://www.jket.org.in,2009,4/1/2009 0:00,JINCY JACOB,0,"Msc,MEd",3,3,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"J.K.Educational trust, Babrala budaun"
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,2140040,UTTAR PRADESH,budaun,BABRALA DISTT BUDAUN UTTAR PRADESH,202521,5836,"9452460984 ,",40231,,rbtanishq@yahoo.co.in,,1995,3/9/1998 0:00,Rakesh Baboo,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,N.V.S.
,,,,,,,,,,,,,,,,,,,,,,,
kendriya vidya niketan,2131756,UTTAR PRADESH,budaun,babrala-gawan road sihavali p.o meaua hasan ganj dist sambhal (u.p),202421,0,"08954517197 ,",,1202761048,dev.singh.cool31@gmail.com,http://www.kvn.com,2012,7/2/2012 0:00,DEVESH KUMAR SINGH,0,"m.a , b.ed.",3,5,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,navodit vidya niketan samiti
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,2100100,UTTAR PRADESH,budaun,"SHEIKUPUR, BUDAUN, UTTAR PRADESH",243601,5832,"269141 ,",268494,,upadhyay.asha6@gmail.com,,1999,4/1/2005 0:00,ASHA UPADHYAY,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,K V S
,,,,,,,,,,,,,,,,,,,,,,,
MAHARISHI VIDYA MANDIR.,2130330,UTTAR PRADESH,budaun,ALLAPUR ROAD NEAR FCI GODOWN BADAUN UTTAR PRADESH,243601,91,"9219418679 , 225249",,,rochan_rawat@rediffmail.com,,1991,7/2/2001 0:00,ROCHAN RAWAT,0,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MAHARISHI SHIKSHA SANSTHAN
,,,,,,,,,,,,,,,,,,,,,,,
MOTHER ATHENA SCHOOL,2130329,UTTAR PRADESH,budaun,KAKRALA ROAD BUDAUN UTTAR PRADESH,243601,91,"9258331012 ,",9258331012,5832269343,motherathenaschool@gmail.com,motherathenaschool.org,1995,4/1/2005 0:00,SHEEBA KHAN,2,"M.Sc.,B.Ed.",6,6,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,ATHAMA EDUCATION SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
R.K. Public School,2131172,UTTAR PRADESH,budaun,"Near Mujaria Chowki Vill. & Post- Rasula Ujhani, Badaun,",243639,5833,"252225 ,",,,rkpublicschoolujhani@gmail.com,,2008,7/7/2008 0:00,SUSHIL KAVI,0,"M.Sc., B.Ed.,Ph.D",5,17,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,hare krishna shiksha samiti
,,,,,,,,,,,,,,,,,,,,,,,
rajkiya ashram paddhati vidyalaya,2120044,UTTAR PRADESH,budaun,samrer badaun u.p-243630,,,"01344-262500 ,",,,principalvkinternationalschool@gmail.com,,2016,4/4/2016 0:00,.,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2019,shri virendra kumar educational society
,,,,,,,,,,,,,,,,,,,,,,,
S.D.B. Public School,2131545,UTTAR PRADESH,budaun,"4th K.M. Stone, Chandausi Road, Bisauli-202520 (Budaun)",202520,5834,"248169 ,",282222,,LALITABATRA90@GMAIL.COM,,2004,4/2/2004 0:00,LALITA BATRA,2,"M.Com, B.Ed, M.Ed",9,6,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,"Gauri Raj Trust, Bisauli,(Budaun))"
,,,,,,,,,,,,,,,,,,,,,,,
Tithonus International School,2132224,UTTAR PRADESH,budaun,S.H.33 Mathura Road,243601,5832,"267777 ,",,,dr.shyamesh@gmail.com,http://www.tithonusinternationalschool.ac.in,2013,4/1/2013 0:00,SHYAMESH KUMAR SHARMA,0,"M.Sc, B.ed., Ph.D",7,14,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Shri Ram Autar Agarwal Memorial Trust
,,,,,,,,,,,,,,,,,,,,,,,
ZEALOT PUBLIC SCHOOL,2131909,UTTAR PRADESH,budaun,"RASOOLPUR BILHARI, ALAPUR ROAD, BUDAUN",243601,5832,"268134 ,",,0,jpreetkaur99@gmail.com,http://www.zealotpublicschool.org,2012,7/2/2012 0:00,JASPREET KAUR,0,"M.A., B.ED.",2,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,UTSAHI SHIKSHA SEWA SANSTHAN BUDAUN
,,,,,,,,,,,,,,,,,,,,,,,
Academic Heights Public School,2132917,UTTAR PRADESH,BULANDSHAHAR,"6th Milestone,Khurja-Sikandrabad,Old G.T Road",203131,,"09717212288 ,",,,khurjaahps@gmail.com,,2012,4/2/2012 0:00,Mrs.Rekha Jain,0,"M.A(History),B.Ed",10,10,Secondary School,Provisional,4/1/2017,31/3/2020,KAVI EDUCATIONAL TRUST
,,,,,,,,,,,,,,,,,,,,,,,
ADARSH CITY CONVENT SCHOOL,2132827,UTTAR PRADESH,BULANDSHAHAR,VILLAGE KAKORE,203203,,"8273666179 ,",,,adarshcityconvent@gmail.com,,2013,7/1/2013 0:00,Mr.MOHD SHANAWAZ,0,M.A. M.P.ED.,5,10,Secondary School,Provisional,4/1/2017,31/3/2020,ADARSH SHIKSHA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
ALIGARH PUBLIC SCHOOL,2130904,UTTAR PRADESH,BULANDSHAHAR,"SIYANA, BULANDSHAHAR",245412,5736,"270092 ,",1741224366,224367,aligarh.public.school-siyana@live.com,,1973,4/1/2009 0:00,YASMEEN RASHEED,1,"m.a,b.ed.",19,4,Secondary School,Provisional,1/4/2015,31/3/2020,BISME EDUCATIONAL & SOCIAL WELFARE FOUNDATION
,,,,,,,,,,,,,,,,,,,,,,,
ALINGUA PUBLIC SCHOOL,2131987,UTTAR PRADESH,BULANDSHAHAR,VILLAGE KISOLA BLOCK AND TEHSIL SYANA DISTRICT BULANDSHAHR UP,203403,0,"7037981981 ,",,,acskisola@gmail.com,http://www.alingua.in/,2008,4/1/2008 0:00,MR.RAKESH KUMAR,1,MSC B Ed,10,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,ALINGUA SAMAJOTHAN SHIKSHA PRASAR SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
ALL SAINTS SCHOOL,2130386,UTTAR PRADESH,BULANDSHAHAR,DELHI ROAD BULANDSHAHAR,203001,5732,"283522 ,",281093,,allsaints.bsr@gmail.com,,1994,3/4/2006 0:00,ASHA SINGH,2,"M.A., B. Ed.",2,19,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,DEEP PARMARTH EDU & SOC WEL SOC
,,,,,,,,,,,,,,,,,,,,,,,
ALPINE PUBLIC SCHOOL,2130590,UTTAR PRADESH,BULANDSHAHAR,JUNCTION ROAD KHURJA BULANDSHAHAR UTTAR PRADESH,203131,5738,"253884 ,",,,gulati.nidhi4@gmail.com,,2002,8/31/2017 0:00,NIDHI GULATI,0,,,,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,MUKUND MADAV SHIKSHA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
angels public international school,2132623,UTTAR PRADESH,BULANDSHAHAR,"plot no. 1395-96, near pahasu electric sub-station, pahasu, bulandshahar",203396,563,"3220371 ,","2,238,078,122,380,380",,angelspublicinternationalschool777@gmail.com,http://www.angelpublicschool.com,1957,3/28/2018 0:00,ANITA SHARMA,0,,,,Secondary School,Provisional,1/4/2017,31/3/2020,shahdara angels educational society (regd)
,,,,,,,,,,,,,,,,,,,,,,,
ASHOKA PUBLIC SCHOOL,2131518,UTTAR PRADESH,BULANDSHAHAR,"subhash road khurja, Bulandshahar, Uttar Pradesh",203131,5738,"244755 ,",,,ashokapublicschool@gmail.com,,2010,4/8/2010 0:00,A BHANU,1,BSc.+M.A.+B.ed,14,20,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,maharaja sursaini education society
,,,,,,,,,,,,,,,,,,,,,,,
ATOMIC ENERGY CENTRAL SCHOOL,2180002,UTTAR PRADESH,BULANDSHAHAR,NAPP TOWNSHIP NARORA BULANDSHAHR UTTAR PRADESH,202389,5734,"222251 ,",9412768005,,naps@giasdl01.vsnl.net.in,,1976,7/1/1969 0:00,Shri R S Solanki,1,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2021,"A.E.E.S. ANUSHAKTI NAGAR,BOMBAY"
,,,,,,,,,,,,,,,,,,,,,,,
AZAD INTERNATIONAL SCHOOL,2132849,UTTAR PRADESH,BULANDSHAHAR,VILL-CHITSAUN SHIKARPUR ROAD BULANDSHAHR,203001,5732,"223074 ,",,,azadinternationalschool@rediffmail.com,,2010,4/19/2010 0:00,Afzal Khan,,"M.sc,B.ed",5,15,Secondary School,Provisional,1/4/2017,31/3/2020,Azad International School
,,,,,,,,,,,,,,,,,,,,,,,
AZAD PUBLIC SCHOOL,2130234,UTTAR PRADESH,BULANDSHAHAR,AZAD NAGAR BULANDSHAR UTTAR PRADESH,203001,5732,"235035 ,",280626,5732280626,nitesh_176@rediffmail.com,,1987,4/1/2011 0:00,NITESH KUMAR SINGH,1,"PG Maths, English B.Ed.",4,12,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,mata om wati educational society
,,,,,,,,,,,,,,,,,,,,,,,
B K PUBLIC SCHOOL,2131202,UTTAR PRADESH,BULANDSHAHAR,"BINNAIR DEVI ROAD, JAHANGIRABAD DISTT. BULANDSHAHR (UP)",202394,0,"7533900100 ,",,,rsbkpublicschool@gmail.com,,2009,4/1/2009 0:00,Dr.Reeta Sharma,0,M.A. B.Ed.,6,10,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Kusum Devi Education & Social Welfare Society
,,,,,,,,,,,,,,,,,,,,,,,
BABU BODH RAJ CONVENT SCHOOL,2130350,UTTAR PRADESH,BULANDSHAHAR,RAILWAY ROAD SIKANDRABAD DISTT BUBNESHAHAR UTTAR PRADESH,203205,573,"269323 , 2680157",5735269323,268156,vibhasatija@gmail.com,www.bbcsrschool.com,1993,4/1/2003 0:00,VIBHA CHOPRA,1,MA ENGLISH,8,16,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,BABU BODHRAJ SEWA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
BANARSI DAS MEMORIAL PUBLIC SCHOOL,2130897,UTTAR PRADESH,BULANDSHAHAR,"SHRI RAM VIHAR COLONY, SIYANA, BULANDSHAHAR, UP-203412",203001,5736,"272444 ,",.,,sharadsharma281@gmail.com,,2000,7/14/2004 0:00,SHARAD SHARMA,1,"m.sc,b.ed",,5,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2020,KRISHANJEET SAMAJ KALYAN SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
"BHARAT VIKAS PARISHAD KANYA UCHA MADHYAMIK VIDYALAYA,",2132087,UTTAR PRADESH,BULANDSHAHAR,"City- Khurja Tehsil- Khurja,Bulandshar, U.P. Pin 203131",201313,5738,"7895530102 ,",,05738-0233206,BVPKICKHURJA@GMAIL.COM,http://www.bvpkickhurja.in,1996,7/1/1996 0:00,ANJALI SHARMA,2,"M.A, B.Ed",9,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2018,BHARAT VIKAS SHIKSHA PARISHAD KHURJA
,,,,,,,,,,,,,,,,,,,,,,,
BRAHMANAND PUBLIC SCHOOL,2131205,UTTAR PRADESH,BULANDSHAHAR,"VILLAGE MACHKOLI,GT ROAD BULANDSHAHR, UTTAR PRADESH",203001,573,"247315 ,",,5738247315,sharma.chhavi1407@gmail.com,,2007,4/2/2007 0:00,Chhavi Sharma,2,B.Ed(MA),5,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,Brahmanand Educational Charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
CHANDRA KANTA ENGLISH MEDIUM PUBLIC SCHOOL,2131156,UTTAR PRADESH,BULANDSHAHAR,"VILLAGE ISHAPUR, SIKANDDRABAD DISTT. BULANDSHAHR (UP)",245408,0,"0000000000 ,",,,CKEM2010@GMAIL.COM,,2009,4/1/2009 0:00,VINAYAK,0,B.A. B.Ed.,5,12,Senior Secondary,,Senior Secondary,,Senior Secondary
,,,,,,,,,,,,,,,,,,,,,,,
CHANDRAWATI PUBLIC SCHOOL,2130870,UTTAR PRADESH,BULANDSHAHAR,BUGRASI ROAD SIYANA BULANDSHEHAR UTTAR PRADESH,245412,5736,"271144 ,",,,nirmalrani29@gmail.com,,2004,4/5/2005 0:00,NIRMAL RANI,0,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,guru govind singh samriti shiksha parshar samiti
,,,,,,,,,,,,,,,,,,,,,,,
City Convent School,2130990,UTTAR PRADESH,BULANDSHAHAR,"Sikandrabad, Bulandshahr (UP)",203205,5735,"269969 ,",,,gaurav_086@rediffmail.com,,2014,11/14/2017 0:00,USHA BANSAL,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,City Convent School Society
,,,,,,,,,,,,,,,,,,,,,,,
DE SAINT PUBLIC SCHOOL,2132848,UTTAR PRADESH,BULANDSHAHAR,"VILLAGE & POST DAYORAU,DIBAI, DISTRICT BULANDSHAHAR",203393,5732,"255551 ,",,,radhadevi@gmail.com,,2013,4/1/2013 0:00,RADHA DEVI,,"M.A, B.ED",8,14,Secondary School,Provisional,1/4/2017,31/3/2020,"DE SAINT EDUCATIONAL SOCIETY,KUSHHALGARH ROAD, ANOOPSHAHAR, DISTRICT BULANDSHAHAR, U.P"
,,,,,,,,,,,,,,,,,,,,,,,
Delhi City School,2132176,UTTAR PRADESH,BULANDSHAHAR,"B.B. Nagar, Bulandshahr",245402,0,"09350373400 ,",,,delhicity22@gmail.com,http://www.delhicityschool.edu.in,2014,4/1/2014 0:00,MRS. ANJANA KUMARI,1,"M.A., B.Ed.",13,7,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Scholar
,,,,,,,,,,,,,,,,,,,,,,,
DELHI PUBLIC SCHOOL,2130407,UTTAR PRADESH,BULANDSHAHAR,YAMUNA PURAM PHASE-II BULANDSHAHAR UTTAR PRADESH,203001,5732,"281671 ,",9837009962,,pant_jagdish@rediffmail.com,,1997,4/1/2008 0:00,JAGDISH CHANDRA PANT,1,,,,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,DELHI PUB. SCH. SOCEITY
,,,,,,,,,,,,,,,,,,,,,,,
Delhi Public School Khurja,2132842,UTTAR PRADESH,BULANDSHAHAR,"STC Campus, Junction Road, Khurja, Distt. Bulandshahr, U.P.",203131,5738,"253888 ,",,5738253888,principal@dpskhurja.edu.in,http://www.dpskhurja.com,2015,4/15/2015 0:00,SANTOSH,,"M.Sc., B.Ed.",0,9,Secondary School,Provisional,1/4/2017,31/3/2020,Ch. Sonpal Singh Memorial Charitable Trust
,,,,,,,,,,,,,,,,,,,,,,,
DIVINE EDUCATIONAL INSTITUTE,2130896,UTTAR PRADESH,BULANDSHAHAR,"SDM COURT COLONY, SIKANDRABAD",208014,5735,"269658 ,",,,punams21@yahoo.com,,1996,4/1/2005 0:00,punam sharma,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,KRISHNA EDUCATIONAL SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
Diwan Singh Memorial Oxford Public Junior High School,2132106,UTTAR PRADESH,BULANDSHAHAR,Shikarpur Bulandshahar,203395,5732,"230060 ,",,9319837588,talk2dulip@gmail.com,http://www.xyz.com,2010,4/1/2010 0:00,DULIP KUMAR SHARMA,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Deewan Singh Memorial Public School Samiti
,,,,,,,,,,,,,,,,,,,,,,,
DR JAGDISH MEMORIAL PUBLIC SCHOOL,2130436,UTTAR PRADESH,BULANDSHAHAR,RAILWAY ROAD DIBAI BULANDSHAR UTTAR PRADESH,202393,5734,"249277 , 45033",22144959,22372635,avdeshraghav29@gmail.com,http://www.bnpsramvihar.c,1994,4/14/2002 0:00,AVADHESH KUMAR RAGHAVA,1,m.a. b.ed.,10,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,DR ASHA EDU SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
DREAM VALLEY INSTITUTE,2132657,UTTAR PRADESH,BULANDSHAHAR,"DULHERA , POST-WAIR,",203202,5735,"8392931732 ,",,0,dreamvalleyinstitute123@gmail.com,http://www.dreamvalleyinstitute.com,2014,2/15/2014 0:00,Madhurika,0,"M.A.,M.Ed.",5,10,Secondary School,Provisional,1/4/2017,31/3/2020,DREAM EDUCATIONAL SOCIETY-
,,,,,,,,,,,,,,,,,,,,,,,
G. S. S. PUBLIC SCHOOL,2133054,UTTAR PRADESH,BULANDSHAHAR,"NH -91, G.T. ROAD, ROHINDA KHURJA",203131,,"7017837258, 8475938377 ,",,,ptgsset2015@gmail.com,http://www.gsspublicschool.com,2017,4/1/2017 0:00,MR.AMIT KAUSHIK,1,"M.Sc (PHYSICS), B.Ed",7,20,Secondary School,Provisional,1/4/2018,31/3/2021,PT. GANGA SHARAN SHARMA EDUCATION TRUST
,,,,,,,,,,,,,,,,,,,,,,,
GAYATRI PUBLIC SCHOOL,2131968,UTTAR PRADESH,BULANDSHAHAR,SIKANDRABAD ROAD GULAOTHI-203408,203408,5738,"252106 ,",,,georgefrederick2222@yahoo.com,,2004,4/1/2004 0:00,BHANU SIR,0,"MA, MEd.",6,4,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,GAYATRI SIKSHA SEVA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
Genius Public School,2131523,UTTAR PRADESH,BULANDSHAHAR,"Padha, Pahasu, Bulandshahar",202396,0,"7409924094 ,",,,pgk.sarita@gmail.com,,2011,4/1/2011 0:00,NEElAM JAISWAL,0,"M.Sc., B.Ed.",10,5,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,Ideal Public Welfare Society
,,,,,,,,,,,,,,,,,,,,,,,
HAPPY BLUE BIRD PUB SCHOOL,2130511,UTTAR PRADESH,BULANDSHAHAR,DRAUPODI DHAM 98TH KM STONE NARORA ROAD SHIKARPUR BULANDSHAUR UTTAR PRADESH,202395,91,"05732240359 , 30367",9866219793,,chandraduttsharma13@gmail.com,,1993,4/1/2010 0:00,CHANDRA DUTT SHARMA,1,B.A. B.Ed.,11,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2019,SETH MUSSADI LAL CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
HILLWOOD MILITARY SCHOOL,2132856,UTTAR PRADESH,BULANDSHAHAR,"7TH MILE STONE, KHURJA SIKANDRABAD ROAD, ROOPWAAS PANCHGAAYI",203131,,"057322979219 ,",,57322679221,hillwoodinstitute@gmail.com,http://www.hillwoodgroupbsr.com,2016,3/3/2016 0:00,Mrs.Sarita Nirmal,0,"MA, BED",17,19,Secondary School,Provisional,1/4/2017,31/3/2020,Shree LAKSHMI Educational Society
,,,,,,,,,,,,,,,,,,,,,,,
INTACT PUBLIC SCHOOL,2132771,UTTAR PRADESH,BULANDSHAHAR,Sarai Kishan Chand Dharampur Road Dibai,203393,0,"9045600550 ,",,,principalipschool71@gmail.com,,2011,4/1/2011 0:00,Rani Sharma,0,M.A. B.ed,10,10,Secondary School,Provisional,4/1/2017,31/3/2020,sublime Association of Professional & Vocational Education
,,,,,,,,,,,,,,,,,,,,,,,
j p international school,2131392,UTTAR PRADESH,BULANDSHAHAR,sdm colony sikandrabad distt bulandshahr,203205,5735,"9639569000 ,",4672201693,5735269777,parulsghchaudhary36@gmail.com,,2009,7/1/2009 0:00,Parul Singh,1,m.sc. b.ed. ph.d.,3,3,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,shri ganeshi lal educational and social development society sikandrabad
,,,,,,,,,,,,,,,,,,,,,,,
JAWAHAR NAVODAYA VIDYALAYA,2140002,UTTAR PRADESH,BULANDSHAHAR,BUKLANA DISTT BULANDSHAHAR UTTAR PRADESH,245403,573,"6278130 ,",430,,jnvbulandshahar@gmail.com,,1986,4/30/2014 0:00,RAVI KANT SHARMA,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,NAVODAYA VIDYALAYA SAMITI
,,,,,,,,,,,,,,,,,,,,,,,
JAY PEE VIDYA MANDIR,2130543,UTTAR PRADESH,BULANDSHAHAR,ANOOPSHAHR BULANDSHAHR UTTAR PRADESH,202390,91,"9219403950 , 275022",22403,222273,principal.jvmasr@jaypeeschools.edu.in,,2000,4/15/2002 0:00,DHARMENDRA RAWAT,2,"MA, B.ed.",6,17,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,JAI PRAKASH SEWA SANSTHAN
,,,,,,,,,,,,,,,,,,,,,,,
Jaypee Vidya mandir,2132117,UTTAR PRADESH,BULANDSHAHAR,Vill-chandpur poothi Tesil-Syana dist-bulandshahr U.P,245412,0,"9536670111 ,",,5736296001,1972rajeev.sharma@gmail.com,http://www.jaypeeschools-jvmchandpur.org,2010,7/1/2010 0:00,RAJEEV SHARMA,1,M.Sc. B.Ed,4,14,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,jai prakash sewa sansthan delhi
,,,,,,,,,,,,,,,,,,,,,,,
Jaypee Vidya Mandir (University Campus)Anoopshahr,2132863,UTTAR PRADESH,BULANDSHAHAR,Jaypee Vidya Mandir (University Campus)Anoopshahr,203390,91,"9219400129 ,",,,pnc_cnp09@yahoo.com,,2014,4/1/2014 0:00,NEENA CHATURVEDI,0,M.Sc. (Chemistry) Ph.D B.Ed,5,20,Secondary School,Provisional,1/4/2017,31/3/2020,Jaiprakash Sewa Sansthan
,,,,,,,,,,,,,,,,,,,,,,,
JAYPEE VIDYA MANDIR TOMRI,2132462,UTTAR PRADESH,BULANDSHAHAR,VILLAGE TOMRI PO BEHIRA,203407,91,"9568368060 ,",,,principal.jvmtomri@gmail.com,http://www.jaypeeschools-jvmtomri.edu.in,2011,8/23/2011 0:00,MR. RAJIV BHARGAVA,1,M.A.(Eco.) M.A.(Ed.) B.Ed.,1,22,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,KAMLA SHARMA EDUCATIONAL & CHARITABLE SOCIETY
,,,,,,,,,,,,,,,,,,,,,,,
K P PUBLIC SCHOOL,2130500,UTTAR PRADESH,BULANDSHAHAR,KHURJA BULANDSHAHR UTTAR PRADESH,203131,573,"8233905 , 42031",,,kpps09@yahoo.co.in,,1975,7/14/2004 0:00,Kaushal Kumar Sharma,1,,,,Secondary School,Provisional,1/4/2015,31/3/2020,J A S EDUCATIONAL ASSOCIATION
,,,,,,,,,,,,,,,,,,,,,,,
K. D. (KASHMIRI DEVI) PUBLIC SCHOOL,2133033,UTTAR PRADESH,BULANDSHAHAR,"LAKHAOTI, SIYANA ROAD, BULANDSHAHR",245407,11,"8006011199 ,",24706046,,kdpublicschoolbsr@gmail.com,,2010,4/1/2011 0:00,MRS. REENU SINGH,1,MA BED,5,10,Secondary School,Provisional,1/4/2018,31/3/2021,BHOOP SINGH KASHMIRI DEVI CHARITABLE TRUST
,,,,,,,,,,,,,,,,,,,,,,,
KENDRIYA VIDYALAYA,2100062,UTTAR PRADESH,BULANDSHAHAR,BULANDSHAHR UTTAR PRADESH,203001,5732,"282232 ,",,2829306,kvsmamtasharma@gmail.com,www.kvunnao.org,1985,4/1/1991 0:00,MAMTA SHARMA,2,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,KENDRIYA VIDYALAYA SANGATHAN
,,,,,,,,,,,,,,,,,,,,,,,
